"Notes"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Golden Valley County, MT"	"30037"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Granite County, MT"	"30039"	"2021"	"2021"	39	Not Applicable	Not Applicable
	"Granite County, MT"	"30039"	"2022 (provisional)"	"2022"	28	Not Applicable	Not Applicable
	"Hill County, MT"	"30041"	"2021"	"2021"	205	Not Applicable	Not Applicable
	"Hill County, MT"	"30041"	"2022 (provisional)"	"2022"	118	Not Applicable	Not Applicable
	"Jefferson County, MT"	"30043"	"2021"	"2021"	177	Not Applicable	Not Applicable
	"Jefferson County, MT"	"30043"	"2022 (provisional)"	"2022"	85	Not Applicable	Not Applicable
	"Judith Basin County, MT"	"30045"	"2021"	"2021"	24	Not Applicable	Not Applicable
	"Judith Basin County, MT"	"30045"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Lake County, MT"	"30047"	"2021"	"2021"	397	Not Applicable	Not Applicable
	"Lake County, MT"	"30047"	"2022 (provisional)"	"2022"	248	Not Applicable	Not Applicable
	"Lewis and Clark County, MT"	"30049"	"2021"	"2021"	782	Not Applicable	Not Applicable
	"Lewis and Clark County, MT"	"30049"	"2022 (provisional)"	"2022"	509	Not Applicable	Not Applicable
	"Liberty County, MT"	"30051"	"2021"	"2021"	15	Not Applicable	Not Applicable
	"Liberty County, MT"	"30051"	"2022 (provisional)"	"2022"	17	Not Applicable	Not Applicable
	"Lincoln County, MT"	"30053"	"2021"	"2021"	331	Not Applicable	Not Applicable
	"Lincoln County, MT"	"30053"	"2022 (provisional)"	"2022"	224	Not Applicable	Not Applicable
	"McCone County, MT"	"30055"	"2021"	"2021"	26	Not Applicable	Not Applicable
	"McCone County, MT"	"30055"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Madison County, MT"	"30057"	"2021"	"2021"	105	Not Applicable	Not Applicable
	"Madison County, MT"	"30057"	"2022 (provisional)"	"2022"	73	Not Applicable	Not Applicable
	"Meagher County, MT"	"30059"	"2021"	"2021"	19	Not Applicable	Not Applicable
	"Meagher County, MT"	"30059"	"2022 (provisional)"	"2022"	18	Not Applicable	Not Applicable
	"Mineral County, MT"	"30061"	"2021"	"2021"	84	Not Applicable	Not Applicable
	"Mineral County, MT"	"30061"	"2022 (provisional)"	"2022"	34	Not Applicable	Not Applicable
	"Missoula County, MT"	"30063"	"2021"	"2021"	1090	Not Applicable	Not Applicable
	"Missoula County, MT"	"30063"	"2022 (provisional)"	"2022"	666	Not Applicable	Not Applicable
	"Musselshell County, MT"	"30065"	"2021"	"2021"	92	Not Applicable	Not Applicable
	"Musselshell County, MT"	"30065"	"2022 (provisional)"	"2022"	35	Not Applicable	Not Applicable
	"Park County, MT"	"30067"	"2021"	"2021"	208	Not Applicable	Not Applicable
	"Park County, MT"	"30067"	"2022 (provisional)"	"2022"	130	Not Applicable	Not Applicable
	"Petroleum County, MT"	"30069"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Petroleum County, MT"	"30069"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Phillips County, MT"	"30071"	"2021"	"2021"	67	Not Applicable	Not Applicable
	"Phillips County, MT"	"30071"	"2022 (provisional)"	"2022"	44	Not Applicable	Not Applicable
	"Pondera County, MT"	"30073"	"2021"	"2021"	69	Not Applicable	Not Applicable
	"Pondera County, MT"	"30073"	"2022 (provisional)"	"2022"	61	Not Applicable	Not Applicable
	"Powder River County, MT"	"30075"	"2021"	"2021"	22	Not Applicable	Not Applicable
	"Powder River County, MT"	"30075"	"2022 (provisional)"	"2022"	13	Not Applicable	Not Applicable
	"Powell County, MT"	"30077"	"2021"	"2021"	82	Not Applicable	Not Applicable
	"Powell County, MT"	"30077"	"2022 (provisional)"	"2022"	59	Not Applicable	Not Applicable
	"Prairie County, MT"	"30079"	"2021"	"2021"	12	Not Applicable	Not Applicable
	"Prairie County, MT"	"30079"	"2022 (provisional)"	"2022"	17	Not Applicable	Not Applicable
	"Ravalli County, MT"	"30081"	"2021"	"2021"	665	Not Applicable	Not Applicable
	"Ravalli County, MT"	"30081"	"2022 (provisional)"	"2022"	378	Not Applicable	Not Applicable
	"Richland County, MT"	"30083"	"2021"	"2021"	129	Not Applicable	Not Applicable
	"Richland County, MT"	"30083"	"2022 (provisional)"	"2022"	64	Not Applicable	Not Applicable
	"Roosevelt County, MT"	"30085"	"2021"	"2021"	193	Not Applicable	Not Applicable
	"Roosevelt County, MT"	"30085"	"2022 (provisional)"	"2022"	105	Not Applicable	Not Applicable
	"Rosebud County, MT"	"30087"	"2021"	"2021"	126	Not Applicable	Not Applicable
	"Rosebud County, MT"	"30087"	"2022 (provisional)"	"2022"	84	Not Applicable	Not Applicable
	"Sanders County, MT"	"30089"	"2021"	"2021"	233	Not Applicable	Not Applicable
	"Sanders County, MT"	"30089"	"2022 (provisional)"	"2022"	119	Not Applicable	Not Applicable
	"Sheridan County, MT"	"30091"	"2021"	"2021"	61	Not Applicable	Not Applicable
	"Sheridan County, MT"	"30091"	"2022 (provisional)"	"2022"	37	Not Applicable	Not Applicable
	"Silver Bow County, MT"	"30093"	"2021"	"2021"	536	Not Applicable	Not Applicable
	"Silver Bow County, MT"	"30093"	"2022 (provisional)"	"2022"	330	Not Applicable	Not Applicable
	"Stillwater County, MT"	"30095"	"2021"	"2021"	133	Not Applicable	Not Applicable
	"Stillwater County, MT"	"30095"	"2022 (provisional)"	"2022"	61	Not Applicable	Not Applicable
	"Sweet Grass County, MT"	"30097"	"2021"	"2021"	42	Not Applicable	Not Applicable
	"Sweet Grass County, MT"	"30097"	"2022 (provisional)"	"2022"	33	Not Applicable	Not Applicable
	"Teton County, MT"	"30099"	"2021"	"2021"	92	Not Applicable	Not Applicable
	"Teton County, MT"	"30099"	"2022 (provisional)"	"2022"	58	Not Applicable	Not Applicable
	"Toole County, MT"	"30101"	"2021"	"2021"	75	Not Applicable	Not Applicable
	"Toole County, MT"	"30101"	"2022 (provisional)"	"2022"	43	Not Applicable	Not Applicable
	"Treasure County, MT"	"30103"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Treasure County, MT"	"30103"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Valley County, MT"	"30105"	"2021"	"2021"	102	Not Applicable	Not Applicable
	"Valley County, MT"	"30105"	"2022 (provisional)"	"2022"	60	Not Applicable	Not Applicable
	"Wheatland County, MT"	"30107"	"2021"	"2021"	31	Not Applicable	Not Applicable
	"Wheatland County, MT"	"30107"	"2022 (provisional)"	"2022"	10	Not Applicable	Not Applicable
	"Wibaux County, MT"	"30109"	"2021"	"2021"	21	Not Applicable	Not Applicable
	"Wibaux County, MT"	"30109"	"2022 (provisional)"	"2022"	15	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"2021"	"2021"	1940	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"2022 (provisional)"	"2022"	1132	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"2021"	"2021"	367	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	"2022 (provisional)"	"2022"	240	Not Applicable	Not Applicable
	"Antelope County, NE"	"31003"	"2021"	"2021"	83	Not Applicable	Not Applicable
	"Antelope County, NE"	"31003"	"2022 (provisional)"	"2022"	47	Not Applicable	Not Applicable
	"Arthur County, NE"	"31005"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Arthur County, NE"	"31005"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Banner County, NE"	"31007"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Banner County, NE"	"31007"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Blaine County, NE"	"31009"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Blaine County, NE"	"31009"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Boone County, NE"	"31011"	"2021"	"2021"	82	Not Applicable	Not Applicable
	"Boone County, NE"	"31011"	"2022 (provisional)"	"2022"	51	Not Applicable	Not Applicable
	"Box Butte County, NE"	"31013"	"2021"	"2021"	130	Not Applicable	Not Applicable
	"Box Butte County, NE"	"31013"	"2022 (provisional)"	"2022"	96	Not Applicable	Not Applicable
	"Boyd County, NE"	"31015"	"2021"	"2021"	38	Not Applicable	Not Applicable
	"Boyd County, NE"	"31015"	"2022 (provisional)"	"2022"	22	Not Applicable	Not Applicable
	"Brown County, NE"	"31017"	"2021"	"2021"	50	Not Applicable	Not Applicable
	"Brown County, NE"	"31017"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Buffalo County, NE"	"31019"	"2021"	"2021"	424	Not Applicable	Not Applicable
	"Buffalo County, NE"	"31019"	"2022 (provisional)"	"2022"	297	Not Applicable	Not Applicable
	"Burt County, NE"	"31021"	"2021"	"2021"	73	Not Applicable	Not Applicable
	"Burt County, NE"	"31021"	"2022 (provisional)"	"2022"	64	Not Applicable	Not Applicable
	"Butler County, NE"	"31023"	"2021"	"2021"	109	Not Applicable	Not Applicable
	"Butler County, NE"	"31023"	"2022 (provisional)"	"2022"	66	Not Applicable	Not Applicable
	"Cass County, NE"	"31025"	"2021"	"2021"	268	Not Applicable	Not Applicable
	"Cass County, NE"	"31025"	"2022 (provisional)"	"2022"	163	Not Applicable	Not Applicable
	"Cedar County, NE"	"31027"	"2021"	"2021"	87	Not Applicable	Not Applicable
	"Cedar County, NE"	"31027"	"2022 (provisional)"	"2022"	80	Not Applicable	Not Applicable
	"Chase County, NE"	"31029"	"2021"	"2021"	60	Not Applicable	Not Applicable
	"Chase County, NE"	"31029"	"2022 (provisional)"	"2022"	38	Not Applicable	Not Applicable
	"Cherry County, NE"	"31031"	"2021"	"2021"	79	Not Applicable	Not Applicable
	"Cherry County, NE"	"31031"	"2022 (provisional)"	"2022"	32	Not Applicable	Not Applicable
	"Cheyenne County, NE"	"31033"	"2021"	"2021"	136	Not Applicable	Not Applicable
	"Cheyenne County, NE"	"31033"	"2022 (provisional)"	"2022"	85	Not Applicable	Not Applicable
	"Clay County, NE"	"31035"	"2021"	"2021"	83	Not Applicable	Not Applicable
	"Clay County, NE"	"31035"	"2022 (provisional)"	"2022"	48	Not Applicable	Not Applicable
	"Colfax County, NE"	"31037"	"2021"	"2021"	65	Not Applicable	Not Applicable
	"Colfax County, NE"	"31037"	"2022 (provisional)"	"2022"	48	Not Applicable	Not Applicable
	"Cuming County, NE"	"31039"	"2021"	"2021"	121	Not Applicable	Not Applicable
	"Cuming County, NE"	"31039"	"2022 (provisional)"	"2022"	64	Not Applicable	Not Applicable
	"Custer County, NE"	"31041"	"2021"	"2021"	144	Not Applicable	Not Applicable
	"Custer County, NE"	"31041"	"2022 (provisional)"	"2022"	81	Not Applicable	Not Applicable
	"Dakota County, NE"	"31043"	"2021"	"2021"	157	Not Applicable	Not Applicable
	"Dakota County, NE"	"31043"	"2022 (provisional)"	"2022"	134	Not Applicable	Not Applicable
	"Dawes County, NE"	"31045"	"2021"	"2021"	107	Not Applicable	Not Applicable
	"Dawes County, NE"	"31045"	"2022 (provisional)"	"2022"	72	Not Applicable	Not Applicable
	"Dawson County, NE"	"31047"	"2021"	"2021"	241	Not Applicable	Not Applicable
	"Dawson County, NE"	"31047"	"2022 (provisional)"	"2022"	167	Not Applicable	Not Applicable
	"Deuel County, NE"	"31049"	"2021"	"2021"	35	Not Applicable	Not Applicable
	"Deuel County, NE"	"31049"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Dixon County, NE"	"31051"	"2021"	"2021"	64	Not Applicable	Not Applicable
	"Dixon County, NE"	"31051"	"2022 (provisional)"	"2022"	37	Not Applicable	Not Applicable
	"Dodge County, NE"	"31053"	"2021"	"2021"	488	Not Applicable	Not Applicable
	"Dodge County, NE"	"31053"	"2022 (provisional)"	"2022"	274	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"2021"	"2021"	4700	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"2022 (provisional)"	"2022"	3076	Not Applicable	Not Applicable
	"Dundy County, NE"	"31057"	"2021"	"2021"	26	Not Applicable	Not Applicable
	"Dundy County, NE"	"31057"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Fillmore County, NE"	"31059"	"2021"	"2021"	82	Not Applicable	Not Applicable
	"Fillmore County, NE"	"31059"	"2022 (provisional)"	"2022"	57	Not Applicable	Not Applicable
	"Franklin County, NE"	"31061"	"2021"	"2021"	65	Not Applicable	Not Applicable
	"Franklin County, NE"	"31061"	"2022 (provisional)"	"2022"	37	Not Applicable	Not Applicable
	"Frontier County, NE"	"31063"	"2021"	"2021"	32	Not Applicable	Not Applicable
	"Frontier County, NE"	"31063"	"2022 (provisional)"	"2022"	20	Not Applicable	Not Applicable
	"Furnas County, NE"	"31065"	"2021"	"2021"	79	Not Applicable	Not Applicable
	"Furnas County, NE"	"31065"	"2022 (provisional)"	"2022"	33	Not Applicable	Not Applicable
	"Gage County, NE"	"31067"	"2021"	"2021"	331	Not Applicable	Not Applicable
	"Gage County, NE"	"31067"	"2022 (provisional)"	"2022"	232	Not Applicable	Not Applicable
	"Garden County, NE"	"31069"	"2021"	"2021"	36	Not Applicable	Not Applicable
	"Garden County, NE"	"31069"	"2022 (provisional)"	"2022"	22	Not Applicable	Not Applicable
	"Garfield County, NE"	"31071"	"2021"	"2021"	40	Not Applicable	Not Applicable
	"Garfield County, NE"	"31071"	"2022 (provisional)"	"2022"	29	Not Applicable	Not Applicable
	"Gosper County, NE"	"31073"	"2021"	"2021"	22	Not Applicable	Not Applicable
	"Gosper County, NE"	"31073"	"2022 (provisional)"	"2022"	21	Not Applicable	Not Applicable
	"Grant County, NE"	"31075"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Grant County, NE"	"31075"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Greeley County, NE"	"31077"	"2021"	"2021"	28	Not Applicable	Not Applicable
	"Greeley County, NE"	"31077"	"2022 (provisional)"	"2022"	16	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	"2021"	"2021"	627	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	"2022 (provisional)"	"2022"	390	Not Applicable	Not Applicable
	"Hamilton County, NE"	"31081"	"2021"	"2021"	112	Not Applicable	Not Applicable
	"Hamilton County, NE"	"31081"	"2022 (provisional)"	"2022"	61	Not Applicable	Not Applicable
	"Harlan County, NE"	"31083"	"2021"	"2021"	62	Not Applicable	Not Applicable
	"Harlan County, NE"	"31083"	"2022 (provisional)"	"2022"	38	Not Applicable	Not Applicable
	"Hayes County, NE"	"31085"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Hayes County, NE"	"31085"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Hitchcock County, NE"	"31087"	"2021"	"2021"	45	Not Applicable	Not Applicable
	"Hitchcock County, NE"	"31087"	"2022 (provisional)"	"2022"	32	Not Applicable	Not Applicable
	"Holt County, NE"	"31089"	"2021"	"2021"	126	Not Applicable	Not Applicable
	"Holt County, NE"	"31089"	"2022 (provisional)"	"2022"	83	Not Applicable	Not Applicable
	"Hooker County, NE"	"31091"	"2021"	"2021"	15	Not Applicable	Not Applicable
	"Hooker County, NE"	"31091"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Howard County, NE"	"31093"	"2021"	"2021"	93	Not Applicable	Not Applicable
	"Howard County, NE"	"31093"	"2022 (provisional)"	"2022"	44	Not Applicable	Not Applicable
	"Jefferson County, NE"	"31095"	"2021"	"2021"	123	Not Applicable	Not Applicable
	"Jefferson County, NE"	"31095"	"2022 (provisional)"	"2022"	78	Not Applicable	Not Applicable
	"Johnson County, NE"	"31097"	"2021"	"2021"	67	Not Applicable	Not Applicable
	"Johnson County, NE"	"31097"	"2022 (provisional)"	"2022"	39	Not Applicable	Not Applicable
	"Kearney County, NE"	"31099"	"2021"	"2021"	63	Not Applicable	Not Applicable
	"Kearney County, NE"	"31099"	"2022 (provisional)"	"2022"	61	Not Applicable	Not Applicable
	"Keith County, NE"	"31101"	"2021"	"2021"	133	Not Applicable	Not Applicable
	"Keith County, NE"	"31101"	"2022 (provisional)"	"2022"	86	Not Applicable	Not Applicable
	"Keya Paha County, NE"	"31103"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Keya Paha County, NE"	"31103"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Kimball County, NE"	"31105"	"2021"	"2021"	50	Not Applicable	Not Applicable
	"Kimball County, NE"	"31105"	"2022 (provisional)"	"2022"	29	Not Applicable	Not Applicable
	"Knox County, NE"	"31107"	"2021"	"2021"	122	Not Applicable	Not Applicable
	"Knox County, NE"	"31107"	"2022 (provisional)"	"2022"	81	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"2021"	"2021"	2552	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"2022 (provisional)"	"2022"	1732	Not Applicable	Not Applicable
	"Lincoln County, NE"	"31111"	"2021"	"2021"	501	Not Applicable	Not Applicable
	"Lincoln County, NE"	"31111"	"2022 (provisional)"	"2022"	322	Not Applicable	Not Applicable
	"Logan County, NE"	"31113"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Logan County, NE"	"31113"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Loup County, NE"	"31115"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Loup County, NE"	"31115"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"McPherson County, NE"	"31117"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"McPherson County, NE"	"31117"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Madison County, NE"	"31119"	"2021"	"2021"	357	Not Applicable	Not Applicable
	"Madison County, NE"	"31119"	"2022 (provisional)"	"2022"	254	Not Applicable	Not Applicable
	"Merrick County, NE"	"31121"	"2021"	"2021"	96	Not Applicable	Not Applicable
	"Merrick County, NE"	"31121"	"2022 (provisional)"	"2022"	68	Not Applicable	Not Applicable
	"Morrill County, NE"	"31123"	"2021"	"2021"	73	Not Applicable	Not Applicable
	"Morrill County, NE"	"31123"	"2022 (provisional)"	"2022"	47	Not Applicable	Not Applicable
	"Nance County, NE"	"31125"	"2021"	"2021"	49	Not Applicable	Not Applicable
	"Nance County, NE"	"31125"	"2022 (provisional)"	"2022"	48	Not Applicable	Not Applicable
	"Nemaha County, NE"	"31127"	"2021"	"2021"	90	Not Applicable	Not Applicable
	"Nemaha County, NE"	"31127"	"2022 (provisional)"	"2022"	70	Not Applicable	Not Applicable
	"Nuckolls County, NE"	"31129"	"2021"	"2021"	62	Not Applicable	Not Applicable
	"Nuckolls County, NE"	"31129"	"2022 (provisional)"	"2022"	30	Not Applicable	Not Applicable
	"Otoe County, NE"	"31131"	"2021"	"2021"	193	Not Applicable	Not Applicable
	"Otoe County, NE"	"31131"	"2022 (provisional)"	"2022"	138	Not Applicable	Not Applicable
	"Pawnee County, NE"	"31133"	"2021"	"2021"	41	Not Applicable	Not Applicable
	"Pawnee County, NE"	"31133"	"2022 (provisional)"	"2022"	34	Not Applicable	Not Applicable
	"Perkins County, NE"	"31135"	"2021"	"2021"	36	Not Applicable	Not Applicable
	"Perkins County, NE"	"31135"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Phelps County, NE"	"31137"	"2021"	"2021"	141	Not Applicable	Not Applicable
	"Phelps County, NE"	"31137"	"2022 (provisional)"	"2022"	51	Not Applicable	Not Applicable
	"Pierce County, NE"	"31139"	"2021"	"2021"	82	Not Applicable	Not Applicable
	"Pierce County, NE"	"31139"	"2022 (provisional)"	"2022"	48	Not Applicable	Not Applicable
	"Platte County, NE"	"31141"	"2021"	"2021"	344	Not Applicable	Not Applicable
	"Platte County, NE"	"31141"	"2022 (provisional)"	"2022"	202	Not Applicable	Not Applicable
	"Polk County, NE"	"31143"	"2021"	"2021"	63	Not Applicable	Not Applicable
	"Polk County, NE"	"31143"	"2022 (provisional)"	"2022"	49	Not Applicable	Not Applicable
	"Red Willow County, NE"	"31145"	"2021"	"2021"	171	Not Applicable	Not Applicable
	"Red Willow County, NE"	"31145"	"2022 (provisional)"	"2022"	97	Not Applicable	Not Applicable
	"Richardson County, NE"	"31147"	"2021"	"2021"	131	Not Applicable	Not Applicable
	"Richardson County, NE"	"31147"	"2022 (provisional)"	"2022"	75	Not Applicable	Not Applicable
	"Rock County, NE"	"31149"	"2021"	"2021"	24	Not Applicable	Not Applicable
	"Rock County, NE"	"31149"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Saline County, NE"	"31151"	"2021"	"2021"	133	Not Applicable	Not Applicable
	"Saline County, NE"	"31151"	"2022 (provisional)"	"2022"	83	Not Applicable	Not Applicable
	"Sarpy County, NE"	"31153"	"2021"	"2021"	1298	Not Applicable	Not Applicable
	"Sarpy County, NE"	"31153"	"2022 (provisional)"	"2022"	881	Not Applicable	Not Applicable
	"Saunders County, NE"	"31155"	"2021"	"2021"	252	Not Applicable	Not Applicable
	"Saunders County, NE"	"31155"	"2022 (provisional)"	"2022"	155	Not Applicable	Not Applicable
	"Scotts Bluff County, NE"	"31157"	"2021"	"2021"	465	Not Applicable	Not Applicable
	"Scotts Bluff County, NE"	"31157"	"2022 (provisional)"	"2022"	276	Not Applicable	Not Applicable
	"Seward County, NE"	"31159"	"2021"	"2021"	177	Not Applicable	Not Applicable
	"Seward County, NE"	"31159"	"2022 (provisional)"	"2022"	142	Not Applicable	Not Applicable
	"Sheridan County, NE"	"31161"	"2021"	"2021"	71	Not Applicable	Not Applicable
	"Sheridan County, NE"	"31161"	"2022 (provisional)"	"2022"	56	Not Applicable	Not Applicable
	"Sherman County, NE"	"31163"	"2021"	"2021"	39	Not Applicable	Not Applicable
	"Sherman County, NE"	"31163"	"2022 (provisional)"	"2022"	30	Not Applicable	Not Applicable
	"Sioux County, NE"	"31165"	"2021"	"2021"	13	Not Applicable	Not Applicable
	"Sioux County, NE"	"31165"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Stanton County, NE"	"31167"	"2021"	"2021"	43	Not Applicable	Not Applicable
	"Stanton County, NE"	"31167"	"2022 (provisional)"	"2022"	32	Not Applicable	Not Applicable
	"Thayer County, NE"	"31169"	"2021"	"2021"	95	Not Applicable	Not Applicable
	"Thayer County, NE"	"31169"	"2022 (provisional)"	"2022"	53	Not Applicable	Not Applicable
	"Thomas County, NE"	"31171"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Thomas County, NE"	"31171"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Thurston County, NE"	"31173"	"2021"	"2021"	104	Not Applicable	Not Applicable
	"Thurston County, NE"	"31173"	"2022 (provisional)"	"2022"	63	Not Applicable	Not Applicable
	"Valley County, NE"	"31175"	"2021"	"2021"	73	Not Applicable	Not Applicable
	"Valley County, NE"	"31175"	"2022 (provisional)"	"2022"	30	Not Applicable	Not Applicable
	"Washington County, NE"	"31177"	"2021"	"2021"	201	Not Applicable	Not Applicable
	"Washington County, NE"	"31177"	"2022 (provisional)"	"2022"	126	Not Applicable	Not Applicable
	"Wayne County, NE"	"31179"	"2021"	"2021"	72	Not Applicable	Not Applicable
	"Wayne County, NE"	"31179"	"2022 (provisional)"	"2022"	48	Not Applicable	Not Applicable
	"Webster County, NE"	"31181"	"2021"	"2021"	64	Not Applicable	Not Applicable
	"Webster County, NE"	"31181"	"2022 (provisional)"	"2022"	36	Not Applicable	Not Applicable
	"Wheeler County, NE"	"31183"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Wheeler County, NE"	"31183"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"York County, NE"	"31185"	"2021"	"2021"	179	Not Applicable	Not Applicable
	"York County, NE"	"31185"	"2022 (provisional)"	"2022"	126	Not Applicable	Not Applicable
	"Churchill County, NV"	"32001"	"2021"	"2021"	388	Not Applicable	Not Applicable
	"Churchill County, NV"	"32001"	"2022 (provisional)"	"2022"	213	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"2021"	"2021"	22803	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	"2022 (provisional)"	"2022"	14348	Not Applicable	Not Applicable
	"Douglas County, NV"	"32005"	"2021"	"2021"	660	Not Applicable	Not Applicable
	"Douglas County, NV"	"32005"	"2022 (provisional)"	"2022"	468	Not Applicable	Not Applicable
	"Elko County, NV"	"32007"	"2021"	"2021"	511	Not Applicable	Not Applicable
	"Elko County, NV"	"32007"	"2022 (provisional)"	"2022"	328	Not Applicable	Not Applicable
	"Esmeralda County, NV"	"32009"	"2021"	"2021"	12	Not Applicable	Not Applicable
	"Esmeralda County, NV"	"32009"	"2022 (provisional)"	"2022"	13	Not Applicable	Not Applicable
	"Eureka County, NV"	"32011"	"2021"	"2021"	28	Not Applicable	Not Applicable
	"Eureka County, NV"	"32011"	"2022 (provisional)"	"2022"	24	Not Applicable	Not Applicable
	"Humboldt County, NV"	"32013"	"2021"	"2021"	206	Not Applicable	Not Applicable
	"Humboldt County, NV"	"32013"	"2022 (provisional)"	"2022"	114	Not Applicable	Not Applicable
	"Lander County, NV"	"32015"	"2021"	"2021"	71	Not Applicable	Not Applicable
	"Lander County, NV"	"32015"	"2022 (provisional)"	"2022"	38	Not Applicable	Not Applicable
	"Lincoln County, NV"	"32017"	"2021"	"2021"	68	Not Applicable	Not Applicable
	"Lincoln County, NV"	"32017"	"2022 (provisional)"	"2022"	57	Not Applicable	Not Applicable
	"Lyon County, NV"	"32019"	"2021"	"2021"	893	Not Applicable	Not Applicable
	"Lyon County, NV"	"32019"	"2022 (provisional)"	"2022"	548	Not Applicable	Not Applicable
	"Mineral County, NV"	"32021"	"2021"	"2021"	86	Not Applicable	Not Applicable
	"Mineral County, NV"	"32021"	"2022 (provisional)"	"2022"	60	Not Applicable	Not Applicable
	"Nye County, NV"	"32023"	"2021"	"2021"	1095	Not Applicable	Not Applicable
	"Nye County, NV"	"32023"	"2022 (provisional)"	"2022"	708	Not Applicable	Not Applicable
	"Pershing County, NV"	"32027"	"2021"	"2021"	87	Not Applicable	Not Applicable
	"Pershing County, NV"	"32027"	"2022 (provisional)"	"2022"	43	Not Applicable	Not Applicable
	"Storey County, NV"	"32029"	"2021"	"2021"	50	Not Applicable	Not Applicable
	"Storey County, NV"	"32029"	"2022 (provisional)"	"2022"	33	Not Applicable	Not Applicable
	"Washoe County, NV"	"32031"	"2021"	"2021"	4870	Not Applicable	Not Applicable
	"Washoe County, NV"	"32031"	"2022 (provisional)"	"2022"	3362	Not Applicable	Not Applicable
	"White Pine County, NV"	"32033"	"2021"	"2021"	107	Not Applicable	Not Applicable
	"White Pine County, NV"	"32033"	"2022 (provisional)"	"2022"	78	Not Applicable	Not Applicable
	"Carson City, NV"	"32510"	"2021"	"2021"	988	Not Applicable	Not Applicable
	"Carson City, NV"	"32510"	"2022 (provisional)"	"2022"	571	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"2021"	"2021"	823	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	"2022 (provisional)"	"2022"	576	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"2021"	"2021"	612	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	"2022 (provisional)"	"2022"	469	Not Applicable	Not Applicable
