"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Cook County, MN"	"27031"	"2016"	"2016"	53	5286	1002.6
	"Cook County, MN"	"27031"	"2017"	"2017"	60	5398	1111.5
	"Cook County, MN"	"27031"	"2018"	"2018"	49	5393	908.6
	"Cook County, MN"	"27031"	"2019"	"2019"	57	5463	1043.4
	"Cottonwood County, MN"	"27033"	"2015"	"2015"	136	11549	1177.6
	"Cottonwood County, MN"	"27033"	"2016"	"2016"	127	11470	1107.2
	"Cottonwood County, MN"	"27033"	"2017"	"2017"	145	11295	1283.8
	"Cottonwood County, MN"	"27033"	"2018"	"2018"	136	11277	1206.0
	"Cottonwood County, MN"	"27033"	"2019"	"2019"	158	11196	1411.2
	"Crow Wing County, MN"	"27035"	"2015"	"2015"	652	63428	1027.9
	"Crow Wing County, MN"	"27035"	"2016"	"2016"	707	63940	1105.7
	"Crow Wing County, MN"	"27035"	"2017"	"2017"	675	64424	1047.7
	"Crow Wing County, MN"	"27035"	"2018"	"2018"	725	64889	1117.3
	"Crow Wing County, MN"	"27035"	"2019"	"2019"	723	65055	1111.4
	"Dakota County, MN"	"27037"	"2015"	"2015"	2424	414686	584.5
	"Dakota County, MN"	"27037"	"2016"	"2016"	2558	417486	612.7
	"Dakota County, MN"	"27037"	"2017"	"2017"	2591	421751	614.3
	"Dakota County, MN"	"27037"	"2018"	"2018"	2684	425423	630.9
	"Dakota County, MN"	"27037"	"2019"	"2019"	2807	429021	654.3
	"Dodge County, MN"	"27039"	"2015"	"2015"	159	20364	780.8
	"Dodge County, MN"	"27039"	"2016"	"2016"	134	20506	653.5
	"Dodge County, MN"	"27039"	"2017"	"2017"	171	20762	823.6
	"Dodge County, MN"	"27039"	"2018"	"2018"	168	20822	806.8
	"Dodge County, MN"	"27039"	"2019"	"2019"	163	20934	778.6
	"Douglas County, MN"	"27041"	"2015"	"2015"	433	37075	1167.9
	"Douglas County, MN"	"27041"	"2016"	"2016"	441	37456	1177.4
	"Douglas County, MN"	"27041"	"2017"	"2017"	423	37575	1125.7
	"Douglas County, MN"	"27041"	"2018"	"2018"	441	37964	1161.6
	"Douglas County, MN"	"27041"	"2019"	"2019"	474	38141	1242.8
	"Faribault County, MN"	"27043"	"2015"	"2015"	190	14050	1352.3
	"Faribault County, MN"	"27043"	"2016"	"2016"	190	13935	1363.5
	"Faribault County, MN"	"27043"	"2017"	"2017"	185	13784	1342.1
	"Faribault County, MN"	"27043"	"2018"	"2018"	183	13758	1330.1
	"Faribault County, MN"	"27043"	"2019"	"2019"	173	13653	1267.1
	"Fillmore County, MN"	"27045"	"2015"	"2015"	241	20834	1156.8
	"Fillmore County, MN"	"27045"	"2016"	"2016"	228	21003	1085.6
	"Fillmore County, MN"	"27045"	"2017"	"2017"	228	20980	1086.7
	"Fillmore County, MN"	"27045"	"2018"	"2018"	255	21058	1210.9
	"Fillmore County, MN"	"27045"	"2019"	"2019"	227	21067	1077.5
	"Freeborn County, MN"	"27047"	"2015"	"2015"	370	30613	1208.6
	"Freeborn County, MN"	"27047"	"2016"	"2016"	366	30446	1202.1
	"Freeborn County, MN"	"27047"	"2017"	"2017"	377	30535	1234.6
	"Freeborn County, MN"	"27047"	"2018"	"2018"	373	30444	1225.2
	"Freeborn County, MN"	"27047"	"2019"	"2019"	346	30281	1142.6
	"Goodhue County, MN"	"27049"	"2015"	"2015"	480	46435	1033.7
	"Goodhue County, MN"	"27049"	"2016"	"2016"	463	46676	991.9
	"Goodhue County, MN"	"27049"	"2017"	"2017"	494	46304	1066.9
	"Goodhue County, MN"	"27049"	"2018"	"2018"	482	46403	1038.7
	"Goodhue County, MN"	"27049"	"2019"	"2019"	535	46340	1154.5
	"Grant County, MN"	"27051"	"2015"	"2015"	69	5903	1168.9
	"Grant County, MN"	"27051"	"2016"	"2016"	71	5956	1192.1
	"Grant County, MN"	"27051"	"2017"	"2017"	67	5941	1127.8
	"Grant County, MN"	"27051"	"2018"	"2018"	69	6021	1146.0
	"Grant County, MN"	"27051"	"2019"	"2019"	64	5972	1071.7
	"Hennepin County, MN"	"27053"	"2015"	"2015"	8545	1223149	698.6
	"Hennepin County, MN"	"27053"	"2016"	"2016"	8557	1232483	694.3
	"Hennepin County, MN"	"27053"	"2017"	"2017"	8888	1252024	709.9
	"Hennepin County, MN"	"27053"	"2018"	"2018"	8792	1259428	698.1
	"Hennepin County, MN"	"27053"	"2019"	"2019"	9017	1265843	712.3
	"Houston County, MN"	"27055"	"2015"	"2015"	207	18773	1102.6
	"Houston County, MN"	"27055"	"2016"	"2016"	163	18814	866.4
	"Houston County, MN"	"27055"	"2017"	"2017"	179	18660	959.3
	"Houston County, MN"	"27055"	"2018"	"2018"	202	18578	1087.3
	"Houston County, MN"	"27055"	"2019"	"2019"	192	18600	1032.3
	"Hubbard County, MN"	"27057"	"2015"	"2015"	187	20655	905.3
	"Hubbard County, MN"	"27057"	"2016"	"2016"	209	20718	1008.8
	"Hubbard County, MN"	"27057"	"2017"	"2017"	218	21018	1037.2
	"Hubbard County, MN"	"27057"	"2018"	"2018"	230	21332	1078.2
	"Hubbard County, MN"	"27057"	"2019"	"2019"	234	21491	1088.8
	"Isanti County, MN"	"27059"	"2015"	"2015"	286	38429	744.2
	"Isanti County, MN"	"27059"	"2016"	"2016"	334	39025	855.9
	"Isanti County, MN"	"27059"	"2017"	"2017"	322	39582	813.5
	"Isanti County, MN"	"27059"	"2018"	"2018"	345	39966	863.2
	"Isanti County, MN"	"27059"	"2019"	"2019"	347	40596	854.8
	"Itasca County, MN"	"27061"	"2015"	"2015"	569	45435	1252.3
	"Itasca County, MN"	"27061"	"2016"	"2016"	500	45242	1105.2
	"Itasca County, MN"	"27061"	"2017"	"2017"	503	45137	1114.4
	"Itasca County, MN"	"27061"	"2018"	"2018"	550	45108	1219.3
	"Itasca County, MN"	"27061"	"2019"	"2019"	508	45130	1125.6
	"Jackson County, MN"	"27063"	"2015"	"2015"	102	10079	1012.0
	"Jackson County, MN"	"27063"	"2016"	"2016"	106	9944	1066.0
	"Jackson County, MN"	"27063"	"2017"	"2017"	95	9946	955.2
	"Jackson County, MN"	"27063"	"2018"	"2018"	115	9911	1160.3
	"Jackson County, MN"	"27063"	"2019"	"2019"	115	9846	1168.0
	"Kanabec County, MN"	"27065"	"2015"	"2015"	155	15837	978.7
	"Kanabec County, MN"	"27065"	"2016"	"2016"	170	15830	1073.9
	"Kanabec County, MN"	"27065"	"2017"	"2017"	152	16024	948.6
	"Kanabec County, MN"	"27065"	"2018"	"2018"	120	16207	740.4
	"Kanabec County, MN"	"27065"	"2019"	"2019"	175	16337	1071.2
	"Kandiyohi County, MN"	"27067"	"2015"	"2015"	381	42542	895.6
	"Kandiyohi County, MN"	"27067"	"2016"	"2016"	380	42495	894.2
	"Kandiyohi County, MN"	"27067"	"2017"	"2017"	365	42743	853.9
	"Kandiyohi County, MN"	"27067"	"2018"	"2018"	437	42855	1019.7
	"Kandiyohi County, MN"	"27067"	"2019"	"2019"	389	43199	900.5
	"Kittson County, MN"	"27069"	"2015"	"2015"	58	4424	1311.0
	"Kittson County, MN"	"27069"	"2016"	"2016"	55	4333	1269.3
	"Kittson County, MN"	"27069"	"2017"	"2017"	77	4250	1811.8
	"Kittson County, MN"	"27069"	"2018"	"2018"	57	4248	1341.8
	"Kittson County, MN"	"27069"	"2019"	"2019"	60	4298	1396.0
	"Koochiching County, MN"	"27071"	"2015"	"2015"	160	12841	1246.0
	"Koochiching County, MN"	"27071"	"2016"	"2016"	157	12628	1243.3
	"Koochiching County, MN"	"27071"	"2017"	"2017"	122	12528	973.8
	"Koochiching County, MN"	"27071"	"2018"	"2018"	162	12440	1302.3
	"Koochiching County, MN"	"27071"	"2019"	"2019"	165	12229	1349.3
	"Lac qui Parle County, MN"	"27073"	"2015"	"2015"	84	6856	1225.2
	"Lac qui Parle County, MN"	"27073"	"2016"	"2016"	82	6715	1221.1
	"Lac qui Parle County, MN"	"27073"	"2017"	"2017"	88	6685	1316.4
	"Lac qui Parle County, MN"	"27073"	"2018"	"2018"	97	6658	1456.9
	"Lac qui Parle County, MN"	"27073"	"2019"	"2019"	78	6623	1177.7
	"Lake County, MN"	"27075"	"2015"	"2015"	145	10631	1363.9
	"Lake County, MN"	"27075"	"2016"	"2016"	136	10625	1280.0
	"Lake County, MN"	"27075"	"2017"	"2017"	148	10524	1406.3
	"Lake County, MN"	"27075"	"2018"	"2018"	159	10658	1491.8
	"Lake County, MN"	"27075"	"2019"	"2019"	117	10641	1099.5
	"Lake of the Woods County, MN"	"27077"	"2015"	"2015"	54	3923	1376.5
	"Lake of the Woods County, MN"	"27077"	"2016"	"2016"	41	3814	1075.0
	"Lake of the Woods County, MN"	"27077"	"2017"	"2017"	48	3744	1282.1
	"Lake of the Woods County, MN"	"27077"	"2018"	"2018"	38	3758	1011.2
	"Lake of the Woods County, MN"	"27077"	"2019"	"2019"	49	3740	1310.2
	"Le Sueur County, MN"	"27079"	"2015"	"2015"	232	27663	838.7
	"Le Sueur County, MN"	"27079"	"2016"	"2016"	233	27591	844.5
	"Le Sueur County, MN"	"27079"	"2017"	"2017"	228	28111	811.1
	"Le Sueur County, MN"	"27079"	"2018"	"2018"	224	28494	786.1
	"Le Sueur County, MN"	"27079"	"2019"	"2019"	263	28887	910.4
	"Lincoln County, MN"	"27081"	"2015"	"2015"	84	5771	1455.6
	"Lincoln County, MN"	"27081"	"2016"	"2016"	86	5783	1487.1
	"Lincoln County, MN"	"27081"	"2017"	"2017"	71	5678	1250.4
	"Lincoln County, MN"	"27081"	"2018"	"2018"	82	5673	1445.4
	"Lincoln County, MN"	"27081"	"2019"	"2019"	92	5639	1631.5
	"Lyon County, MN"	"27083"	"2015"	"2015"	250	25673	973.8
	"Lyon County, MN"	"27083"	"2016"	"2016"	232	25699	902.8
	"Lyon County, MN"	"27083"	"2017"	"2017"	215	25831	832.3
	"Lyon County, MN"	"27083"	"2018"	"2018"	215	25629	838.9
	"Lyon County, MN"	"27083"	"2019"	"2019"	231	25474	906.8
	"McLeod County, MN"	"27085"	"2015"	"2015"	339	35932	943.4
	"McLeod County, MN"	"27085"	"2016"	"2016"	359	35842	1001.6
	"McLeod County, MN"	"27085"	"2017"	"2017"	351	35884	978.2
	"McLeod County, MN"	"27085"	"2018"	"2018"	324	35873	903.2
	"McLeod County, MN"	"27085"	"2019"	"2019"	351	35893	977.9
	"Mahnomen County, MN"	"27087"	"2015"	"2015"	60	5457	1099.5
	"Mahnomen County, MN"	"27087"	"2016"	"2016"	59	5465	1079.6
	"Mahnomen County, MN"	"27087"	"2017"	"2017"	78	5596	1393.9
	"Mahnomen County, MN"	"27087"	"2018"	"2018"	70	5519	1268.3
	"Mahnomen County, MN"	"27087"	"2019"	"2019"	66	5527	1194.1
	"Marshall County, MN"	"27089"	"2015"	"2015"	89	9423	944.5
	"Marshall County, MN"	"27089"	"2016"	"2016"	78	9324	836.6
	"Marshall County, MN"	"27089"	"2017"	"2017"	83	9356	887.1
	"Marshall County, MN"	"27089"	"2018"	"2018"	81	9390	862.6
	"Marshall County, MN"	"27089"	"2019"	"2019"	98	9336	1049.7
	"Martin County, MN"	"27091"	"2015"	"2015"	275	20022	1373.5
	"Martin County, MN"	"27091"	"2016"	"2016"	246	19829	1240.6
	"Martin County, MN"	"27091"	"2017"	"2017"	270	19850	1360.2
	"Martin County, MN"	"27091"	"2018"	"2018"	243	19785	1228.2
	"Martin County, MN"	"27091"	"2019"	"2019"	245	19683	1244.7
	"Meeker County, MN"	"27093"	"2015"	"2015"	211	23102	913.3
	"Meeker County, MN"	"27093"	"2016"	"2016"	218	23110	943.3
	"Meeker County, MN"	"27093"	"2017"	"2017"	247	23131	1067.8
	"Meeker County, MN"	"27093"	"2018"	"2018"	240	23141	1037.1
	"Meeker County, MN"	"27093"	"2019"	"2019"	230	23222	990.4
	"Mille Lacs County, MN"	"27095"	"2015"	"2015"	292	25788	1132.3
	"Mille Lacs County, MN"	"27095"	"2016"	"2016"	334	25866	1291.3
	"Mille Lacs County, MN"	"27095"	"2017"	"2017"	281	25872	1086.1
	"Mille Lacs County, MN"	"27095"	"2018"	"2018"	297	26139	1136.2
	"Mille Lacs County, MN"	"27095"	"2019"	"2019"	319	26277	1214.0
	"Morrison County, MN"	"27097"	"2015"	"2015"	331	32775	1009.9
	"Morrison County, MN"	"27097"	"2016"	"2016"	310	32821	944.5
	"Morrison County, MN"	"27097"	"2017"	"2017"	285	33064	862.0
	"Morrison County, MN"	"27097"	"2018"	"2018"	362	33169	1091.4
	"Morrison County, MN"	"27097"	"2019"	"2019"	338	33386	1012.4
	"Mower County, MN"	"27099"	"2015"	"2015"	391	39116	999.6
	"Mower County, MN"	"27099"	"2016"	"2016"	419	39163	1069.9
	"Mower County, MN"	"27099"	"2017"	"2017"	443	39566	1119.6
	"Mower County, MN"	"27099"	"2018"	"2018"	402	40011	1004.7
	"Mower County, MN"	"27099"	"2019"	"2019"	433	40062	1080.8
	"Murray County, MN"	"27101"	"2015"	"2015"	105	8413	1248.1
	"Murray County, MN"	"27101"	"2016"	"2016"	89	8329	1068.6
	"Murray County, MN"	"27101"	"2017"	"2017"	113	8346	1353.9
	"Murray County, MN"	"27101"	"2018"	"2018"	89	8276	1075.4
	"Murray County, MN"	"27101"	"2019"	"2019"	93	8194	1135.0
	"Nicollet County, MN"	"27103"	"2015"	"2015"	231	33347	692.7
	"Nicollet County, MN"	"27103"	"2016"	"2016"	223	33575	664.2
	"Nicollet County, MN"	"27103"	"2017"	"2017"	239	33966	703.6
	"Nicollet County, MN"	"27103"	"2018"	"2018"	270	34220	789.0
	"Nicollet County, MN"	"27103"	"2019"	"2019"	298	34274	869.5
	"Nobles County, MN"	"27105"	"2015"	"2015"	151	21770	693.6
	"Nobles County, MN"	"27105"	"2016"	"2016"	167	21848	764.4
	"Nobles County, MN"	"27105"	"2017"	"2017"	189	21944	861.3
	"Nobles County, MN"	"27105"	"2018"	"2018"	203	21924	925.9
	"Nobles County, MN"	"27105"	"2019"	"2019"	182	21629	841.5
	"Norman County, MN"	"27107"	"2015"	"2015"	104	6678	1557.4
	"Norman County, MN"	"27107"	"2016"	"2016"	98	6579	1489.6
	"Norman County, MN"	"27107"	"2017"	"2017"	115	6597	1743.2
	"Norman County, MN"	"27107"	"2018"	"2018"	104	6475	1606.2
	"Norman County, MN"	"27107"	"2019"	"2019"	88	6375	1380.4
	"Olmsted County, MN"	"27109"	"2015"	"2015"	1021	151436	674.2
	"Olmsted County, MN"	"27109"	"2016"	"2016"	1078	153102	704.1
	"Olmsted County, MN"	"27109"	"2017"	"2017"	1058	154930	682.9
	"Olmsted County, MN"	"27109"	"2018"	"2018"	1186	156277	758.9
	"Olmsted County, MN"	"27109"	"2019"	"2019"	1082	158293	683.5
	"Otter Tail County, MN"	"27111"	"2015"	"2015"	679	57716	1176.5
	"Otter Tail County, MN"	"27111"	"2016"	"2016"	672	58085	1156.9
	"Otter Tail County, MN"	"27111"	"2017"	"2017"	656	58345	1124.3
	"Otter Tail County, MN"	"27111"	"2018"	"2018"	691	58812	1174.9
	"Otter Tail County, MN"	"27111"	"2019"	"2019"	670	58746	1140.5
	"Pennington County, MN"	"27113"	"2015"	"2015"	124	14219	872.1
	"Pennington County, MN"	"27113"	"2016"	"2016"	134	14235	941.3
	"Pennington County, MN"	"27113"	"2017"	"2017"	141	14238	990.3
	"Pennington County, MN"	"27113"	"2018"	"2018"	140	14178	987.4
	"Pennington County, MN"	"27113"	"2019"	"2019"	144	14119	1019.9
	"Pine County, MN"	"27115"	"2015"	"2015"	314	29069	1080.2
	"Pine County, MN"	"27115"	"2016"	"2016"	302	28874	1045.9
	"Pine County, MN"	"27115"	"2017"	"2017"	277	29203	948.5
	"Pine County, MN"	"27115"	"2018"	"2018"	288	29483	976.8
	"Pine County, MN"	"27115"	"2019"	"2019"	323	29579	1092.0
	"Pipestone County, MN"	"27117"	"2015"	"2015"	119	9271	1283.6
	"Pipestone County, MN"	"27117"	"2016"	"2016"	121	9202	1314.9
	"Pipestone County, MN"	"27117"	"2017"	"2017"	128	9087	1408.6
	"Pipestone County, MN"	"27117"	"2018"	"2018"	122	9047	1348.5
	"Pipestone County, MN"	"27117"	"2019"	"2019"	110	9126	1205.3
	"Polk County, MN"	"27119"	"2015"	"2015"	360	31533	1141.7
	"Polk County, MN"	"27119"	"2016"	"2016"	340	31660	1073.9
	"Polk County, MN"	"27119"	"2017"	"2017"	339	31619	1072.1
	"Polk County, MN"	"27119"	"2018"	"2018"	365	31529	1157.7
	"Polk County, MN"	"27119"	"2019"	"2019"	371	31364	1182.9
	"Pope County, MN"	"27121"	"2015"	"2015"	129	11041	1168.4
	"Pope County, MN"	"27121"	"2016"	"2016"	131	11049	1185.6
	"Pope County, MN"	"27121"	"2017"	"2017"	105	10970	957.2
	"Pope County, MN"	"27121"	"2018"	"2018"	137	11097	1234.6
	"Pope County, MN"	"27121"	"2019"	"2019"	140	11249	1244.6
	"Ramsey County, MN"	"27123"	"2015"	"2015"	4174	538133	775.6
	"Ramsey County, MN"	"27123"	"2016"	"2016"	4108	540649	759.8
	"Ramsey County, MN"	"27123"	"2017"	"2017"	4350	547974	793.8
	"Ramsey County, MN"	"27123"	"2018"	"2018"	4394	550210	798.6
	"Ramsey County, MN"	"27123"	"2019"	"2019"	4333	550321	787.4
	"Red Lake County, MN"	"27125"	"2015"	"2015"	28	4055	690.5
	"Red Lake County, MN"	"27125"	"2016"	"2016"	29	4007	723.7
	"Red Lake County, MN"	"27125"	"2017"	"2017"	32	4030	794.0
	"Red Lake County, MN"	"27125"	"2018"	"2018"	39	3999	975.2
	"Red Lake County, MN"	"27125"	"2019"	"2019"	36	4055	887.8
	"Redwood County, MN"	"27127"	"2015"	"2015"	175	15471	1131.1
	"Redwood County, MN"	"27127"	"2016"	"2016"	203	15263	1330.0
	"Redwood County, MN"	"27127"	"2017"	"2017"	199	15272	1303.0
	"Redwood County, MN"	"27127"	"2018"	"2018"	168	15249	1101.7
	"Redwood County, MN"	"27127"	"2019"	"2019"	175	15170	1153.6
	"Renville County, MN"	"27129"	"2015"	"2015"	195	14892	1309.4
	"Renville County, MN"	"27129"	"2016"	"2016"	189	14660	1289.2
	"Renville County, MN"	"27129"	"2017"	"2017"	175	14645	1194.9
	"Renville County, MN"	"27129"	"2018"	"2018"	166	14612	1136.1
	"Renville County, MN"	"27129"	"2019"	"2019"	185	14548	1271.7
	"Rice County, MN"	"27131"	"2015"	"2015"	448	65400	685.0
	"Rice County, MN"	"27131"	"2016"	"2016"	495	65622	754.3
	"Rice County, MN"	"27131"	"2017"	"2017"	575	65968	871.6
	"Rice County, MN"	"27131"	"2018"	"2018"	515	66523	774.2
	"Rice County, MN"	"27131"	"2019"	"2019"	531	66972	792.9
	"Rock County, MN"	"27133"	"2015"	"2015"	111	9600	1156.2
	"Rock County, MN"	"27133"	"2016"	"2016"	110	9564	1150.1
	"Rock County, MN"	"27133"	"2017"	"2017"	124	9490	1306.6
	"Rock County, MN"	"27133"	"2018"	"2018"	107	9414	1136.6
	"Rock County, MN"	"27133"	"2019"	"2019"	136	9315	1460.0
	"Roseau County, MN"	"27135"	"2015"	"2015"	139	15770	881.4
	"Roseau County, MN"	"27135"	"2016"	"2016"	136	15626	870.3
	"Roseau County, MN"	"27135"	"2017"	"2017"	142	15327	926.5
	"Roseau County, MN"	"27135"	"2018"	"2018"	126	15150	831.7
	"Roseau County, MN"	"27135"	"2019"	"2019"	152	15165	1002.3
	"St. Louis County, MN"	"27137"	"2015"	"2015"	2098	200431	1046.7
	"St. Louis County, MN"	"27137"	"2016"	"2016"	2094	199980	1047.1
	"St. Louis County, MN"	"27137"	"2017"	"2017"	2087	200000	1043.5
	"St. Louis County, MN"	"27137"	"2018"	"2018"	2136	199754	1069.3
	"St. Louis County, MN"	"27137"	"2019"	"2019"	2065	199070	1037.3
	"Scott County, MN"	"27139"	"2015"	"2015"	694	141660	489.9
	"Scott County, MN"	"27139"	"2016"	"2016"	721	143680	501.8
	"Scott County, MN"	"27139"	"2017"	"2017"	689	145827	472.5
	"Scott County, MN"	"27139"	"2018"	"2018"	686	147381	465.5
	"Scott County, MN"	"27139"	"2019"	"2019"	749	149013	502.6
	"Sherburne County, MN"	"27141"	"2015"	"2015"	532	91705	580.1
	"Sherburne County, MN"	"27141"	"2016"	"2016"	523	93528	559.2
	"Sherburne County, MN"	"27141"	"2017"	"2017"	567	94570	599.6
	"Sherburne County, MN"	"27141"	"2018"	"2018"	541	96036	563.3
	"Sherburne County, MN"	"27141"	"2019"	"2019"	590	97238	606.8
	"Sibley County, MN"	"27143"	"2015"	"2015"	154	14875	1035.3
	"Sibley County, MN"	"27143"	"2016"	"2016"	163	14827	1099.3
	"Sibley County, MN"	"27143"	"2017"	"2017"	127	14869	854.1
	"Sibley County, MN"	"27143"	"2018"	"2018"	147	15028	978.2
	"Sibley County, MN"	"27143"	"2019"	"2019"	136	14865	914.9
	"Stearns County, MN"	"27145"	"2015"	"2015"	1036	154708	669.6
	"Stearns County, MN"	"27145"	"2016"	"2016"	1026	155652	659.2
	"Stearns County, MN"	"27145"	"2017"	"2017"	1044	157822	661.5
	"Stearns County, MN"	"27145"	"2018"	"2018"	1121	159256	703.9
	"Stearns County, MN"	"27145"	"2019"	"2019"	1128	161075	700.3
	"Steele County, MN"	"27147"	"2015"	"2015"	296	36755	805.3
	"Steele County, MN"	"27147"	"2016"	"2016"	296	36805	804.2
	"Steele County, MN"	"27147"	"2017"	"2017"	353	36887	957.0
	"Steele County, MN"	"27147"	"2018"	"2018"	319	36803	866.8
	"Steele County, MN"	"27147"	"2019"	"2019"	315	36649	859.5
	"Stevens County, MN"	"27149"	"2015"	"2015"	78	9796	796.2
	"Stevens County, MN"	"27149"	"2016"	"2016"	79	9693	815.0
	"Stevens County, MN"	"27149"	"2017"	"2017"	84	9634	871.9
	"Stevens County, MN"	"27149"	"2018"	"2018"	83	9753	851.0
	"Stevens County, MN"	"27149"	"2019"	"2019"	99	9805	1009.7
	"Swift County, MN"	"27151"	"2015"	"2015"	119	9340	1274.1
	"Swift County, MN"	"27151"	"2016"	"2016"	117	9419	1242.2
	"Swift County, MN"	"27151"	"2017"	"2017"	137	9407	1456.4
	"Swift County, MN"	"27151"	"2018"	"2018"	113	9345	1209.2
	"Swift County, MN"	"27151"	"2019"	"2019"	112	9266	1208.7
	"Todd County, MN"	"27153"	"2015"	"2015"	231	24257	952.3
	"Todd County, MN"	"27153"	"2016"	"2016"	224	24233	924.4
	"Todd County, MN"	"27153"	"2017"	"2017"	195	24515	795.4
	"Todd County, MN"	"27153"	"2018"	"2018"	214	24582	870.6
	"Todd County, MN"	"27153"	"2019"	"2019"	216	24664	875.8
	"Traverse County, MN"	"27155"	"2015"	"2015"	56	3401	1646.6
	"Traverse County, MN"	"27155"	"2016"	"2016"	47	3356	1400.5
	"Traverse County, MN"	"27155"	"2017"	"2017"	58	3319	1747.5
	"Traverse County, MN"	"27155"	"2018"	"2018"	66	3308	1995.2
	"Traverse County, MN"	"27155"	"2019"	"2019"	60	3259	1841.1
	"Wabasha County, MN"	"27157"	"2015"	"2015"	206	21239	969.9
	"Wabasha County, MN"	"27157"	"2016"	"2016"	180	21273	846.1
	"Wabasha County, MN"	"27157"	"2017"	"2017"	196	21608	907.1
	"Wabasha County, MN"	"27157"	"2018"	"2018"	200	21645	924.0
	"Wabasha County, MN"	"27157"	"2019"	"2019"	199	21627	920.1
	"Wadena County, MN"	"27159"	"2015"	"2015"	218	13875	1571.2
	"Wadena County, MN"	"27159"	"2016"	"2016"	208	13761	1511.5
	"Wadena County, MN"	"27159"	"2017"	"2017"	218	13669	1594.8
	"Wadena County, MN"	"27159"	"2018"	"2018"	216	13773	1568.3
	"Wadena County, MN"	"27159"	"2019"	"2019"	198	13682	1447.2
	"Waseca County, MN"	"27161"	"2015"	"2015"	170	18989	895.3
	"Waseca County, MN"	"27161"	"2016"	"2016"	180	18911	951.8
	"Waseca County, MN"	"27161"	"2017"	"2017"	171	18787	910.2
	"Waseca County, MN"	"27161"	"2018"	"2018"	183	18691	979.1
	"Waseca County, MN"	"27161"	"2019"	"2019"	190	18612	1020.8
	"Washington County, MN"	"27163"	"2015"	"2015"	1555	251597	618.1
	"Washington County, MN"	"27163"	"2016"	"2016"	1611	253117	636.5
	"Washington County, MN"	"27163"	"2017"	"2017"	1708	256348	666.3
	"Washington County, MN"	"27163"	"2018"	"2018"	1708	259201	658.9
	"Washington County, MN"	"27163"	"2019"	"2019"	1747	262440	665.7
	"Watonwan County, MN"	"27165"	"2015"	"2015"	131	10952	1196.1
	"Watonwan County, MN"	"27165"	"2016"	"2016"	104	10908	953.4
	"Watonwan County, MN"	"27165"	"2017"	"2017"	125	10840	1153.1
	"Watonwan County, MN"	"27165"	"2018"	"2018"	128	10980	1165.8
	"Watonwan County, MN"	"27165"	"2019"	"2019"	115	10897	1055.3
	"Wilkin County, MN"	"27167"	"2015"	"2015"	89	6396	1391.5
	"Wilkin County, MN"	"27167"	"2016"	"2016"	75	6358	1179.6
	"Wilkin County, MN"	"27167"	"2017"	"2017"	80	6324	1265.0
	"Wilkin County, MN"	"27167"	"2018"	"2018"	89	6254	1423.1
	"Wilkin County, MN"	"27167"	"2019"	"2019"	83	6207	1337.2
	"Winona County, MN"	"27169"	"2015"	"2015"	462	50885	907.9
	"Winona County, MN"	"27169"	"2016"	"2016"	430	50948	844.0
	"Winona County, MN"	"27169"	"2017"	"2017"	444	50873	872.8
	"Winona County, MN"	"27169"	"2018"	"2018"	426	50825	838.2
	"Winona County, MN"	"27169"	"2019"	"2019"	428	50484	847.8
	"Wright County, MN"	"27171"	"2015"	"2015"	714	131311	543.7
	"Wright County, MN"	"27171"	"2016"	"2016"	835	132550	630.0
	"Wright County, MN"	"27171"	"2017"	"2017"	853	134286	635.2
	"Wright County, MN"	"27171"	"2018"	"2018"	813	136349	596.3
	"Wright County, MN"	"27171"	"2019"	"2019"	918	138377	663.4
	"Yellow Medicine County, MN"	"27173"	"2015"	"2015"	116	9875	1174.7
	"Yellow Medicine County, MN"	"27173"	"2016"	"2016"	120	9935	1207.9
	"Yellow Medicine County, MN"	"27173"	"2017"	"2017"	112	9867	1135.1
	"Yellow Medicine County, MN"	"27173"	"2018"	"2018"	93	9795	949.5
	"Yellow Medicine County, MN"	"27173"	"2019"	"2019"	109	9709	1122.7
	"Adams County, MS"	"28001"	"2015"	"2015"	393	31254	1257.4
	"Adams County, MS"	"28001"	"2016"	"2016"	416	31248	1331.3
	"Adams County, MS"	"28001"	"2017"	"2017"	398	31003	1283.7
	"Adams County, MS"	"28001"	"2018"	"2018"	445	31192	1426.6
	"Adams County, MS"	"28001"	"2019"	"2019"	428	30693	1394.5
	"Alcorn County, MS"	"28003"	"2015"	"2015"	483	37388	1291.9
	"Alcorn County, MS"	"28003"	"2016"	"2016"	472	37304	1265.3
	"Alcorn County, MS"	"28003"	"2017"	"2017"	475	37210	1276.5
	"Alcorn County, MS"	"28003"	"2018"	"2018"	469	36925	1270.1
	"Alcorn County, MS"	"28003"	"2019"	"2019"	489	36953	1323.3
	"Amite County, MS"	"28005"	"2015"	"2015"	173	12574	1375.9
	"Amite County, MS"	"28005"	"2016"	"2016"	171	12458	1372.6
	"Amite County, MS"	"28005"	"2017"	"2017"	157	12447	1261.3
	"Amite County, MS"	"28005"	"2018"	"2018"	160	12326	1298.1
	"Amite County, MS"	"28005"	"2019"	"2019"	167	12297	1358.1
	"Attala County, MS"	"28007"	"2015"	"2015"	309	19043	1622.6
	"Attala County, MS"	"28007"	"2016"	"2016"	297	18934	1568.6
	"Attala County, MS"	"28007"	"2017"	"2017"	245	18477	1326.0
