"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Montana"	"30"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Apr., 2020"	"2020/04"	14	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"May, 2020"	"2020/05"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Jun., 2020"	"2020/06"	Suppressed	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Jul., 2020"	"2020/07"	36	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Aug., 2020"	"2020/08"	47	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Sep., 2020"	"2020/09"	80	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Oct., 2020"	"2020/10"	253	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Nov., 2020"	"2020/11"	357	Not Applicable	Not Applicable
	"Montana"	"30"	"2020"	"2020"	"Dec., 2020"	"2020/12"	321	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Jan., 2021"	"2021/01"	152	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Feb., 2021"	"2021/02"	58	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Mar., 2021"	"2021/03"	52	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Apr., 2021"	"2021/04"	20	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"May, 2021"	"2021/05"	25	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Jun., 2021"	"2021/06"	31	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Jul., 2021"	"2021/07"	38	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Aug., 2021"	"2021/08"	125	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Sep., 2021"	"2021/09"	255	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Oct., 2021"	"2021/10"	413	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Nov., 2021"	"2021/11"	292	Not Applicable	Not Applicable
	"Montana"	"30"	"2021"	"2021"	"Dec., 2021"	"2021/12"	115	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	128	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	144	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	49	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	18	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	35	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	26	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	22	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	25	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	25	Not Applicable	Not Applicable
	"Montana"	"30"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	20	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Apr., 2020"	"2020/04"	78	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"May, 2020"	"2020/05"	130	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Jun., 2020"	"2020/06"	92	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Jul., 2020"	"2020/07"	43	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Aug., 2020"	"2020/08"	90	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Sep., 2020"	"2020/09"	101	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Oct., 2020"	"2020/10"	246	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Nov., 2020"	"2020/11"	709	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2020"	"2020"	"Dec., 2020"	"2020/12"	548	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Jan., 2021"	"2021/01"	291	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Feb., 2021"	"2021/02"	90	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Mar., 2021"	"2021/03"	49	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Apr., 2021"	"2021/04"	49	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"May, 2021"	"2021/05"	35	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Jun., 2021"	"2021/06"	12	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Jul., 2021"	"2021/07"	38	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Aug., 2021"	"2021/08"	124	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Sep., 2021"	"2021/09"	158	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Oct., 2021"	"2021/10"	212	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Nov., 2021"	"2021/11"	235	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2021"	"2021"	"Dec., 2021"	"2021/12"	301	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	306	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	196	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	55	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	17	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	16	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	18	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	38	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	36	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	34	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	22	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	50	Not Applicable	Not Applicable
	"Nebraska"	"31"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	77	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Mar., 2020"	"2020/03"	33	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Apr., 2020"	"2020/04"	212	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"May, 2020"	"2020/05"	142	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Jun., 2020"	"2020/06"	79	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Jul., 2020"	"2020/07"	351	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Aug., 2020"	"2020/08"	429	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Sep., 2020"	"2020/09"	193	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Oct., 2020"	"2020/10"	167	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Nov., 2020"	"2020/11"	477	Not Applicable	Not Applicable
	"Nevada"	"32"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1155	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Jan., 2021"	"2021/01"	1094	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Feb., 2021"	"2021/02"	485	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Mar., 2021"	"2021/03"	187	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Apr., 2021"	"2021/04"	131	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"May, 2021"	"2021/05"	99	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Jun., 2021"	"2021/06"	97	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Jul., 2021"	"2021/07"	355	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Aug., 2021"	"2021/08"	681	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Sep., 2021"	"2021/09"	669	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Oct., 2021"	"2021/10"	496	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Nov., 2021"	"2021/11"	423	Not Applicable	Not Applicable
	"Nevada"	"32"	"2021"	"2021"	"Dec., 2021"	"2021/12"	432	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	837	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	560	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	165	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	42	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	56	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	80	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	109	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	66	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	37	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	44	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	82	Not Applicable	Not Applicable
	"Nevada"	"32"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	120	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Apr., 2020"	"2020/04"	94	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"May, 2020"	"2020/05"	194	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Jun., 2020"	"2020/06"	91	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Jul., 2020"	"2020/07"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Aug., 2020"	"2020/08"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Sep., 2020"	"2020/09"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Oct., 2020"	"2020/10"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Nov., 2020"	"2020/11"	66	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2020"	"2020"	"Dec., 2020"	"2020/12"	248	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Jan., 2021"	"2021/01"	276	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Feb., 2021"	"2021/02"	84	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Mar., 2021"	"2021/03"	42	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Apr., 2021"	"2021/04"	35	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"May, 2021"	"2021/05"	40	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Jun., 2021"	"2021/06"	11	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Jul., 2021"	"2021/07"	10	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Aug., 2021"	"2021/08"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Sep., 2021"	"2021/09"	58	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Oct., 2021"	"2021/10"	94	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Nov., 2021"	"2021/11"	156	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2021"	"2021"	"Dec., 2021"	"2021/12"	269	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	227	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	104	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	35	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	Suppressed	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	29	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	26	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	22	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	24	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	29	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	43	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	35	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	32	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Mar., 2020"	"2020/03"	662	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Apr., 2020"	"2020/04"	8467	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"May, 2020"	"2020/05"	2970	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Jun., 2020"	"2020/06"	655	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Jul., 2020"	"2020/07"	233	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Aug., 2020"	"2020/08"	130	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Sep., 2020"	"2020/09"	118	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Oct., 2020"	"2020/10"	239	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Nov., 2020"	"2020/11"	823	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2020"	"2020"	"Dec., 2020"	"2020/12"	2200	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Jan., 2021"	"2021/01"	2198	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1269	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Mar., 2021"	"2021/03"	907	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Apr., 2021"	"2021/04"	919	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"May, 2021"	"2021/05"	441	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Jun., 2021"	"2021/06"	122	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Jul., 2021"	"2021/07"	100	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Aug., 2021"	"2021/08"	323	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Sep., 2021"	"2021/09"	513	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Oct., 2021"	"2021/10"	497	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Nov., 2021"	"2021/11"	329	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2021"	"2021"	"Dec., 2021"	"2021/12"	805	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	2551	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	665	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	149	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	113	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	186	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	140	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	173	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	189	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	149	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	165	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	197	Not Applicable	Not Applicable
	"New Jersey"	"34"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	268	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Feb., 2020"	"2020/02"	0	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Mar., 2020"	"2020/03"	Suppressed	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Apr., 2020"	"2020/04"	138	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"May, 2020"	"2020/05"	228	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Jun., 2020"	"2020/06"	117	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Jul., 2020"	"2020/07"	154	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Aug., 2020"	"2020/08"	98	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Sep., 2020"	"2020/09"	57	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Oct., 2020"	"2020/10"	184	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Nov., 2020"	"2020/11"	825	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2020"	"2020"	"Dec., 2020"	"2020/12"	1034	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Jan., 2021"	"2021/01"	654	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Feb., 2021"	"2021/02"	275	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Mar., 2021"	"2021/03"	127	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Apr., 2021"	"2021/04"	57	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"May, 2021"	"2021/05"	76	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Jun., 2021"	"2021/06"	52	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Jul., 2021"	"2021/07"	35	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Aug., 2021"	"2021/08"	227	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Sep., 2021"	"2021/09"	325	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Oct., 2021"	"2021/10"	335	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Nov., 2021"	"2021/11"	603	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2021"	"2021"	"Dec., 2021"	"2021/12"	736	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	651	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	337	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	119	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	36	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	37	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	67	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	80	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	53	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	50	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	40	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	78	Not Applicable	Not Applicable
	"New Mexico"	"35"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	116	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Jan., 2020"	"2020/01"	0	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Feb., 2020"	"2020/02"	Suppressed	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Mar., 2020"	"2020/03"	2707	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Apr., 2020"	"2020/04"	20969	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"May, 2020"	"2020/05"	5111	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Jun., 2020"	"2020/06"	928	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Jul., 2020"	"2020/07"	350	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Aug., 2020"	"2020/08"	201	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Sep., 2020"	"2020/09"	178	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Oct., 2020"	"2020/10"	380	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1121	Not Applicable	Not Applicable
	"New York"	"36"	"2020"	"2020"	"Dec., 2020"	"2020/12"	3788	Not Applicable	Not Applicable
	"New York"	"36"	"2021"	"2021"	"Jan., 2021"	"2021/01"	5915	Not Applicable	Not Applicable
	"New York"	"36"	"2021"	"2021"	"Feb., 2021"	"2021/02"	3768	Not Applicable	Not Applicable
	"New York"	"36"	"2021"	"2021"	"Mar., 2021"	"2021/03"	2476	Not Applicable	Not Applicable
	"New York"	"36"	"2021"	"2021"	"Apr., 2021"	"2021/04"	1779	Not Applicable	Not Applicable
	"New York"	"36"	"2021"	"2021"	"May, 2021"	"2021/05"	852	Not Applicable	Not Applicable
	"New York"	"36"	"2021"	"2021"	"Jun., 2021"	"2021/06"	302	Not Applicable	Not Applicable
	"New York"	"36"	"2021"	"2021"	"Jul., 2021"	"2021/07"	169	Not Applicable	Not Applicable
