"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Flathead County, MT"	"30029"	14	Not Applicable	Not Applicable
	"Gallatin County, MT"	"30031"	Suppressed	Not Applicable	Not Applicable
	"Garfield County, MT"	"30033"	0	Not Applicable	Not Applicable
	"Glacier County, MT"	"30035"	Suppressed	Not Applicable	Not Applicable
	"Golden Valley County, MT"	"30037"	0	Not Applicable	Not Applicable
	"Granite County, MT"	"30039"	0	Not Applicable	Not Applicable
	"Hill County, MT"	"30041"	0	Not Applicable	Not Applicable
	"Jefferson County, MT"	"30043"	Suppressed	Not Applicable	Not Applicable
	"Judith Basin County, MT"	"30045"	Suppressed	Not Applicable	Not Applicable
	"Lake County, MT"	"30047"	Suppressed	Not Applicable	Not Applicable
	"Lewis and Clark County, MT"	"30049"	Suppressed	Not Applicable	Not Applicable
	"Liberty County, MT"	"30051"	0	Not Applicable	Not Applicable
	"Lincoln County, MT"	"30053"	Suppressed	Not Applicable	Not Applicable
	"McCone County, MT"	"30055"	0	Not Applicable	Not Applicable
	"Madison County, MT"	"30057"	0	Not Applicable	Not Applicable
	"Meagher County, MT"	"30059"	0	Not Applicable	Not Applicable
	"Mineral County, MT"	"30061"	Suppressed	Not Applicable	Not Applicable
	"Missoula County, MT"	"30063"	Suppressed	Not Applicable	Not Applicable
	"Musselshell County, MT"	"30065"	0	Not Applicable	Not Applicable
	"Park County, MT"	"30067"	Suppressed	Not Applicable	Not Applicable
	"Petroleum County, MT"	"30069"	Suppressed	Not Applicable	Not Applicable
	"Phillips County, MT"	"30071"	Suppressed	Not Applicable	Not Applicable
	"Pondera County, MT"	"30073"	0	Not Applicable	Not Applicable
	"Powder River County, MT"	"30075"	0	Not Applicable	Not Applicable
	"Powell County, MT"	"30077"	Suppressed	Not Applicable	Not Applicable
	"Prairie County, MT"	"30079"	0	Not Applicable	Not Applicable
	"Ravalli County, MT"	"30081"	Suppressed	Not Applicable	Not Applicable
	"Richland County, MT"	"30083"	Suppressed	Not Applicable	Not Applicable
	"Roosevelt County, MT"	"30085"	Suppressed	Not Applicable	Not Applicable
	"Rosebud County, MT"	"30087"	0	Not Applicable	Not Applicable
	"Sanders County, MT"	"30089"	Suppressed	Not Applicable	Not Applicable
	"Sheridan County, MT"	"30091"	0	Not Applicable	Not Applicable
	"Silver Bow County, MT"	"30093"	Suppressed	Not Applicable	Not Applicable
	"Stillwater County, MT"	"30095"	Suppressed	Not Applicable	Not Applicable
	"Sweet Grass County, MT"	"30097"	0	Not Applicable	Not Applicable
	"Teton County, MT"	"30099"	Suppressed	Not Applicable	Not Applicable
	"Toole County, MT"	"30101"	Suppressed	Not Applicable	Not Applicable
	"Treasure County, MT"	"30103"	0	Not Applicable	Not Applicable
	"Valley County, MT"	"30105"	0	Not Applicable	Not Applicable
	"Wheatland County, MT"	"30107"	0	Not Applicable	Not Applicable
	"Wibaux County, MT"	"30109"	0	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	25	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	Suppressed	Not Applicable	Not Applicable
	"Antelope County, NE"	"31003"	Suppressed	Not Applicable	Not Applicable
	"Arthur County, NE"	"31005"	0	Not Applicable	Not Applicable
	"Banner County, NE"	"31007"	0	Not Applicable	Not Applicable
	"Blaine County, NE"	"31009"	0	Not Applicable	Not Applicable
	"Boone County, NE"	"31011"	Suppressed	Not Applicable	Not Applicable
	"Box Butte County, NE"	"31013"	Suppressed	Not Applicable	Not Applicable
	"Boyd County, NE"	"31015"	0	Not Applicable	Not Applicable
	"Brown County, NE"	"31017"	0	Not Applicable	Not Applicable
	"Buffalo County, NE"	"31019"	Suppressed	Not Applicable	Not Applicable
	"Burt County, NE"	"31021"	0	Not Applicable	Not Applicable
	"Butler County, NE"	"31023"	0	Not Applicable	Not Applicable
	"Cass County, NE"	"31025"	Suppressed	Not Applicable	Not Applicable
	"Cedar County, NE"	"31027"	0	Not Applicable	Not Applicable
	"Chase County, NE"	"31029"	0	Not Applicable	Not Applicable
	"Cherry County, NE"	"31031"	0	Not Applicable	Not Applicable
	"Cheyenne County, NE"	"31033"	Suppressed	Not Applicable	Not Applicable
	"Clay County, NE"	"31035"	Suppressed	Not Applicable	Not Applicable
	"Colfax County, NE"	"31037"	0	Not Applicable	Not Applicable
	"Cuming County, NE"	"31039"	Suppressed	Not Applicable	Not Applicable
	"Custer County, NE"	"31041"	Suppressed	Not Applicable	Not Applicable
	"Dakota County, NE"	"31043"	Suppressed	Not Applicable	Not Applicable
	"Dawes County, NE"	"31045"	Suppressed	Not Applicable	Not Applicable
	"Dawson County, NE"	"31047"	0	Not Applicable	Not Applicable
	"Deuel County, NE"	"31049"	0	Not Applicable	Not Applicable
	"Dixon County, NE"	"31051"	0	Not Applicable	Not Applicable
	"Dodge County, NE"	"31053"	Suppressed	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	41	Not Applicable	Not Applicable
	"Dundy County, NE"	"31057"	0	Not Applicable	Not Applicable
	"Fillmore County, NE"	"31059"	Suppressed	Not Applicable	Not Applicable
	"Franklin County, NE"	"31061"	0	Not Applicable	Not Applicable
	"Frontier County, NE"	"31063"	0	Not Applicable	Not Applicable
	"Furnas County, NE"	"31065"	Suppressed	Not Applicable	Not Applicable
	"Gage County, NE"	"31067"	Suppressed	Not Applicable	Not Applicable
	"Garden County, NE"	"31069"	Suppressed	Not Applicable	Not Applicable
	"Garfield County, NE"	"31071"	Suppressed	Not Applicable	Not Applicable
	"Gosper County, NE"	"31073"	Suppressed	Not Applicable	Not Applicable
	"Grant County, NE"	"31075"	0	Not Applicable	Not Applicable
	"Greeley County, NE"	"31077"	0	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	Suppressed	Not Applicable	Not Applicable
	"Hamilton County, NE"	"31081"	Suppressed	Not Applicable	Not Applicable
	"Harlan County, NE"	"31083"	0	Not Applicable	Not Applicable
	"Hayes County, NE"	"31085"	0	Not Applicable	Not Applicable
	"Hitchcock County, NE"	"31087"	Suppressed	Not Applicable	Not Applicable
	"Holt County, NE"	"31089"	Suppressed	Not Applicable	Not Applicable
	"Hooker County, NE"	"31091"	Suppressed	Not Applicable	Not Applicable
	"Howard County, NE"	"31093"	Suppressed	Not Applicable	Not Applicable
	"Jefferson County, NE"	"31095"	Suppressed	Not Applicable	Not Applicable
	"Johnson County, NE"	"31097"	0	Not Applicable	Not Applicable
	"Kearney County, NE"	"31099"	Suppressed	Not Applicable	Not Applicable
	"Keith County, NE"	"31101"	Suppressed	Not Applicable	Not Applicable
	"Keya Paha County, NE"	"31103"	0	Not Applicable	Not Applicable
	"Kimball County, NE"	"31105"	Suppressed	Not Applicable	Not Applicable
	"Knox County, NE"	"31107"	0	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	15	Not Applicable	Not Applicable
	"Lincoln County, NE"	"31111"	Suppressed	Not Applicable	Not Applicable
	"Logan County, NE"	"31113"	0	Not Applicable	Not Applicable
	"Loup County, NE"	"31115"	0	Not Applicable	Not Applicable
	"McPherson County, NE"	"31117"	0	Not Applicable	Not Applicable
	"Madison County, NE"	"31119"	Suppressed	Not Applicable	Not Applicable
	"Merrick County, NE"	"31121"	0	Not Applicable	Not Applicable
	"Morrill County, NE"	"31123"	Suppressed	Not Applicable	Not Applicable
	"Nance County, NE"	"31125"	Suppressed	Not Applicable	Not Applicable
	"Nemaha County, NE"	"31127"	Suppressed	Not Applicable	Not Applicable
	"Nuckolls County, NE"	"31129"	0	Not Applicable	Not Applicable
	"Otoe County, NE"	"31131"	Suppressed	Not Applicable	Not Applicable
	"Pawnee County, NE"	"31133"	0	Not Applicable	Not Applicable
	"Perkins County, NE"	"31135"	0	Not Applicable	Not Applicable
	"Phelps County, NE"	"31137"	Suppressed	Not Applicable	Not Applicable
	"Pierce County, NE"	"31139"	0	Not Applicable	Not Applicable
	"Platte County, NE"	"31141"	Suppressed	Not Applicable	Not Applicable
	"Polk County, NE"	"31143"	0	Not Applicable	Not Applicable
	"Red Willow County, NE"	"31145"	Suppressed	Not Applicable	Not Applicable
	"Richardson County, NE"	"31147"	Suppressed	Not Applicable	Not Applicable
	"Rock County, NE"	"31149"	0	Not Applicable	Not Applicable
	"Saline County, NE"	"31151"	Suppressed	Not Applicable	Not Applicable
	"Sarpy County, NE"	"31153"	17	Not Applicable	Not Applicable
	"Saunders County, NE"	"31155"	Suppressed	Not Applicable	Not Applicable
	"Scotts Bluff County, NE"	"31157"	Suppressed	Not Applicable	Not Applicable
	"Seward County, NE"	"31159"	Suppressed	Not Applicable	Not Applicable
	"Sheridan County, NE"	"31161"	0	Not Applicable	Not Applicable
	"Sherman County, NE"	"31163"	Suppressed	Not Applicable	Not Applicable
	"Sioux County, NE"	"31165"	0	Not Applicable	Not Applicable
	"Stanton County, NE"	"31167"	Suppressed	Not Applicable	Not Applicable
	"Thayer County, NE"	"31169"	Suppressed	Not Applicable	Not Applicable
	"Thomas County, NE"	"31171"	0	Not Applicable	Not Applicable
	"Thurston County, NE"	"31173"	Suppressed	Not Applicable	Not Applicable
	"Valley County, NE"	"31175"	0	Not Applicable	Not Applicable
	"Washington County, NE"	"31177"	Suppressed	Not Applicable	Not Applicable
	"Wayne County, NE"	"31179"	Suppressed	Not Applicable	Not Applicable
	"Webster County, NE"	"31181"	0	Not Applicable	Not Applicable
	"Wheeler County, NE"	"31183"	0	Not Applicable	Not Applicable
	"York County, NE"	"31185"	0	Not Applicable	Not Applicable
	"Churchill County, NV"	"32001"	Suppressed	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	381	Not Applicable	Not Applicable
	"Douglas County, NV"	"32005"	Suppressed	Not Applicable	Not Applicable
	"Elko County, NV"	"32007"	Suppressed	Not Applicable	Not Applicable
	"Esmeralda County, NV"	"32009"	0	Not Applicable	Not Applicable
	"Eureka County, NV"	"32011"	Suppressed	Not Applicable	Not Applicable
	"Humboldt County, NV"	"32013"	0	Not Applicable	Not Applicable
	"Lander County, NV"	"32015"	0	Not Applicable	Not Applicable
	"Lincoln County, NV"	"32017"	Suppressed	Not Applicable	Not Applicable
	"Lyon County, NV"	"32019"	14	Not Applicable	Not Applicable
	"Mineral County, NV"	"32021"	Suppressed	Not Applicable	Not Applicable
	"Nye County, NV"	"32023"	24	Not Applicable	Not Applicable
	"Pershing County, NV"	"32027"	Suppressed	Not Applicable	Not Applicable
	"Storey County, NV"	"32029"	Suppressed	Not Applicable	Not Applicable
	"Washoe County, NV"	"32031"	60	Not Applicable	Not Applicable
	"White Pine County, NV"	"32033"	Suppressed	Not Applicable	Not Applicable
	"Carson City, NV"	"32510"	10	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	12	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	Suppressed	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	12	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	13	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	10	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	35	Not Applicable	Not Applicable
	"Merrimack County, NH"	"33013"	17	Not Applicable	Not Applicable
	"Rockingham County, NH"	"33015"	28	Not Applicable	Not Applicable
	"Strafford County, NH"	"33017"	11	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	Suppressed	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	39	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	87	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	63	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	63	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	15	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	21	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	54	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	23	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	53	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	15	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	26	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	77	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	89	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	45	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	118	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	45	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	Suppressed	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	41	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	17	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	44	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	12	Not Applicable	Not Applicable
	"Bernalillo County, NM"	"35001"	118	Not Applicable	Not Applicable
	"Catron County, NM"	"35003"	Suppressed	Not Applicable	Not Applicable
	"Chaves County, NM"	"35005"	12	Not Applicable	Not Applicable
	"Cibola County, NM"	"35006"	Suppressed	Not Applicable	Not Applicable
	"Colfax County, NM"	"35007"	Suppressed	Not Applicable	Not Applicable
	"Curry County, NM"	"35009"	Suppressed	Not Applicable	Not Applicable
	"DeBaca County, NM"	"35011"	0	Not Applicable	Not Applicable
	"Dona Ana County, NM"	"35013"	40	Not Applicable	Not Applicable
	"Eddy County, NM"	"35015"	14	Not Applicable	Not Applicable
	"Grant County, NM"	"35017"	Suppressed	Not Applicable	Not Applicable
	"Guadalupe County, NM"	"35019"	0	Not Applicable	Not Applicable
	"Harding County, NM"	"35021"	0	Not Applicable	Not Applicable
	"Hidalgo County, NM"	"35023"	Suppressed	Not Applicable	Not Applicable
	"Lea County, NM"	"35025"	19	Not Applicable	Not Applicable
	"Lincoln County, NM"	"35027"	Suppressed	Not Applicable	Not Applicable
	"Los Alamos County, NM"	"35028"	Suppressed	Not Applicable	Not Applicable
	"Luna County, NM"	"35029"	11	Not Applicable	Not Applicable
	"McKinley County, NM"	"35031"	15	Not Applicable	Not Applicable
	"Mora County, NM"	"35033"	Suppressed	Not Applicable	Not Applicable
	"Otero County, NM"	"35035"	Suppressed	Not Applicable	Not Applicable
	"Quay County, NM"	"35037"	Suppressed	Not Applicable	Not Applicable
	"Rio Arriba County, NM"	"35039"	Suppressed	Not Applicable	Not Applicable
	"Roosevelt County, NM"	"35041"	Suppressed	Not Applicable	Not Applicable
	"Sandoval County, NM"	"35043"	17	Not Applicable	Not Applicable
	"San Juan County, NM"	"35045"	30	Not Applicable	Not Applicable
	"San Miguel County, NM"	"35047"	Suppressed	Not Applicable	Not Applicable
	"Santa Fe County, NM"	"35049"	36	Not Applicable	Not Applicable
	"Sierra County, NM"	"35051"	Suppressed	Not Applicable	Not Applicable
	"Socorro County, NM"	"35053"	Suppressed	Not Applicable	Not Applicable
	"Taos County, NM"	"35055"	Suppressed	Not Applicable	Not Applicable
	"Torrance County, NM"	"35057"	Suppressed	Not Applicable	Not Applicable
	"Union County, NM"	"35059"	0	Not Applicable	Not Applicable
	"Valencia County, NM"	"35061"	16	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	42	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	Suppressed	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	101	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	46	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	13	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	13	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	25	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	15	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	Suppressed	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	12	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	11	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	Suppressed	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	Suppressed	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	25	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	169	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	Suppressed	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	Suppressed	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	14	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	10	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	12	Not Applicable	Not Applicable
	"Hamilton County, NY"	"36041"	Suppressed	Not Applicable	Not Applicable
	"Herkimer County, NY"	"36043"	10	Not Applicable	Not Applicable
	"Jefferson County, NY"	"36045"	10	Not Applicable	Not Applicable
	"Kings County, NY"	"36047"	248	Not Applicable	Not Applicable
	"Lewis County, NY"	"36049"	Suppressed	Not Applicable	Not Applicable
	"Livingston County, NY"	"36051"	13	Not Applicable	Not Applicable
	"Madison County, NY"	"36053"	Suppressed	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	133	Not Applicable	Not Applicable
	"Montgomery County, NY"	"36057"	14	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	157	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	136	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	46	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	51	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	57	Not Applicable	Not Applicable
	"Ontario County, NY"	"36069"	18	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	55	Not Applicable	Not Applicable
	"Orleans County, NY"	"36073"	Suppressed	Not Applicable	Not Applicable
	"Oswego County, NY"	"36075"	18	Not Applicable	Not Applicable
	"Otsego County, NY"	"36077"	14	Not Applicable	Not Applicable
	"Putnam County, NY"	"36079"	Suppressed	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	221	Not Applicable	Not Applicable
	"Rensselaer County, NY"	"36083"	32	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	83	Not Applicable	Not Applicable
	"Rockland County, NY"	"36087"	39	Not Applicable	Not Applicable
	"St. Lawrence County, NY"	"36089"	28	Not Applicable	Not Applicable
	"Saratoga County, NY"	"36091"	43	Not Applicable	Not Applicable
	"Schenectady County, NY"	"36093"	33	Not Applicable	Not Applicable
	"Schoharie County, NY"	"36095"	Suppressed	Not Applicable	Not Applicable
	"Schuyler County, NY"	"36097"	Suppressed	Not Applicable	Not Applicable
	"Seneca County, NY"	"36099"	Suppressed	Not Applicable	Not Applicable
	"Steuben County, NY"	"36101"	21	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	199	Not Applicable	Not Applicable
	"Sullivan County, NY"	"36105"	11	Not Applicable	Not Applicable
	"Tioga County, NY"	"36107"	Suppressed	Not Applicable	Not Applicable
	"Tompkins County, NY"	"36109"	Suppressed	Not Applicable	Not Applicable
	"Ulster County, NY"	"36111"	22	Not Applicable	Not Applicable
	"Warren County, NY"	"36113"	Suppressed	Not Applicable	Not Applicable
	"Washington County, NY"	"36115"	16	Not Applicable	Not Applicable
	"Wayne County, NY"	"36117"	19	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	101	Not Applicable	Not Applicable
	"Wyoming County, NY"	"36121"	Suppressed	Not Applicable	Not Applicable
	"Yates County, NY"	"36123"	Suppressed	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	33	Not Applicable	Not Applicable
	"Alexander County, NC"	"37003"	Suppressed	Not Applicable	Not Applicable
	"Alleghany County, NC"	"37005"	Suppressed	Not Applicable	Not Applicable
	"Anson County, NC"	"37007"	Suppressed	Not Applicable	Not Applicable
	"Ashe County, NC"	"37009"	Suppressed	Not Applicable	Not Applicable
	"Avery County, NC"	"37011"	Suppressed	Not Applicable	Not Applicable
	"Beaufort County, NC"	"37013"	Suppressed	Not Applicable	Not Applicable
	"Bertie County, NC"	"37015"	Suppressed	Not Applicable	Not Applicable
	"Bladen County, NC"	"37017"	Suppressed	Not Applicable	Not Applicable
	"Brunswick County, NC"	"37019"	26	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	42	Not Applicable	Not Applicable
	"Burke County, NC"	"37023"	20	Not Applicable	Not Applicable
	"Cabarrus County, NC"	"37025"	29	Not Applicable	Not Applicable
	"Caldwell County, NC"	"37027"	21	Not Applicable	Not Applicable
	"Camden County, NC"	"37029"	Suppressed	Not Applicable	Not Applicable
	"Carteret County, NC"	"37031"	22	Not Applicable	Not Applicable
	"Caswell County, NC"	"37033"	Suppressed	Not Applicable	Not Applicable
	"Catawba County, NC"	"37035"	24	Not Applicable	Not Applicable
	"Chatham County, NC"	"37037"	Suppressed	Not Applicable	Not Applicable
	"Cherokee County, NC"	"37039"	Suppressed	Not Applicable	Not Applicable
	"Chowan County, NC"	"37041"	Suppressed	Not Applicable	Not Applicable
	"Clay County, NC"	"37043"	Suppressed	Not Applicable	Not Applicable
	"Cleveland County, NC"	"37045"	24	Not Applicable	Not Applicable
	"Columbus County, NC"	"37047"	Suppressed	Not Applicable	Not Applicable
	"Craven County, NC"	"37049"	17	Not Applicable	Not Applicable
	"Cumberland County, NC"	"37051"	42	Not Applicable	Not Applicable
	"Currituck County, NC"	"37053"	Suppressed	Not Applicable	Not Applicable
	"Dare County, NC"	"37055"	Suppressed	Not Applicable	Not Applicable
	"Davidson County, NC"	"37057"	26	Not Applicable	Not Applicable
	"Davie County, NC"	"37059"	10	Not Applicable	Not Applicable
	"Duplin County, NC"	"37061"	Suppressed	Not Applicable	Not Applicable
	"Durham County, NC"	"37063"	27	Not Applicable	Not Applicable
	"Edgecombe County, NC"	"37065"	Suppressed	Not Applicable	Not Applicable
	"Forsyth County, NC"	"37067"	45	Not Applicable	Not Applicable
	"Franklin County, NC"	"37069"	Suppressed	Not Applicable	Not Applicable
	"Gaston County, NC"	"37071"	57	Not Applicable	Not Applicable
	"Gates County, NC"	"37073"	Suppressed	Not Applicable	Not Applicable
	"Graham County, NC"	"37075"	Suppressed	Not Applicable	Not Applicable
	"Granville County, NC"	"37077"	Suppressed	Not Applicable	Not Applicable
	"Greene County, NC"	"37079"	Suppressed	Not Applicable	Not Applicable
	"Guilford County, NC"	"37081"	68	Not Applicable	Not Applicable
	"Halifax County, NC"	"37083"	10	Not Applicable	Not Applicable
	"Harnett County, NC"	"37085"	10	Not Applicable	Not Applicable
	"Haywood County, NC"	"37087"	19	Not Applicable	Not Applicable
	"Henderson County, NC"	"37089"	29	Not Applicable	Not Applicable
	"Hertford County, NC"	"37091"	Suppressed	Not Applicable	Not Applicable
	"Hoke County, NC"	"37093"	Suppressed	Not Applicable	Not Applicable
	"Hyde County, NC"	"37095"	Suppressed	Not Applicable	Not Applicable
	"Iredell County, NC"	"37097"	26	Not Applicable	Not Applicable
	"Jackson County, NC"	"37099"	Suppressed	Not Applicable	Not Applicable
	"Johnston County, NC"	"37101"	23	Not Applicable	Not Applicable
	"Jones County, NC"	"37103"	Suppressed	Not Applicable	Not Applicable
	"Lee County, NC"	"37105"	Suppressed	Not Applicable	Not Applicable
	"Lenoir County, NC"	"37107"	19	Not Applicable	Not Applicable
	"Lincoln County, NC"	"37109"	10	Not Applicable	Not Applicable
	"McDowell County, NC"	"37111"	Suppressed	Not Applicable	Not Applicable
	"Macon County, NC"	"37113"	15	Not Applicable	Not Applicable
	"Madison County, NC"	"37115"	Suppressed	Not Applicable	Not Applicable
	"Martin County, NC"	"37117"	Suppressed	Not Applicable	Not Applicable
	"Mecklenburg County, NC"	"37119"	72	Not Applicable	Not Applicable
	"Mitchell County, NC"	"37121"	Suppressed	Not Applicable	Not Applicable
	"Montgomery County, NC"	"37123"	Suppressed	Not Applicable	Not Applicable
	"Moore County, NC"	"37125"	17	Not Applicable	Not Applicable
	"Nash County, NC"	"37127"	16	Not Applicable	Not Applicable
	"New Hanover County, NC"	"37129"	32	Not Applicable	Not Applicable
	"Northampton County, NC"	"37131"	Suppressed	Not Applicable	Not Applicable
	"Onslow County, NC"	"37133"	29	Not Applicable	Not Applicable
	"Orange County, NC"	"37135"	Suppressed	Not Applicable	Not Applicable
	"Pamlico County, NC"	"37137"	Suppressed	Not Applicable	Not Applicable
	"Pasquotank County, NC"	"37139"	Suppressed	Not Applicable	Not Applicable
	"Pender County, NC"	"37141"	10	Not Applicable	Not Applicable
	"Perquimans County, NC"	"37143"	Suppressed	Not Applicable	Not Applicable
	"Person County, NC"	"37145"	Suppressed	Not Applicable	Not Applicable
	"Pitt County, NC"	"37147"	13	Not Applicable	Not Applicable
	"Polk County, NC"	"37149"	Suppressed	Not Applicable	Not Applicable
	"Randolph County, NC"	"37151"	27	Not Applicable	Not Applicable
	"Richmond County, NC"	"37153"	Suppressed	Not Applicable	Not Applicable
	"Robeson County, NC"	"37155"	27	Not Applicable	Not Applicable
	"Rockingham County, NC"	"37157"	18	Not Applicable	Not Applicable
	"Rowan County, NC"	"37159"	31	Not Applicable	Not Applicable
	"Rutherford County, NC"	"37161"	14	Not Applicable	Not Applicable
	"Sampson County, NC"	"37163"	Suppressed	Not Applicable	Not Applicable
	"Scotland County, NC"	"37165"	Suppressed	Not Applicable	Not Applicable
	"Stanly County, NC"	"37167"	18	Not Applicable	Not Applicable
	"Stokes County, NC"	"37169"	14	Not Applicable	Not Applicable
	"Surry County, NC"	"37171"	20	Not Applicable	Not Applicable
	"Swain County, NC"	"37173"	Suppressed	Not Applicable	Not Applicable
	"Transylvania County, NC"	"37175"	Suppressed	Not Applicable	Not Applicable
	"Tyrrell County, NC"	"37177"	Suppressed	Not Applicable	Not Applicable
	"Union County, NC"	"37179"	20	Not Applicable	Not Applicable
	"Vance County, NC"	"37181"	Suppressed	Not Applicable	Not Applicable
	"Wake County, NC"	"37183"	93	Not Applicable	Not Applicable
	"Warren County, NC"	"37185"	Suppressed	Not Applicable	Not Applicable
	"Washington County, NC"	"37187"	Suppressed	Not Applicable	Not Applicable
	"Watauga County, NC"	"37189"	Suppressed	Not Applicable	Not Applicable
	"Wayne County, NC"	"37191"	19	Not Applicable	Not Applicable
	"Wilkes County, NC"	"37193"	17	Not Applicable	Not Applicable
	"Wilson County, NC"	"37195"	13	Not Applicable	Not Applicable
	"Yadkin County, NC"	"37197"	16	Not Applicable	Not Applicable
	"Yancey County, NC"	"37199"	Suppressed	Not Applicable	Not Applicable
	"Adams County, ND"	"38001"	0	Not Applicable	Not Applicable
	"Barnes County, ND"	"38003"	Suppressed	Not Applicable	Not Applicable
	"Benson County, ND"	"38005"	Suppressed	Not Applicable	Not Applicable
	"Billings County, ND"	"38007"	0	Not Applicable	Not Applicable
	"Bottineau County, ND"	"38009"	Suppressed	Not Applicable	Not Applicable
	"Bowman County, ND"	"38011"	Suppressed	Not Applicable	Not Applicable
	"Burke County, ND"	"38013"	Suppressed	Not Applicable	Not Applicable
	"Burleigh County, ND"	"38015"	Suppressed	Not Applicable	Not Applicable
	"Cass County, ND"	"38017"	18	Not Applicable	Not Applicable
	"Cavalier County, ND"	"38019"	0	Not Applicable	Not Applicable
	"Dickey County, ND"	"38021"	Suppressed	Not Applicable	Not Applicable
	"Divide County, ND"	"38023"	Suppressed	Not Applicable	Not Applicable
	"Dunn County, ND"	"38025"	Suppressed	Not Applicable	Not Applicable
	"Eddy County, ND"	"38027"	0	Not Applicable	Not Applicable
	"Emmons County, ND"	"38029"	0	Not Applicable	Not Applicable
	"Foster County, ND"	"38031"	0	Not Applicable	Not Applicable
	"Golden Valley County, ND"	"38033"	0	Not Applicable	Not Applicable
	"Grand Forks County, ND"	"38035"	Suppressed	Not Applicable	Not Applicable
	"Grant County, ND"	"38037"	0	Not Applicable	Not Applicable
	"Griggs County, ND"	"38039"	0	Not Applicable	Not Applicable
	"Hettinger County, ND"	"38041"	Suppressed	Not Applicable	Not Applicable
