fips,state,county,metro,region,metroname,regionname
1001,AL,Autauga,3,6,Md/Sm metro,East South Central
1003,AL,Baldwin,3,6,Md/Sm metro,East South Central
1005,AL,Barbour,4,6,Nonmetro,East South Central
1007,AL,Bibb,2,10,Lg fringe metro,Appalachia
1009,AL,Blount,2,10,Lg fringe metro,Appalachia
1011,AL,Bullock,4,6,Nonmetro,East South Central
1013,AL,Butler,4,6,Nonmetro,East South Central
1015,AL,Calhoun,3,10,Md/Sm metro,Appalachia
1017,AL,Chambers,4,10,Nonmetro,Appalachia
1019,AL,Cherokee,4,10,Nonmetro,Appalachia
1021,AL,Chilton,2,10,Lg fringe metro,Appalachia
1023,AL,Choctaw,4,6,Nonmetro,East South Central
1025,AL,Clarke,4,6,Nonmetro,East South Central
1027,AL,Clay,4,10,Nonmetro,Appalachia
1029,AL,Cleburne,4,10,Nonmetro,Appalachia
1031,AL,Coffee,4,6,Nonmetro,East South Central
1033,AL,Colbert,3,10,Md/Sm metro,Appalachia
1035,AL,Conecuh,4,6,Nonmetro,East South Central
1037,AL,Coosa,4,10,Nonmetro,Appalachia
1039,AL,Covington,4,6,Nonmetro,East South Central
1041,AL,Crenshaw,4,6,Nonmetro,East South Central
1043,AL,Cullman,4,10,Nonmetro,Appalachia
1045,AL,Dale,4,6,Nonmetro,East South Central
1047,AL,Dallas,4,6,Nonmetro,East South Central
1049,AL,DeKalb,4,10,Nonmetro,Appalachia
1051,AL,Elmore,3,10,Md/Sm metro,Appalachia
1053,AL,Escambia,4,6,Nonmetro,East South Central
1055,AL,Etowah,3,10,Md/Sm metro,Appalachia
1057,AL,Fayette,4,10,Nonmetro,Appalachia
1059,AL,Franklin,4,10,Nonmetro,Appalachia
1061,AL,Geneva,3,6,Md/Sm metro,East South Central
1063,AL,Greene,4,6,Nonmetro,East South Central
1065,AL,Hale,3,10,Md/Sm metro,Appalachia
1067,AL,Henry,3,6,Md/Sm metro,East South Central
1069,AL,Houston,3,6,Md/Sm metro,East South Central
1071,AL,Jackson,4,10,Nonmetro,Appalachia
1073,AL,Jefferson,1,10,Lg central metro,Appalachia
1075,AL,Lamar,4,10,Nonmetro,Appalachia
1077,AL,Lauderdale,3,10,Md/Sm metro,Appalachia
1079,AL,Lawrence,3,10,Md/Sm metro,Appalachia
1081,AL,Lee,3,6,Md/Sm metro,East South Central
1083,AL,Limestone,3,10,Md/Sm metro,Appalachia
1085,AL,Lowndes,3,6,Md/Sm metro,East South Central
1087,AL,Macon,4,10,Nonmetro,Appalachia
1089,AL,Madison,3,10,Md/Sm metro,Appalachia
1091,AL,Marengo,4,6,Nonmetro,East South Central
1093,AL,Marion,4,10,Nonmetro,Appalachia
1095,AL,Marshall,4,10,Nonmetro,Appalachia
1097,AL,Mobile,3,6,Md/Sm metro,East South Central
1099,AL,Monroe,4,6,Nonmetro,East South Central
1101,AL,Montgomery,3,6,Md/Sm metro,East South Central
1103,AL,Morgan,3,10,Md/Sm metro,Appalachia
1105,AL,Perry,4,6,Nonmetro,East South Central
1107,AL,Pickens,3,10,Md/Sm metro,Appalachia
1109,AL,Pike,4,6,Nonmetro,East South Central
1111,AL,Randolph,4,10,Nonmetro,Appalachia
1113,AL,Russell,3,6,Md/Sm metro,East South Central
1115,AL,St. Clair,2,10,Lg fringe metro,Appalachia
1117,AL,Shelby,2,10,Lg fringe metro,Appalachia
1119,AL,Sumter,4,6,Nonmetro,East South Central
1121,AL,Talladega,4,10,Nonmetro,Appalachia
1123,AL,Tallapoosa,4,10,Nonmetro,Appalachia
1125,AL,Tuscaloosa,3,10,Md/Sm metro,Appalachia
1127,AL,Walker,2,10,Lg fringe metro,Appalachia
1129,AL,Washington,4,6,Nonmetro,East South Central
1131,AL,Wilcox,4,6,Nonmetro,East South Central
1133,AL,Winston,4,10,Nonmetro,Appalachia
2010,AK,Aleutian Islands Census Area/Aleutian East Borough/Aleutian West Census Area,4,9,Nonmetro,Pacific
2020,AK,Anchorage Municipality,3,9,Md/Sm metro,Pacific
2050,AK,Bethel Census Area,4,9,Nonmetro,Pacific
2060,AK,Bristol Bay Borough,4,9,Nonmetro,Pacific
2070,AK,Dillingham Census Area,4,9,Nonmetro,Pacific
2090,AK,Fairbanks North Star Borough,3,9,Md/Sm metro,Pacific
2100,AK,Haines Borough,4,9,Nonmetro,Pacific
2110,AK,Juneau City and Borough,4,9,Nonmetro,Pacific
2122,AK,Kenai Peninsula Borough,4,9,Nonmetro,Pacific
2140,AK,Kobuk Census Area/Northwest Arctic Borough,4,9,Nonmetro,Pacific
2150,AK,Kodiak Island Borough,4,9,Nonmetro,Pacific
2158,AK,Wade Hampton Census Area/Kusilvak Census Area,4,9,Nonmetro,Pacific
2170,AK,Matanuska-Susitna Borough,3,9,Md/Sm metro,Pacific
2180,AK,Nome Census Area,4,9,Nonmetro,Pacific
2185,AK,North Slope Borough,4,9,Nonmetro,Pacific
2195,AK,Petersburg Census Area,4,9,Nonmetro,Pacific
2220,AK,Sitka City and Borough,4,9,Nonmetro,Pacific
2232,AK,Skagway-Hoonah-Angoon Census Area,4,9,Nonmetro,Pacific
2240,AK,Southeast Fairbanks Census Area,4,9,Nonmetro,Pacific
2261,AK,Valdez-Cordova Census Area,4,9,Nonmetro,Pacific
4001,AZ,Apache,4,8,Nonmetro,Mountain
4003,AZ,Cochise,3,8,Md/Sm metro,Mountain
4005,AZ,Coconino,3,8,Md/Sm metro,Mountain
4007,AZ,Gila,4,8,Nonmetro,Mountain
4009,AZ,Graham,4,8,Nonmetro,Mountain
4011,AZ,Greenlee,4,8,Nonmetro,Mountain
4013,AZ,Maricopa,1,8,Lg central metro,Mountain
4015,AZ,Mohave,3,8,Md/Sm metro,Mountain
4017,AZ,Navajo,4,8,Nonmetro,Mountain
4019,AZ,Pima,3,8,Md/Sm metro,Mountain
4021,AZ,Pinal,2,8,Lg fringe metro,Mountain
4023,AZ,Santa Cruz,4,8,Nonmetro,Mountain
4025,AZ,Yavapai,3,8,Md/Sm metro,Mountain
4027,AZ,Yuma,3,8,Md/Sm metro,Mountain
5001,AR,Arkansas,4,7,Nonmetro,West South Central
5003,AR,Ashley,4,7,Nonmetro,West South Central
5005,AR,Baxter,4,7,Nonmetro,West South Central
5007,AR,Benton,3,7,Md/Sm metro,West South Central
5009,AR,Boone,4,7,Nonmetro,West South Central
5011,AR,Bradley,4,7,Nonmetro,West South Central
5013,AR,Calhoun,4,7,Nonmetro,West South Central
5015,AR,Carroll,4,7,Nonmetro,West South Central
5017,AR,Chicot,4,7,Nonmetro,West South Central
5019,AR,Clark,4,7,Nonmetro,West South Central
5021,AR,Clay,4,7,Nonmetro,West South Central
5023,AR,Cleburne,4,7,Nonmetro,West South Central
5025,AR,Cleveland,3,7,Md/Sm metro,West South Central
5027,AR,Columbia,4,7,Nonmetro,West South Central
5029,AR,Conway,4,7,Nonmetro,West South Central
5031,AR,Craighead,3,7,Md/Sm metro,West South Central
5033,AR,Crawford,3,7,Md/Sm metro,West South Central
5035,AR,Crittenden,2,7,Lg fringe metro,West South Central
5037,AR,Cross,4,7,Nonmetro,West South Central
5039,AR,Dallas,4,7,Nonmetro,West South Central
5041,AR,Desha,4,7,Nonmetro,West South Central
5043,AR,Drew,4,7,Nonmetro,West South Central
5045,AR,Faulkner,3,7,Md/Sm metro,West South Central
5047,AR,Franklin,4,7,Nonmetro,West South Central
5049,AR,Fulton,4,7,Nonmetro,West South Central
5051,AR,Garland,3,7,Md/Sm metro,West South Central
5053,AR,Grant,3,7,Md/Sm metro,West South Central
5055,AR,Greene,4,7,Nonmetro,West South Central
5057,AR,Hempstead,4,7,Nonmetro,West South Central
5059,AR,Hot Spring,4,7,Nonmetro,West South Central
5061,AR,Howard,4,7,Nonmetro,West South Central
5063,AR,Independence,4,7,Nonmetro,West South Central
5065,AR,Izard,4,7,Nonmetro,West South Central
5067,AR,Jackson,4,7,Nonmetro,West South Central
5069,AR,Jefferson,3,7,Md/Sm metro,West South Central
5071,AR,Johnson,4,7,Nonmetro,West South Central
5073,AR,Lafayette,4,7,Nonmetro,West South Central
5075,AR,Lawrence,4,7,Nonmetro,West South Central
5077,AR,Lee,4,7,Nonmetro,West South Central
5079,AR,Lincoln,3,7,Md/Sm metro,West South Central
5081,AR,Little River,3,7,Md/Sm metro,West South Central
5083,AR,Logan,4,7,Nonmetro,West South Central
5085,AR,Lonoke,3,7,Md/Sm metro,West South Central
5087,AR,Madison,3,7,Md/Sm metro,West South Central
5089,AR,Marion,4,7,Nonmetro,West South Central
5091,AR,Miller,3,7,Md/Sm metro,West South Central
5093,AR,Mississippi,4,7,Nonmetro,West South Central
5095,AR,Monroe,4,7,Nonmetro,West South Central
5097,AR,Montgomery,4,7,Nonmetro,West South Central
5099,AR,Nevada,4,7,Nonmetro,West South Central
5101,AR,Newton,4,7,Nonmetro,West South Central
5103,AR,Ouachita,4,7,Nonmetro,West South Central
5105,AR,Perry,3,7,Md/Sm metro,West South Central
5107,AR,Phillips,4,7,Nonmetro,West South Central
5109,AR,Pike,4,7,Nonmetro,West South Central
5111,AR,Poinsett,3,7,Md/Sm metro,West South Central
5113,AR,Polk,4,7,Nonmetro,West South Central
5115,AR,Pope,4,7,Nonmetro,West South Central
5117,AR,Prairie,4,7,Nonmetro,West South Central
5119,AR,Pulaski,3,7,Md/Sm metro,West South Central
5121,AR,Randolph,4,7,Nonmetro,West South Central
5123,AR,St. Francis,4,7,Nonmetro,West South Central
5125,AR,Saline,3,7,Md/Sm metro,West South Central
5127,AR,Scott,4,7,Nonmetro,West South Central
5129,AR,Searcy,4,7,Nonmetro,West South Central
5131,AR,Sebastian,3,7,Md/Sm metro,West South Central
5133,AR,Sevier,4,7,Nonmetro,West South Central
5135,AR,Sharp,4,7,Nonmetro,West South Central
5137,AR,Stone,4,7,Nonmetro,West South Central
5139,AR,Union,4,7,Nonmetro,West South Central
5141,AR,Van Buren,4,7,Nonmetro,West South Central
5143,AR,Washington,3,7,Md/Sm metro,West South Central
5145,AR,White,4,7,Nonmetro,West South Central
5147,AR,Woodruff,4,7,Nonmetro,West South Central
5149,AR,Yell,4,7,Nonmetro,West South Central
6001,CA,Alameda,1,9,Lg central metro,Pacific
6003,CA,Alpine,4,9,Nonmetro,Pacific
6005,CA,Amador,4,9,Nonmetro,Pacific
6007,CA,Butte,3,9,Md/Sm metro,Pacific
6009,CA,Calaveras,4,9,Nonmetro,Pacific
6011,CA,Colusa,4,9,Nonmetro,Pacific
6013,CA,Contra Costa,2,9,Lg fringe metro,Pacific
6015,CA,Del Norte,4,9,Nonmetro,Pacific
6017,CA,El Dorado,2,9,Lg fringe metro,Pacific
6019,CA,Fresno,3,9,Md/Sm metro,Pacific
6021,CA,Glenn,4,9,Nonmetro,Pacific
6023,CA,Humboldt,4,9,Nonmetro,Pacific
6025,CA,Imperial,3,9,Md/Sm metro,Pacific
6027,CA,Inyo,4,9,Nonmetro,Pacific
6029,CA,Kern,3,9,Md/Sm metro,Pacific
6031,CA,Kings,3,9,Md/Sm metro,Pacific
6033,CA,Lake,4,9,Nonmetro,Pacific
6035,CA,Lassen,4,9,Nonmetro,Pacific
6037,CA,Los Angeles,1,9,Lg central metro,Pacific
6039,CA,Madera,3,9,Md/Sm metro,Pacific
6041,CA,Marin,2,9,Lg fringe metro,Pacific
6043,CA,Mariposa,4,9,Nonmetro,Pacific
6045,CA,Mendocino,4,9,Nonmetro,Pacific
6047,CA,Merced,3,9,Md/Sm metro,Pacific
6049,CA,Modoc,4,9,Nonmetro,Pacific
6051,CA,Mono,4,9,Nonmetro,Pacific
6053,CA,Monterey,3,9,Md/Sm metro,Pacific
6055,CA,Napa,3,9,Md/Sm metro,Pacific
6057,CA,Nevada,4,9,Nonmetro,Pacific
6059,CA,Orange,1,9,Lg central metro,Pacific
6061,CA,Placer,2,9,Lg fringe metro,Pacific
6063,CA,Plumas,4,9,Nonmetro,Pacific
6065,CA,Riverside,1,9,Lg central metro,Pacific
6067,CA,Sacramento,1,9,Lg central metro,Pacific
6069,CA,San Benito,2,9,Lg fringe metro,Pacific
6071,CA,San Bernardino,2,9,Lg fringe metro,Pacific
6073,CA,San Diego,1,9,Lg central metro,Pacific
6075,CA,San Francisco,1,9,Lg central metro,Pacific
6077,CA,San Joaquin,3,9,Md/Sm metro,Pacific
6079,CA,San Luis Obispo,3,9,Md/Sm metro,Pacific
6081,CA,San Mateo,2,9,Lg fringe metro,Pacific
6083,CA,Santa Barbara,3,9,Md/Sm metro,Pacific
6085,CA,Santa Clara,1,9,Lg central metro,Pacific
6087,CA,Santa Cruz,3,9,Md/Sm metro,Pacific
6089,CA,Shasta,3,9,Md/Sm metro,Pacific
6091,CA,Sierra,4,9,Nonmetro,Pacific
6093,CA,Siskiyou,4,9,Nonmetro,Pacific
6095,CA,Solano,3,9,Md/Sm metro,Pacific
6097,CA,Sonoma,3,9,Md/Sm metro,Pacific
6099,CA,Stanislaus,3,9,Md/Sm metro,Pacific
6101,CA,Sutter,3,9,Md/Sm metro,Pacific
6103,CA,Tehama,4,9,Nonmetro,Pacific
6105,CA,Trinity,4,9,Nonmetro,Pacific
6107,CA,Tulare,3,9,Md/Sm metro,Pacific
6109,CA,Tuolumne,4,9,Nonmetro,Pacific
6111,CA,Ventura,3,9,Md/Sm metro,Pacific
6113,CA,Yolo,2,9,Lg fringe metro,Pacific
6115,CA,Yuba,3,9,Md/Sm metro,Pacific
8003,CO,Alamosa,4,8,Nonmetro,Mountain
8005,CO,Arapahoe,2,8,Lg fringe metro,Mountain
8007,CO,Archuleta,4,8,Nonmetro,Mountain
8009,CO,Baca,4,8,Nonmetro,Mountain
8011,CO,Bent,4,8,Nonmetro,Mountain
8015,CO,Chaffee,4,8,Nonmetro,Mountain
8017,CO,Cheyenne,4,8,Nonmetro,Mountain
8019,CO,Clear Creek,2,8,Lg fringe metro,Mountain
8021,CO,Conejos,4,8,Nonmetro,Mountain
8023,CO,Costilla,4,8,Nonmetro,Mountain
8025,CO,Crowley,4,8,Nonmetro,Mountain
8027,CO,Custer,4,8,Nonmetro,Mountain
8029,CO,Delta,4,8,Nonmetro,Mountain
8031,CO,Denver,1,8,Lg central metro,Mountain
8033,CO,Dolores,4,8,Nonmetro,Mountain
8035,CO,Douglas,2,8,Lg fringe metro,Mountain
8037,CO,Eagle,4,8,Nonmetro,Mountain
8039,CO,Elbert,2,8,Lg fringe metro,Mountain
8041,CO,El Paso,3,8,Md/Sm metro,Mountain
8043,CO,Fremont,4,8,Nonmetro,Mountain
8045,CO,Garfield,4,8,Nonmetro,Mountain
8047,CO,Gilpin,2,8,Lg fringe metro,Mountain
8049,CO,Grand,4,8,Nonmetro,Mountain
8051,CO,Gunnison,4,8,Nonmetro,Mountain
8053,CO,Hinsdale,4,8,Nonmetro,Mountain
8055,CO,Huerfano,4,8,Nonmetro,Mountain
8057,CO,Jackson,4,8,Nonmetro,Mountain
8059,CO,Jefferson,2,8,Lg fringe metro,Mountain
8061,CO,Kiowa,4,8,Nonmetro,Mountain
8063,CO,Kit Carson,4,8,Nonmetro,Mountain
8065,CO,Lake,4,8,Nonmetro,Mountain
8067,CO,La Plata,4,8,Nonmetro,Mountain
8069,CO,Larimer,3,8,Md/Sm metro,Mountain
8071,CO,Las Animas,4,8,Nonmetro,Mountain
8073,CO,Lincoln,4,8,Nonmetro,Mountain
8075,CO,Logan,4,8,Nonmetro,Mountain
8077,CO,Mesa,3,8,Md/Sm metro,Mountain
8079,CO,Mineral,4,8,Nonmetro,Mountain
8081,CO,Moffat,4,8,Nonmetro,Mountain
8083,CO,Montezuma,4,8,Nonmetro,Mountain
8085,CO,Montrose,4,8,Nonmetro,Mountain
8087,CO,Morgan,4,8,Nonmetro,Mountain
8089,CO,Otero,4,8,Nonmetro,Mountain
8091,CO,Ouray,4,8,Nonmetro,Mountain
8093,CO,Park,2,8,Lg fringe metro,Mountain
8095,CO,Phillips,4,8,Nonmetro,Mountain
8097,CO,Pitkin,4,8,Nonmetro,Mountain
8099,CO,Prowers,4,8,Nonmetro,Mountain
8101,CO,Pueblo,3,8,Md/Sm metro,Mountain
8103,CO,Rio Blanco,4,8,Nonmetro,Mountain
8105,CO,Rio Grande,4,8,Nonmetro,Mountain
8107,CO,Routt,4,8,Nonmetro,Mountain
8109,CO,Saguache,4,8,Nonmetro,Mountain
8111,CO,San Juan,4,8,Nonmetro,Mountain
8113,CO,San Miguel,4,8,Nonmetro,Mountain
8115,CO,Sedgwick,4,8,Nonmetro,Mountain
8117,CO,Summit,4,8,Nonmetro,Mountain
8119,CO,Teller,3,8,Md/Sm metro,Mountain
8121,CO,Washington,4,8,Nonmetro,Mountain
8125,CO,Yuma,4,8,Nonmetro,Mountain
9001,CT,Fairfield,3,1,Md/Sm metro,New England
9003,CT,Hartford,1,1,Lg central metro,New England
9005,CT,Litchfield,4,1,Nonmetro,New England
9007,CT,Middlesex,2,1,Lg fringe metro,New England
9009,CT,New Haven,3,1,Md/Sm metro,New England
9011,CT,New London,3,1,Md/Sm metro,New England
9013,CT,Tolland,2,1,Lg fringe metro,New England
9015,CT,Windham,3,1,Md/Sm metro,New England
10001,DE,Kent,3,5,Md/Sm metro,South Atlantic
10003,DE,New Castle,2,5,Lg fringe metro,South Atlantic
10005,DE,Sussex,3,5,Md/Sm metro,South Atlantic
11001,DC,District of Columbia,1,5,Lg central metro,South Atlantic
12001,FL,Alachua,3,5,Md/Sm metro,South Atlantic
12003,FL,Baker,2,5,Lg fringe metro,South Atlantic
12005,FL,Bay,3,5,Md/Sm metro,South Atlantic
12007,FL,Bradford,4,5,Nonmetro,South Atlantic
12009,FL,Brevard,3,5,Md/Sm metro,South Atlantic
12011,FL,Broward,2,5,Lg fringe metro,South Atlantic
12013,FL,Calhoun,4,5,Nonmetro,South Atlantic
12015,FL,Charlotte,3,5,Md/Sm metro,South Atlantic
12017,FL,Citrus,3,5,Md/Sm metro,South Atlantic
12019,FL,Clay,2,5,Lg fringe metro,South Atlantic
12021,FL,Collier,3,5,Md/Sm metro,South Atlantic
12023,FL,Columbia,4,5,Nonmetro,South Atlantic
12027,FL,DeSoto,4,5,Nonmetro,South Atlantic
12029,FL,Dixie,4,5,Nonmetro,South Atlantic
12031,FL,Duval,1,5,Lg central metro,South Atlantic
12033,FL,Escambia,3,5,Md/Sm metro,South Atlantic
12035,FL,Flagler,3,5,Md/Sm metro,South Atlantic
12037,FL,Franklin,4,5,Nonmetro,South Atlantic
12039,FL,Gadsden,3,5,Md/Sm metro,South Atlantic
12041,FL,Gilchrist,3,5,Md/Sm metro,South Atlantic
12043,FL,Glades,4,5,Nonmetro,South Atlantic
12045,FL,Gulf,3,5,Md/Sm metro,South Atlantic
12047,FL,Hamilton,4,5,Nonmetro,South Atlantic
12049,FL,Hardee,4,5,Nonmetro,South Atlantic
12051,FL,Hendry,4,5,Nonmetro,South Atlantic
12053,FL,Hernando,2,5,Lg fringe metro,South Atlantic
12055,FL,Highlands,3,5,Md/Sm metro,South Atlantic
12057,FL,Hillsborough,1,5,Lg central metro,South Atlantic
12059,FL,Holmes,4,5,Nonmetro,South Atlantic
12061,FL,Indian River,3,5,Md/Sm metro,South Atlantic
12063,FL,Jackson,4,5,Nonmetro,South Atlantic
12065,FL,Jefferson,3,5,Md/Sm metro,South Atlantic
12067,FL,Lafayette,4,5,Nonmetro,South Atlantic
12069,FL,Lake,2,5,Lg fringe metro,South Atlantic
12071,FL,Lee,3,5,Md/Sm metro,South Atlantic
12073,FL,Leon,3,5,Md/Sm metro,South Atlantic
12075,FL,Levy,4,5,Nonmetro,South Atlantic
12077,FL,Liberty,4,5,Nonmetro,South Atlantic
12079,FL,Madison,4,5,Nonmetro,South Atlantic
12081,FL,Manatee,3,5,Md/Sm metro,South Atlantic
12083,FL,Marion,3,5,Md/Sm metro,South Atlantic
12085,FL,Martin,3,5,Md/Sm metro,South Atlantic
12086,FL,Miami-Dade,1,5,Lg central metro,South Atlantic
12087,FL,Monroe,4,5,Nonmetro,South Atlantic
12089,FL,Nassau,2,5,Lg fringe metro,South Atlantic
12091,FL,Okaloosa,3,5,Md/Sm metro,South Atlantic
12093,FL,Okeechobee,4,5,Nonmetro,South Atlantic
12095,FL,Orange,1,5,Lg central metro,South Atlantic
12097,FL,Osceola,2,5,Lg fringe metro,South Atlantic
12099,FL,Palm Beach,2,5,Lg fringe metro,South Atlantic
12101,FL,Pasco,2,5,Lg fringe metro,South Atlantic
12103,FL,Pinellas,1,5,Lg central metro,South Atlantic
12105,FL,Polk,3,5,Md/Sm metro,South Atlantic
12107,FL,Putnam,4,5,Nonmetro,South Atlantic
12109,FL,St. Johns,2,5,Lg fringe metro,South Atlantic
12111,FL,St. Lucie,3,5,Md/Sm metro,South Atlantic
12113,FL,Santa Rosa,3,5,Md/Sm metro,South Atlantic
12115,FL,Sarasota,3,5,Md/Sm metro,South Atlantic
12117,FL,Seminole,2,5,Lg fringe metro,South Atlantic
12119,FL,Sumter,3,5,Md/Sm metro,South Atlantic
12121,FL,Suwannee,4,5,Nonmetro,South Atlantic
12123,FL,Taylor,4,5,Nonmetro,South Atlantic
12125,FL,Union,4,5,Nonmetro,South Atlantic
12127,FL,Volusia,3,5,Md/Sm metro,South Atlantic
12129,FL,Wakulla,3,5,Md/Sm metro,South Atlantic
12131,FL,Walton,3,5,Md/Sm metro,South Atlantic
12133,FL,Washington,4,5,Nonmetro,South Atlantic
13001,GA,Appling,4,5,Nonmetro,South Atlantic
13003,GA,Atkinson,4,5,Nonmetro,South Atlantic
13005,GA,Bacon,4,5,Nonmetro,South Atlantic
13007,GA,Baker,3,5,Md/Sm metro,South Atlantic
13009,GA,Baldwin,4,5,Nonmetro,South Atlantic
13011,GA,Banks,4,10,Nonmetro,Appalachia
13013,GA,Barrow,2,10,Lg fringe metro,Appalachia
13015,GA,Bartow,2,10,Lg fringe metro,Appalachia
13017,GA,Ben Hill,4,5,Nonmetro,South Atlantic
13019,GA,Berrien,4,5,Nonmetro,South Atlantic
13021,GA,Bibb,3,5,Md/Sm metro,South Atlantic
13023,GA,Bleckley,4,5,Nonmetro,South Atlantic
13025,GA,Brantley,3,5,Md/Sm metro,South Atlantic
13027,GA,Brooks,3,5,Md/Sm metro,South Atlantic
13029,GA,Bryan,3,5,Md/Sm metro,South Atlantic
13031,GA,Bulloch,4,5,Nonmetro,South Atlantic
13033,GA,Burke,3,5,Md/Sm metro,South Atlantic
13035,GA,Butts,2,5,Lg fringe metro,South Atlantic
13037,GA,Calhoun,4,5,Nonmetro,South Atlantic
13039,GA,Camden,4,5,Nonmetro,South Atlantic
13043,GA,Candler,4,5,Nonmetro,South Atlantic
13045,GA,Carroll,2,10,Lg fringe metro,Appalachia
13047,GA,Catoosa,3,10,Md/Sm metro,Appalachia
13049,GA,Charlton,4,5,Nonmetro,South Atlantic
13051,GA,Chatham,3,5,Md/Sm metro,South Atlantic
13053,GA,Chattahoochee,3,5,Md/Sm metro,South Atlantic
13055,GA,Chattooga,4,10,Nonmetro,Appalachia
13057,GA,Cherokee,2,10,Lg fringe metro,Appalachia
13059,GA,Clarke,3,5,Md/Sm metro,South Atlantic
13061,GA,Clay,4,5,Nonmetro,South Atlantic
13063,GA,Clayton,2,5,Lg fringe metro,South Atlantic
13065,GA,Clinch,4,5,Nonmetro,South Atlantic
13067,GA,Cobb,2,5,Lg fringe metro,South Atlantic
13069,GA,Coffee,4,5,Nonmetro,South Atlantic
13071,GA,Colquitt,4,5,Nonmetro,South Atlantic
13073,GA,Columbia,3,5,Md/Sm metro,South Atlantic
13075,GA,Cook,4,5,Nonmetro,South Atlantic
13077,GA,Coweta,2,5,Lg fringe metro,South Atlantic
13079,GA,Crawford,3,5,Md/Sm metro,South Atlantic
13081,GA,Crisp,4,5,Nonmetro,South Atlantic
13083,GA,Dade,3,10,Md/Sm metro,Appalachia
13085,GA,Dawson,2,10,Lg fringe metro,Appalachia
13087,GA,Decatur,4,5,Nonmetro,South Atlantic
13089,GA,DeKalb,2,5,Lg fringe metro,South Atlantic
13091,GA,Dodge,4,5,Nonmetro,South Atlantic
13093,GA,Dooly,4,5,Nonmetro,South Atlantic
13095,GA,Dougherty,3,5,Md/Sm metro,South Atlantic
13097,GA,Douglas,2,10,Lg fringe metro,Appalachia
13099,GA,Early,4,5,Nonmetro,South Atlantic
13101,GA,Echols,3,5,Md/Sm metro,South Atlantic
13103,GA,Effingham,3,5,Md/Sm metro,South Atlantic
13105,GA,Elbert,4,10,Nonmetro,Appalachia
13107,GA,Emanuel,4,5,Nonmetro,South Atlantic
13109,GA,Evans,4,5,Nonmetro,South Atlantic
13111,GA,Fannin,4,10,Nonmetro,Appalachia
13113,GA,Fayette,2,5,Lg fringe metro,South Atlantic
13115,GA,Floyd,3,10,Md/Sm metro,Appalachia
13117,GA,Forsyth,2,10,Lg fringe metro,Appalachia
13119,GA,Franklin,4,10,Nonmetro,Appalachia
13121,GA,Fulton,1,5,Lg central metro,South Atlantic
13123,GA,Gilmer,4,10,Nonmetro,Appalachia
13125,GA,Glascock,4,5,Nonmetro,South Atlantic
13127,GA,Glynn,3,5,Md/Sm metro,South Atlantic
13129,GA,Gordon,4,10,Nonmetro,Appalachia
13131,GA,Grady,4,5,Nonmetro,South Atlantic
13133,GA,Greene,4,5,Nonmetro,South Atlantic
13135,GA,Gwinnett,2,10,Lg fringe metro,Appalachia
13137,GA,Habersham,4,10,Nonmetro,Appalachia
13139,GA,Hall,3,10,Md/Sm metro,Appalachia
13141,GA,Hancock,4,5,Nonmetro,South Atlantic
13143,GA,Haralson,2,10,Lg fringe metro,Appalachia
13145,GA,Harris,3,5,Md/Sm metro,South Atlantic
13147,GA,Hart,4,10,Nonmetro,Appalachia
13149,GA,Heard,2,10,Lg fringe metro,Appalachia
13151,GA,Henry,2,5,Lg fringe metro,South Atlantic
13153,GA,Houston,3,5,Md/Sm metro,South Atlantic
13155,GA,Irwin,4,5,Nonmetro,South Atlantic
13157,GA,Jackson,4,10,Nonmetro,Appalachia
13159,GA,Jasper,2,5,Lg fringe metro,South Atlantic
13161,GA,Jeff Davis,4,5,Nonmetro,South Atlantic
13163,GA,Jefferson,4,5,Nonmetro,South Atlantic
13165,GA,Jenkins,4,5,Nonmetro,South Atlantic
13167,GA,Johnson,4,5,Nonmetro,South Atlantic
13169,GA,Jones,3,5,Md/Sm metro,South Atlantic
13171,GA,Lamar,2,5,Lg fringe metro,South Atlantic
13173,GA,Lanier,3,5,Md/Sm metro,South Atlantic
13175,GA,Laurens,4,5,Nonmetro,South Atlantic
13177,GA,Lee,3,5,Md/Sm metro,South Atlantic
13179,GA,Liberty,3,5,Md/Sm metro,South Atlantic
13181,GA,Lincoln,3,5,Md/Sm metro,South Atlantic
13183,GA,Long,3,5,Md/Sm metro,South Atlantic
13185,GA,Lowndes,3,5,Md/Sm metro,South Atlantic
13187,GA,Lumpkin,4,10,Nonmetro,Appalachia
13189,GA,McDuffie,3,5,Md/Sm metro,South Atlantic
13191,GA,McIntosh,3,5,Md/Sm metro,South Atlantic
13193,GA,Macon,4,5,Nonmetro,South Atlantic
13195,GA,Madison,3,10,Md/Sm metro,Appalachia
13197,GA,Marion,3,5,Md/Sm metro,South Atlantic
13199,GA,Meriwether,2,5,Lg fringe metro,South Atlantic
13201,GA,Miller,4,5,Nonmetro,South Atlantic
13205,GA,Mitchell,4,5,Nonmetro,South Atlantic
13207,GA,Monroe,3,5,Md/Sm metro,South Atlantic
13209,GA,Montgomery,4,5,Nonmetro,South Atlantic
13211,GA,Morgan,2,5,Lg fringe metro,South Atlantic
13213,GA,Murray,3,10,Md/Sm metro,Appalachia
13215,GA,Muscogee,3,5,Md/Sm metro,South Atlantic
13217,GA,Newton,2,5,Lg fringe metro,South Atlantic
