"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Taney County, MO"	"29213"	1928	Not Applicable	Not Applicable
	"Texas County, MO"	"29215"	1051	Not Applicable	Not Applicable
	"Vernon County, MO"	"29217"	798	Not Applicable	Not Applicable
	"Warren County, MO"	"29219"	1078	Not Applicable	Not Applicable
	"Washington County, MO"	"29221"	973	Not Applicable	Not Applicable
	"Wayne County, MO"	"29223"	562	Not Applicable	Not Applicable
	"Webster County, MO"	"29225"	1171	Not Applicable	Not Applicable
	"Worth County, MO"	"29227"	89	Not Applicable	Not Applicable
	"Wright County, MO"	"29229"	711	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	8805	Not Applicable	Not Applicable
	"Beaverhead County, MT"	"30001"	293	Not Applicable	Not Applicable
	"Big Horn County, MT"	"30003"	469	Not Applicable	Not Applicable
	"Blaine County, MT"	"30005"	204	Not Applicable	Not Applicable
	"Broadwater County, MT"	"30007"	176	Not Applicable	Not Applicable
	"Carbon County, MT"	"30009"	287	Not Applicable	Not Applicable
	"Carter County, MT"	"30011"	41	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	2629	Not Applicable	Not Applicable
	"Chouteau County, MT"	"30015"	184	Not Applicable	Not Applicable
	"Custer County, MT"	"30017"	381	Not Applicable	Not Applicable
	"Daniels County, MT"	"30019"	54	Not Applicable	Not Applicable
	"Dawson County, MT"	"30021"	322	Not Applicable	Not Applicable
	"Deer Lodge County, MT"	"30023"	341	Not Applicable	Not Applicable
	"Fallon County, MT"	"30025"	78	Not Applicable	Not Applicable
	"Fergus County, MT"	"30027"	431	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	2973	Not Applicable	Not Applicable
	"Gallatin County, MT"	"30031"	1666	Not Applicable	Not Applicable
	"Garfield County, MT"	"30033"	40	Not Applicable	Not Applicable
	"Glacier County, MT"	"30035"	453	Not Applicable	Not Applicable
	"Golden Valley County, MT"	"30037"	38	Not Applicable	Not Applicable
	"Granite County, MT"	"30039"	92	Not Applicable	Not Applicable
	"Hill County, MT"	"30041"	481	Not Applicable	Not Applicable
	"Jefferson County, MT"	"30043"	398	Not Applicable	Not Applicable
	"Judith Basin County, MT"	"30045"	49	Not Applicable	Not Applicable
	"Lake County, MT"	"30047"	964	Not Applicable	Not Applicable
	"Lewis and Clark County, MT"	"30049"	1895	Not Applicable	Not Applicable
	"Liberty County, MT"	"30051"	50	Not Applicable	Not Applicable
	"Lincoln County, MT"	"30053"	794	Not Applicable	Not Applicable
	"McCone County, MT"	"30055"	45	Not Applicable	Not Applicable
	"Madison County, MT"	"30057"	269	Not Applicable	Not Applicable
	"Meagher County, MT"	"30059"	55	Not Applicable	Not Applicable
	"Mineral County, MT"	"30061"	172	Not Applicable	Not Applicable
	"Missoula County, MT"	"30063"	2591	Not Applicable	Not Applicable
	"Musselshell County, MT"	"30065"	187	Not Applicable	Not Applicable
	"Park County, MT"	"30067"	506	Not Applicable	Not Applicable
	"Petroleum County, MT"	"30069"	18	Not Applicable	Not Applicable
	"Phillips County, MT"	"30071"	157	Not Applicable	Not Applicable
	"Pondera County, MT"	"30073"	197	Not Applicable	Not Applicable
	"Powder River County, MT"	"30075"	50	Not Applicable	Not Applicable
	"Powell County, MT"	"30077"	222	Not Applicable	Not Applicable
	"Prairie County, MT"	"30079"	47	Not Applicable	Not Applicable
	"Ravalli County, MT"	"30081"	1521	Not Applicable	Not Applicable
	"Richland County, MT"	"30083"	288	Not Applicable	Not Applicable
	"Roosevelt County, MT"	"30085"	465	Not Applicable	Not Applicable
	"Rosebud County, MT"	"30087"	333	Not Applicable	Not Applicable
	"Sanders County, MT"	"30089"	515	Not Applicable	Not Applicable
	"Sheridan County, MT"	"30091"	127	Not Applicable	Not Applicable
	"Silver Bow County, MT"	"30093"	1268	Not Applicable	Not Applicable
	"Stillwater County, MT"	"30095"	289	Not Applicable	Not Applicable
	"Sweet Grass County, MT"	"30097"	121	Not Applicable	Not Applicable
	"Teton County, MT"	"30099"	215	Not Applicable	Not Applicable
	"Toole County, MT"	"30101"	166	Not Applicable	Not Applicable
	"Treasure County, MT"	"30103"	23	Not Applicable	Not Applicable
	"Valley County, MT"	"30105"	253	Not Applicable	Not Applicable
	"Wheatland County, MT"	"30107"	73	Not Applicable	Not Applicable
	"Wibaux County, MT"	"30109"	55	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	4651	Not Applicable	Not Applicable
	"Adams County, NE"	"31001"	944	Not Applicable	Not Applicable
	"Antelope County, NE"	"31003"	205	Not Applicable	Not Applicable
	"Arthur County, NE"	"31005"	12	Not Applicable	Not Applicable
	"Banner County, NE"	"31007"	17	Not Applicable	Not Applicable
	"Blaine County, NE"	"31009"	20	Not Applicable	Not Applicable
	"Boone County, NE"	"31011"	195	Not Applicable	Not Applicable
	"Box Butte County, NE"	"31013"	338	Not Applicable	Not Applicable
	"Boyd County, NE"	"31015"	93	Not Applicable	Not Applicable
	"Brown County, NE"	"31017"	113	Not Applicable	Not Applicable
	"Buffalo County, NE"	"31019"	1106	Not Applicable	Not Applicable
	"Burt County, NE"	"31021"	231	Not Applicable	Not Applicable
	"Butler County, NE"	"31023"	265	Not Applicable	Not Applicable
	"Cass County, NE"	"31025"	697	Not Applicable	Not Applicable
	"Cedar County, NE"	"31027"	262	Not Applicable	Not Applicable
	"Chase County, NE"	"31029"	144	Not Applicable	Not Applicable
	"Cherry County, NE"	"31031"	181	Not Applicable	Not Applicable
	"Cheyenne County, NE"	"31033"	328	Not Applicable	Not Applicable
	"Clay County, NE"	"31035"	205	Not Applicable	Not Applicable
	"Colfax County, NE"	"31037"	178	Not Applicable	Not Applicable
	"Cuming County, NE"	"31039"	289	Not Applicable	Not Applicable
	"Custer County, NE"	"31041"	351	Not Applicable	Not Applicable
	"Dakota County, NE"	"31043"	501	Not Applicable	Not Applicable
	"Dawes County, NE"	"31045"	269	Not Applicable	Not Applicable
	"Dawson County, NE"	"31047"	636	Not Applicable	Not Applicable
	"Deuel County, NE"	"31049"	60	Not Applicable	Not Applicable
	"Dixon County, NE"	"31051"	165	Not Applicable	Not Applicable
	"Dodge County, NE"	"31053"	1213	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	11944	Not Applicable	Not Applicable
	"Dundy County, NE"	"31057"	55	Not Applicable	Not Applicable
	"Fillmore County, NE"	"31059"	210	Not Applicable	Not Applicable
	"Franklin County, NE"	"31061"	142	Not Applicable	Not Applicable
	"Frontier County, NE"	"31063"	71	Not Applicable	Not Applicable
	"Furnas County, NE"	"31065"	169	Not Applicable	Not Applicable
	"Gage County, NE"	"31067"	815	Not Applicable	Not Applicable
	"Garden County, NE"	"31069"	82	Not Applicable	Not Applicable
	"Garfield County, NE"	"31071"	92	Not Applicable	Not Applicable
	"Gosper County, NE"	"31073"	72	Not Applicable	Not Applicable
	"Grant County, NE"	"31075"	19	Not Applicable	Not Applicable
	"Greeley County, NE"	"31077"	71	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	1566	Not Applicable	Not Applicable
	"Hamilton County, NE"	"31081"	274	Not Applicable	Not Applicable
	"Harlan County, NE"	"31083"	137	Not Applicable	Not Applicable
	"Hayes County, NE"	"31085"	22	Not Applicable	Not Applicable
	"Hitchcock County, NE"	"31087"	121	Not Applicable	Not Applicable
	"Holt County, NE"	"31089"	321	Not Applicable	Not Applicable
	"Hooker County, NE"	"31091"	34	Not Applicable	Not Applicable
	"Howard County, NE"	"31093"	207	Not Applicable	Not Applicable
	"Jefferson County, NE"	"31095"	297	Not Applicable	Not Applicable
	"Johnson County, NE"	"31097"	157	Not Applicable	Not Applicable
	"Kearney County, NE"	"31099"	185	Not Applicable	Not Applicable
	"Keith County, NE"	"31101"	297	Not Applicable	Not Applicable
	"Keya Paha County, NE"	"31103"	17	Not Applicable	Not Applicable
	"Kimball County, NE"	"31105"	135	Not Applicable	Not Applicable
	"Knox County, NE"	"31107"	307	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	6463	Not Applicable	Not Applicable
	"Lincoln County, NE"	"31111"	1229	Not Applicable	Not Applicable
	"Logan County, NE"	"31113"	21	Not Applicable	Not Applicable
	"Loup County, NE"	"31115"	10	Not Applicable	Not Applicable
	"McPherson County, NE"	"31117"	11	Not Applicable	Not Applicable
	"Madison County, NE"	"31119"	938	Not Applicable	Not Applicable
	"Merrick County, NE"	"31121"	254	Not Applicable	Not Applicable
	"Morrill County, NE"	"31123"	189	Not Applicable	Not Applicable
	"Nance County, NE"	"31125"	149	Not Applicable	Not Applicable
	"Nemaha County, NE"	"31127"	241	Not Applicable	Not Applicable
	"Nuckolls County, NE"	"31129"	162	Not Applicable	Not Applicable
	"Otoe County, NE"	"31131"	479	Not Applicable	Not Applicable
	"Pawnee County, NE"	"31133"	118	Not Applicable	Not Applicable
	"Perkins County, NE"	"31135"	87	Not Applicable	Not Applicable
	"Phelps County, NE"	"31137"	290	Not Applicable	Not Applicable
	"Pierce County, NE"	"31139"	194	Not Applicable	Not Applicable
	"Platte County, NE"	"31141"	851	Not Applicable	Not Applicable
	"Polk County, NE"	"31143"	202	Not Applicable	Not Applicable
	"Red Willow County, NE"	"31145"	387	Not Applicable	Not Applicable
	"Richardson County, NE"	"31147"	335	Not Applicable	Not Applicable
	"Rock County, NE"	"31149"	62	Not Applicable	Not Applicable
	"Saline County, NE"	"31151"	318	Not Applicable	Not Applicable
	"Sarpy County, NE"	"31153"	3315	Not Applicable	Not Applicable
	"Saunders County, NE"	"31155"	641	Not Applicable	Not Applicable
	"Scotts Bluff County, NE"	"31157"	1201	Not Applicable	Not Applicable
	"Seward County, NE"	"31159"	474	Not Applicable	Not Applicable
	"Sheridan County, NE"	"31161"	213	Not Applicable	Not Applicable
	"Sherman County, NE"	"31163"	112	Not Applicable	Not Applicable
	"Sioux County, NE"	"31165"	32	Not Applicable	Not Applicable
	"Stanton County, NE"	"31167"	130	Not Applicable	Not Applicable
	"Thayer County, NE"	"31169"	213	Not Applicable	Not Applicable
	"Thomas County, NE"	"31171"	20	Not Applicable	Not Applicable
	"Thurston County, NE"	"31173"	251	Not Applicable	Not Applicable
	"Valley County, NE"	"31175"	144	Not Applicable	Not Applicable
	"Washington County, NE"	"31177"	504	Not Applicable	Not Applicable
	"Wayne County, NE"	"31179"	187	Not Applicable	Not Applicable
	"Webster County, NE"	"31181"	154	Not Applicable	Not Applicable
	"Wheeler County, NE"	"31183"	20	Not Applicable	Not Applicable
	"York County, NE"	"31185"	442	Not Applicable	Not Applicable
	"Churchill County, NV"	"32001"	926	Not Applicable	Not Applicable
	"Clark County, NV"	"32003"	55234	Not Applicable	Not Applicable
	"Douglas County, NV"	"32005"	1650	Not Applicable	Not Applicable
	"Elko County, NV"	"32007"	1179	Not Applicable	Not Applicable
	"Esmeralda County, NV"	"32009"	33	Not Applicable	Not Applicable
	"Eureka County, NV"	"32011"	63	Not Applicable	Not Applicable
	"Humboldt County, NV"	"32013"	444	Not Applicable	Not Applicable
	"Lander County, NV"	"32015"	164	Not Applicable	Not Applicable
	"Lincoln County, NV"	"32017"	176	Not Applicable	Not Applicable
	"Lyon County, NV"	"32019"	2140	Not Applicable	Not Applicable
	"Mineral County, NV"	"32021"	224	Not Applicable	Not Applicable
	"Nye County, NV"	"32023"	2586	Not Applicable	Not Applicable
	"Pershing County, NV"	"32027"	184	Not Applicable	Not Applicable
	"Storey County, NV"	"32029"	119	Not Applicable	Not Applicable
	"Washoe County, NV"	"32031"	12230	Not Applicable	Not Applicable
	"White Pine County, NV"	"32033"	264	Not Applicable	Not Applicable
	"Carson City, NV"	"32510"	2345	Not Applicable	Not Applicable
	"Belknap County, NH"	"33001"	2096	Not Applicable	Not Applicable
	"Carroll County, NH"	"33003"	1570	Not Applicable	Not Applicable
	"Cheshire County, NH"	"33005"	2109	Not Applicable	Not Applicable
	"Coos County, NH"	"33007"	1374	Not Applicable	Not Applicable
	"Grafton County, NH"	"33009"	2339	Not Applicable	Not Applicable
	"Hillsborough County, NH"	"33011"	10058	Not Applicable	Not Applicable
	"Merrimack County, NH"	"33013"	3903	Not Applicable	Not Applicable
	"Rockingham County, NH"	"33015"	7416	Not Applicable	Not Applicable
	"Strafford County, NH"	"33017"	3216	Not Applicable	Not Applicable
	"Sullivan County, NH"	"33019"	1293	Not Applicable	Not Applicable
	"Atlantic County, NJ"	"34001"	8326	Not Applicable	Not Applicable
	"Bergen County, NJ"	"34003"	20576	Not Applicable	Not Applicable
	"Burlington County, NJ"	"34005"	11687	Not Applicable	Not Applicable
	"Camden County, NJ"	"34007"	14254	Not Applicable	Not Applicable
	"Cape May County, NJ"	"34009"	3655	Not Applicable	Not Applicable
	"Cumberland County, NJ"	"34011"	4728	Not Applicable	Not Applicable
	"Essex County, NJ"	"34013"	18900	Not Applicable	Not Applicable
	"Gloucester County, NJ"	"34015"	8046	Not Applicable	Not Applicable
	"Hudson County, NJ"	"34017"	12438	Not Applicable	Not Applicable
	"Hunterdon County, NJ"	"34019"	2642	Not Applicable	Not Applicable
	"Mercer County, NJ"	"34021"	8940	Not Applicable	Not Applicable
	"Middlesex County, NJ"	"34023"	17930	Not Applicable	Not Applicable
	"Monmouth County, NJ"	"34025"	16466	Not Applicable	Not Applicable
	"Morris County, NJ"	"34027"	11357	Not Applicable	Not Applicable
	"Ocean County, NJ"	"34029"	21139	Not Applicable	Not Applicable
	"Passaic County, NJ"	"34031"	11766	Not Applicable	Not Applicable
	"Salem County, NJ"	"34033"	2244	Not Applicable	Not Applicable
	"Somerset County, NJ"	"34035"	7058	Not Applicable	Not Applicable
	"Sussex County, NJ"	"34037"	3768	Not Applicable	Not Applicable
	"Union County, NJ"	"34039"	12322	Not Applicable	Not Applicable
	"Warren County, NJ"	"34041"	3073	Not Applicable	Not Applicable
	"Bernalillo County, NM"	"35001"	18434	Not Applicable	Not Applicable
	"Catron County, NM"	"35003"	158	Not Applicable	Not Applicable
	"Chaves County, NM"	"35005"	2102	Not Applicable	Not Applicable
	"Cibola County, NM"	"35006"	935	Not Applicable	Not Applicable
	"Colfax County, NM"	"35007"	441	Not Applicable	Not Applicable
	"Curry County, NM"	"35009"	1336	Not Applicable	Not Applicable
	"DeBaca County, NM"	"35011"	86	Not Applicable	Not Applicable
	"Dona Ana County, NM"	"35013"	5771	Not Applicable	Not Applicable
	"Eddy County, NM"	"35015"	1756	Not Applicable	Not Applicable
	"Grant County, NM"	"35017"	1073	Not Applicable	Not Applicable
	"Guadalupe County, NM"	"35019"	151	Not Applicable	Not Applicable
	"Harding County, NM"	"35021"	33	Not Applicable	Not Applicable
	"Hidalgo County, NM"	"35023"	148	Not Applicable	Not Applicable
	"Lea County, NM"	"35025"	1796	Not Applicable	Not Applicable
	"Lincoln County, NM"	"35027"	713	Not Applicable	Not Applicable
	"Los Alamos County, NM"	"35028"	379	Not Applicable	Not Applicable
	"Luna County, NM"	"35029"	1008	Not Applicable	Not Applicable
	"McKinley County, NM"	"35031"	2745	Not Applicable	Not Applicable
	"Mora County, NM"	"35033"	137	Not Applicable	Not Applicable
	"Otero County, NM"	"35035"	1984	Not Applicable	Not Applicable
	"Quay County, NM"	"35037"	407	Not Applicable	Not Applicable
	"Rio Arriba County, NM"	"35039"	1451	Not Applicable	Not Applicable
	"Roosevelt County, NM"	"35041"	512	Not Applicable	Not Applicable
	"Sandoval County, NM"	"35043"	3827	Not Applicable	Not Applicable
	"San Juan County, NM"	"35045"	4050	Not Applicable	Not Applicable
	"San Miguel County, NM"	"35047"	903	Not Applicable	Not Applicable
	"Santa Fe County, NM"	"35049"	3903	Not Applicable	Not Applicable
	"Sierra County, NM"	"35051"	716	Not Applicable	Not Applicable
	"Socorro County, NM"	"35053"	561	Not Applicable	Not Applicable
	"Taos County, NM"	"35055"	1051	Not Applicable	Not Applicable
	"Torrance County, NM"	"35057"	511	Not Applicable	Not Applicable
	"Union County, NM"	"35059"	143	Not Applicable	Not Applicable
	"Valencia County, NM"	"35061"	2290	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	7862	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	1394	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	33355	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	6171	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	2634	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	2294	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	4320	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	2820	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	1679	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	2164	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	1819	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	1320	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	1586	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	7606	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	27593	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	1225	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	1314	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	1868	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	1798	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	1539	Not Applicable	Not Applicable
	"Hamilton County, NY"	"36041"	187	Not Applicable	Not Applicable
	"Herkimer County, NY"	"36043"	1917	Not Applicable	Not Applicable
	"Jefferson County, NY"	"36045"	2583	Not Applicable	Not Applicable
	"Kings County, NY"	"36047"	52801	Not Applicable	Not Applicable
	"Lewis County, NY"	"36049"	686	Not Applicable	Not Applicable
	"Livingston County, NY"	"36051"	1577	Not Applicable	Not Applicable
	"Madison County, NY"	"36053"	1805	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	19707	Not Applicable	Not Applicable
	"Montgomery County, NY"	"36057"	1715	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	32114	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	31042	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	7179	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	7318	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	12694	Not Applicable	Not Applicable
	"Ontario County, NY"	"36069"	2912	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	8347	Not Applicable	Not Applicable
	"Orleans County, NY"	"36073"	1209	Not Applicable	Not Applicable
	"Oswego County, NY"	"36075"	3214	Not Applicable	Not Applicable
	"Otsego County, NY"	"36077"	1777	Not Applicable	Not Applicable
	"Putnam County, NY"	"36079"	2086	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	48483	Not Applicable	Not Applicable
	"Rensselaer County, NY"	"36083"	4346	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	11557	Not Applicable	Not Applicable
	"Rockland County, NY"	"36087"	6808	Not Applicable	Not Applicable
	"St. Lawrence County, NY"	"36089"	3042	Not Applicable	Not Applicable
	"Saratoga County, NY"	"36091"	5563	Not Applicable	Not Applicable
	"Schenectady County, NY"	"36093"	4451	Not Applicable	Not Applicable
	"Schoharie County, NY"	"36095"	858	Not Applicable	Not Applicable
	"Schuyler County, NY"	"36097"	623	Not Applicable	Not Applicable
	"Seneca County, NY"	"36099"	978	Not Applicable	Not Applicable
	"Steuben County, NY"	"36101"	3081	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	37050	Not Applicable	Not Applicable
	"Sullivan County, NY"	"36105"	2225	Not Applicable	Not Applicable
	"Tioga County, NY"	"36107"	1461	Not Applicable	Not Applicable
	"Tompkins County, NY"	"36109"	1799	Not Applicable	Not Applicable
	"Ulster County, NY"	"36111"	4994	Not Applicable	Not Applicable
	"Warren County, NY"	"36113"	2073	Not Applicable	Not Applicable
	"Washington County, NY"	"36115"	1947	Not Applicable	Not Applicable
	"Wayne County, NY"	"36117"	2578	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	21450	Not Applicable	Not Applicable
	"Wyoming County, NY"	"36121"	1082	Not Applicable	Not Applicable
	"Yates County, NY"	"36123"	719	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	5117	Not Applicable	Not Applicable
	"Alexander County, NC"	"37003"	1373	Not Applicable	Not Applicable
	"Alleghany County, NC"	"37005"	418	Not Applicable	Not Applicable
	"Anson County, NC"	"37007"	938	Not Applicable	Not Applicable
	"Ashe County, NC"	"37009"	1100	Not Applicable	Not Applicable
	"Avery County, NC"	"37011"	579	Not Applicable	Not Applicable
	"Beaufort County, NC"	"37013"	1756	Not Applicable	Not Applicable
	"Bertie County, NC"	"37015"	786	Not Applicable	Not Applicable
	"Bladen County, NC"	"37017"	1358	Not Applicable	Not Applicable
	"Brunswick County, NC"	"37019"	4955	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	7726	Not Applicable	Not Applicable
	"Burke County, NC"	"37023"	3204	Not Applicable	Not Applicable
	"Cabarrus County, NC"	"37025"	4906	Not Applicable	Not Applicable
	"Caldwell County, NC"	"37027"	3185	Not Applicable	Not Applicable
	"Camden County, NC"	"37029"	289	Not Applicable	Not Applicable
	"Carteret County, NC"	"37031"	2514	Not Applicable	Not Applicable
	"Caswell County, NC"	"37033"	877	Not Applicable	Not Applicable
	"Catawba County, NC"	"37035"	5359	Not Applicable	Not Applicable
	"Chatham County, NC"	"37037"	2137	Not Applicable	Not Applicable
	"Cherokee County, NC"	"37039"	1221	Not Applicable	Not Applicable
	"Chowan County, NC"	"37041"	593	Not Applicable	Not Applicable
	"Clay County, NC"	"37043"	411	Not Applicable	Not Applicable
	"Cleveland County, NC"	"37045"	3763	Not Applicable	Not Applicable
	"Columbus County, NC"	"37047"	2240	Not Applicable	Not Applicable
	"Craven County, NC"	"37049"	3343	Not Applicable	Not Applicable
	"Cumberland County, NC"	"37051"	8502	Not Applicable	Not Applicable
	"Currituck County, NC"	"37053"	765	Not Applicable	Not Applicable
	"Dare County, NC"	"37055"	991	Not Applicable	Not Applicable
	"Davidson County, NC"	"37057"	5778	Not Applicable	Not Applicable
	"Davie County, NC"	"37059"	1431	Not Applicable	Not Applicable
	"Duplin County, NC"	"37061"	1778	Not Applicable	Not Applicable
	"Durham County, NC"	"37063"	6015	Not Applicable	Not Applicable
	"Edgecombe County, NC"	"37065"	1923	Not Applicable	Not Applicable
	"Forsyth County, NC"	"37067"	10425	Not Applicable	Not Applicable
	"Franklin County, NC"	"37069"	1856	Not Applicable	Not Applicable
	"Gaston County, NC"	"37071"	7492	Not Applicable	Not Applicable
	"Gates County, NC"	"37073"	390	Not Applicable	Not Applicable
	"Graham County, NC"	"37075"	311	Not Applicable	Not Applicable
	"Granville County, NC"	"37077"	1783	Not Applicable	Not Applicable
	"Greene County, NC"	"37079"	612	Not Applicable	Not Applicable
	"Guilford County, NC"	"37081"	13866	Not Applicable	Not Applicable
	"Halifax County, NC"	"37083"	2120	Not Applicable	Not Applicable
	"Harnett County, NC"	"37085"	3416	Not Applicable	Not Applicable
	"Haywood County, NC"	"37087"	2508	Not Applicable	Not Applicable
	"Henderson County, NC"	"37089"	4058	Not Applicable	Not Applicable
	"Hertford County, NC"	"37091"	853	Not Applicable	Not Applicable
	"Hoke County, NC"	"37093"	1245	Not Applicable	Not Applicable
	"Hyde County, NC"	"37095"	138	Not Applicable	Not Applicable
	"Iredell County, NC"	"37097"	5034	Not Applicable	Not Applicable
	"Jackson County, NC"	"37099"	1127	Not Applicable	Not Applicable
	"Johnston County, NC"	"37101"	5010	Not Applicable	Not Applicable
	"Jones County, NC"	"37103"	413	Not Applicable	Not Applicable
	"Lee County, NC"	"37105"	1954	Not Applicable	Not Applicable
	"Lenoir County, NC"	"37107"	2293	Not Applicable	Not Applicable
	"Lincoln County, NC"	"37109"	2626	Not Applicable	Not Applicable
	"McDowell County, NC"	"37111"	1693	Not Applicable	Not Applicable
	"Macon County, NC"	"37113"	1525	Not Applicable	Not Applicable
	"Madison County, NC"	"37115"	732	Not Applicable	Not Applicable
	"Martin County, NC"	"37117"	999	Not Applicable	Not Applicable
	"Mecklenburg County, NC"	"37119"	19579	Not Applicable	Not Applicable
	"Mitchell County, NC"	"37121"	674	Not Applicable	Not Applicable
	"Montgomery County, NC"	"37123"	969	Not Applicable	Not Applicable
	"Moore County, NC"	"37125"	3497	Not Applicable	Not Applicable
	"Nash County, NC"	"37127"	3138	Not Applicable	Not Applicable
	"New Hanover County, NC"	"37129"	5934	Not Applicable	Not Applicable
	"Northampton County, NC"	"37131"	861	Not Applicable	Not Applicable
	"Onslow County, NC"	"37133"	3968	Not Applicable	Not Applicable
	"Orange County, NC"	"37135"	2345	Not Applicable	Not Applicable
	"Pamlico County, NC"	"37137"	514	Not Applicable	Not Applicable
	"Pasquotank County, NC"	"37139"	1311	Not Applicable	Not Applicable
	"Pender County, NC"	"37141"	1851	Not Applicable	Not Applicable
	"Perquimans County, NC"	"37143"	522	Not Applicable	Not Applicable
	"Person County, NC"	"37145"	1340	Not Applicable	Not Applicable
	"Pitt County, NC"	"37147"	4240	Not Applicable	Not Applicable
	"Polk County, NC"	"37149"	871	Not Applicable	Not Applicable
	"Randolph County, NC"	"37151"	4951	Not Applicable	Not Applicable
	"Richmond County, NC"	"37153"	1796	Not Applicable	Not Applicable
	"Robeson County, NC"	"37155"	4624	Not Applicable	Not Applicable
	"Rockingham County, NC"	"37157"	3669	Not Applicable	Not Applicable
	"Rowan County, NC"	"37159"	5198	Not Applicable	Not Applicable
	"Rutherford County, NC"	"37161"	2703	Not Applicable	Not Applicable
	"Sampson County, NC"	"37163"	2107	Not Applicable	Not Applicable
	"Scotland County, NC"	"37165"	1381	Not Applicable	Not Applicable
	"Stanly County, NC"	"37167"	2224	Not Applicable	Not Applicable
	"Stokes County, NC"	"37169"	1748	Not Applicable	Not Applicable
	"Surry County, NC"	"37171"	2800	Not Applicable	Not Applicable
	"Swain County, NC"	"37173"	643	Not Applicable	Not Applicable
	"Transylvania County, NC"	"37175"	1202	Not Applicable	Not Applicable
	"Tyrrell County, NC"	"37177"	114	Not Applicable	Not Applicable
	"Union County, NC"	"37179"	4703	Not Applicable	Not Applicable
	"Vance County, NC"	"37181"	1647	Not Applicable	Not Applicable
	"Wake County, NC"	"37183"	17288	Not Applicable	Not Applicable
	"Warren County, NC"	"37185"	789	Not Applicable	Not Applicable
	"Washington County, NC"	"37187"	511	Not Applicable	Not Applicable
	"Watauga County, NC"	"37189"	1117	Not Applicable	Not Applicable
	"Wayne County, NC"	"37191"	3749	Not Applicable	Not Applicable
	"Wilkes County, NC"	"37193"	2577	Not Applicable	Not Applicable
	"Wilson County, NC"	"37195"	2889	Not Applicable	Not Applicable
	"Yadkin County, NC"	"37197"	1331	Not Applicable	Not Applicable
	"Yancey County, NC"	"37199"	741	Not Applicable	Not Applicable
	"Adams County, ND"	"38001"	80	Not Applicable	Not Applicable
	"Barnes County, ND"	"38003"	402	Not Applicable	Not Applicable
	"Benson County, ND"	"38005"	255	Not Applicable	Not Applicable
	"Billings County, ND"	"38007"	17	Not Applicable	Not Applicable
	"Bottineau County, ND"	"38009"	178	Not Applicable	Not Applicable
	"Bowman County, ND"	"38011"	104	Not Applicable	Not Applicable
	"Burke County, ND"	"38013"	50	Not Applicable	Not Applicable
	"Burleigh County, ND"	"38015"	2300	Not Applicable	Not Applicable
	"Cass County, ND"	"38017"	3450	Not Applicable	Not Applicable
	"Cavalier County, ND"	"38019"	119	Not Applicable	Not Applicable
	"Dickey County, ND"	"38021"	195	Not Applicable	Not Applicable
	"Divide County, ND"	"38023"	67	Not Applicable	Not Applicable
	"Dunn County, ND"	"38025"	104	Not Applicable	Not Applicable
