"Notes"	"Month"	"Month Code"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Jan., 2021"	"2021/01"	"Lincoln County, NE"	"31111"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Sarpy County, NE"	"31153"	17	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Churchill County, NV"	"32001"	10	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Clark County, NV"	"32003"	860	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Douglas County, NV"	"32005"	11	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Lyon County, NV"	"32019"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Nye County, NV"	"32023"	40	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Washoe County, NV"	"32031"	104	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Carson City, NV"	"32510"	37	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Belknap County, NH"	"33001"	33	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cheshire County, NH"	"33005"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Coos County, NH"	"33007"	10	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Hillsborough County, NH"	"33011"	94	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Merrimack County, NH"	"33013"	24	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Rockingham County, NH"	"33015"	46	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Strafford County, NH"	"33017"	31	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Sullivan County, NH"	"33019"	11	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Atlantic County, NJ"	"34001"	115	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Bergen County, NJ"	"34003"	151	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Burlington County, NJ"	"34005"	60	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Camden County, NJ"	"34007"	138	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cape May County, NJ"	"34009"	22	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cumberland County, NJ"	"34011"	72	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Essex County, NJ"	"34013"	132	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Gloucester County, NJ"	"34015"	84	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Hudson County, NJ"	"34017"	165	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Hunterdon County, NJ"	"34019"	14	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Mercer County, NJ"	"34021"	85	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Middlesex County, NJ"	"34023"	209	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Monmouth County, NJ"	"34025"	198	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Morris County, NJ"	"34027"	90	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Ocean County, NJ"	"34029"	262	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Passaic County, NJ"	"34031"	136	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Salem County, NJ"	"34033"	26	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Somerset County, NJ"	"34035"	66	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Sussex County, NJ"	"34037"	35	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Union County, NJ"	"34039"	109	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Warren County, NJ"	"34041"	29	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Bernalillo County, NM"	"35001"	139	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Chaves County, NM"	"35005"	25	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cibola County, NM"	"35006"	26	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Colfax County, NM"	"35007"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Curry County, NM"	"35009"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Dona Ana County, NM"	"35013"	49	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Eddy County, NM"	"35015"	25	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Grant County, NM"	"35017"	10	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Lea County, NM"	"35025"	26	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Luna County, NM"	"35029"	18	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"McKinley County, NM"	"35031"	64	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Rio Arriba County, NM"	"35039"	14	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Roosevelt County, NM"	"35041"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Sandoval County, NM"	"35043"	35	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"San Juan County, NM"	"35045"	88	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Santa Fe County, NM"	"35049"	37	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Valencia County, NM"	"35061"	21	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Albany County, NY"	"36001"	96	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Bronx County, NY"	"36005"	294	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Broome County, NY"	"36007"	93	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cattaraugus County, NY"	"36009"	25	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cayuga County, NY"	"36011"	69	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Chautauqua County, NY"	"36013"	86	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Chemung County, NY"	"36015"	19	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Chenango County, NY"	"36017"	35	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Clinton County, NY"	"36019"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Columbia County, NY"	"36021"	29	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cortland County, NY"	"36023"	20	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Delaware County, NY"	"36025"	21	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Dutchess County, NY"	"36027"	140	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Erie County, NY"	"36029"	284	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Fulton County, NY"	"36035"	28	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Genesee County, NY"	"36037"	55	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Greene County, NY"	"36039"	29	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Herkimer County, NY"	"36043"	62	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Jefferson County, NY"	"36045"	43	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Kings County, NY"	"36047"	616	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Lewis County, NY"	"36049"	13	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Livingston County, NY"	"36051"	20	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Madison County, NY"	"36053"	18	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Monroe County, NY"	"36055"	354	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Montgomery County, NY"	"36057"	29	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Nassau County, NY"	"36059"	368	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"New York County, NY"	"36061"	263	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Niagara County, NY"	"36063"	120	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Oneida County, NY"	"36065"	163	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Onondaga County, NY"	"36067"	169	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Ontario County, NY"	"36069"	37	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Orange County, NY"	"36071"	93	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Orleans County, NY"	"36073"	17	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Oswego County, NY"	"36075"	47	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Otsego County, NY"	"36077"	20	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Putnam County, NY"	"36079"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Queens County, NY"	"36081"	572	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Rensselaer County, NY"	"36083"	46	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Richmond County, NY"	"36085"	142	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Rockland County, NY"	"36087"	80	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"St. Lawrence County, NY"	"36089"	21	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Saratoga County, NY"	"36091"	79	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Schenectady County, NY"	"36093"	67	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Seneca County, NY"	"36099"	14	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Steuben County, NY"	"36101"	23	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Suffolk County, NY"	"36103"	538	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Sullivan County, NY"	"36105"	17	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Tompkins County, NY"	"36109"	21	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Ulster County, NY"	"36111"	74	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Warren County, NY"	"36113"	17	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Washington County, NY"	"36115"	21	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Wayne County, NY"	"36117"	25	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Westchester County, NY"	"36119"	298	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Wyoming County, NY"	"36121"	21	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Alamance County, NC"	"37001"	57	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Alexander County, NC"	"37003"	26	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Anson County, NC"	"37007"	24	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Ashe County, NC"	"37009"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Avery County, NC"	"37011"	10	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Beaufort County, NC"	"37013"	17	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Brunswick County, NC"	"37019"	31	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Buncombe County, NC"	"37021"	90	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Burke County, NC"	"37023"	44	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cabarrus County, NC"	"37025"	68	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Caldwell County, NC"	"37027"	51	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Carteret County, NC"	"37031"	11	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Caswell County, NC"	"37033"	13	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Catawba County, NC"	"37035"	85	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cherokee County, NC"	"37039"	10	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cleveland County, NC"	"37045"	49	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Columbus County, NC"	"37047"	33	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Craven County, NC"	"37049"	28	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cumberland County, NC"	"37051"	100	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Davidson County, NC"	"37057"	76	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Davie County, NC"	"37059"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Duplin County, NC"	"37061"	34	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Durham County, NC"	"37063"	54	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Edgecombe County, NC"	"37065"	10	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Forsyth County, NC"	"37067"	94	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Franklin County, NC"	"37069"	18	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Gaston County, NC"	"37071"	98	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Granville County, NC"	"37077"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Guilford County, NC"	"37081"	166	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Halifax County, NC"	"37083"	36	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Harnett County, NC"	"37085"	48	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Haywood County, NC"	"37087"	18	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Henderson County, NC"	"37089"	38	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Hoke County, NC"	"37093"	15	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Iredell County, NC"	"37097"	79	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Jackson County, NC"	"37099"	15	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Johnston County, NC"	"37101"	57	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Lee County, NC"	"37105"	15	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Lenoir County, NC"	"37107"	26	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Lincoln County, NC"	"37109"	49	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"McDowell County, NC"	"37111"	15	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Macon County, NC"	"37113"	26	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Madison County, NC"	"37115"	15	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Mecklenburg County, NC"	"37119"	221	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Mitchell County, NC"	"37121"	11	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Montgomery County, NC"	"37123"	27	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Moore County, NC"	"37125"	58	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Nash County, NC"	"37127"	24	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"New Hanover County, NC"	"37129"	39	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Northampton County, NC"	"37131"	15	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Onslow County, NC"	"37133"	49	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Orange County, NC"	"37135"	23	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Pasquotank County, NC"	"37139"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Pender County, NC"	"37141"	33	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Person County, NC"	"37145"	30	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Pitt County, NC"	"37147"	38	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Polk County, NC"	"37149"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Randolph County, NC"	"37151"	76	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Richmond County, NC"	"37153"	23	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Robeson County, NC"	"37155"	56	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Rockingham County, NC"	"37157"	50	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Rowan County, NC"	"37159"	81	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Rutherford County, NC"	"37161"	44	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Sampson County, NC"	"37163"	18	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Scotland County, NC"	"37165"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Stanly County, NC"	"37167"	36	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Stokes County, NC"	"37169"	13	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Surry County, NC"	"37171"	31	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Union County, NC"	"37179"	65	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Vance County, NC"	"37181"	11	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Wake County, NC"	"37183"	154	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Washington County, NC"	"37187"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Watauga County, NC"	"37189"	13	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Wayne County, NC"	"37191"	43	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Wilkes County, NC"	"37193"	21	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Wilson County, NC"	"37195"	33	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Yadkin County, NC"	"37197"	13	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Yancey County, NC"	"37199"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cass County, ND"	"38017"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Adams County, OH"	"39001"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Allen County, OH"	"39003"	36	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Ashland County, OH"	"39005"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Ashtabula County, OH"	"39007"	29	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Athens County, OH"	"39009"	21	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Auglaize County, OH"	"39011"	15	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Belmont County, OH"	"39013"	54	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Brown County, OH"	"39015"	21	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Butler County, OH"	"39017"	107	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Carroll County, OH"	"39019"	17	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Champaign County, OH"	"39021"	14	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Clark County, OH"	"39023"	49	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Clermont County, OH"	"39025"	59	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Clinton County, OH"	"39027"	11	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Columbiana County, OH"	"39029"	39	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Coshocton County, OH"	"39031"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Crawford County, OH"	"39033"	17	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cuyahoga County, OH"	"39035"	389	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Darke County, OH"	"39037"	20	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Defiance County, OH"	"39039"	18	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Delaware County, OH"	"39041"	30	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Erie County, OH"	"39043"	36	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Fairfield County, OH"	"39045"	43	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Franklin County, OH"	"39049"	207	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Fulton County, OH"	"39051"	10	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Geauga County, OH"	"39055"	23	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Greene County, OH"	"39057"	51	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Hamilton County, OH"	"39061"	249	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Hancock County, OH"	"39063"	25	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Hardin County, OH"	"39065"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Harrison County, OH"	"39067"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Henry County, OH"	"39069"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Highland County, OH"	"39071"	11	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Hocking County, OH"	"39073"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Huron County, OH"	"39077"	23	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Jackson County, OH"	"39079"	11	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Jefferson County, OH"	"39081"	46	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Knox County, OH"	"39083"	29	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Lake County, OH"	"39085"	74	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Lawrence County, OH"	"39087"	26	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Licking County, OH"	"39089"	36	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Logan County, OH"	"39091"	26	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Lorain County, OH"	"39093"	97	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Lucas County, OH"	"39095"	120	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Madison County, OH"	"39097"	10	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Mahoning County, OH"	"39099"	80	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Marion County, OH"	"39101"	20	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Medina County, OH"	"39103"	49	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Meigs County, OH"	"39105"	11	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Miami County, OH"	"39109"	49	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Monroe County, OH"	"39111"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Montgomery County, OH"	"39113"	202	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Muskingum County, OH"	"39119"	25	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Ottawa County, OH"	"39123"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Pickaway County, OH"	"39129"	30	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Pike County, OH"	"39131"	10	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Portage County, OH"	"39133"	45	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Preble County, OH"	"39135"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Putnam County, OH"	"39137"	12	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Richland County, OH"	"39139"	49	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Ross County, OH"	"39141"	21	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Sandusky County, OH"	"39143"	23	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Scioto County, OH"	"39145"	24	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Seneca County, OH"	"39147"	34	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Shelby County, OH"	"39149"	25	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Stark County, OH"	"39151"	173	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Summit County, OH"	"39153"	165	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Trumbull County, OH"	"39155"	85	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Tuscarawas County, OH"	"39157"	59	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Union County, OH"	"39159"	13	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Warren County, OH"	"39165"	79	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Washington County, OH"	"39167"	19	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Wayne County, OH"	"39169"	31	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Williams County, OH"	"39171"	18	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Wood County, OH"	"39173"	24	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Wyandot County, OH"	"39175"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Adair County, OK"	"40001"	22	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Atoka County, OK"	"40005"	11	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Beckham County, OK"	"40009"	14	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Bryan County, OK"	"40013"	27	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Caddo County, OK"	"40015"	24	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Canadian County, OK"	"40017"	40	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Carter County, OK"	"40019"	60	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cherokee County, OK"	"40021"	20	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Cleveland County, OK"	"40027"	79	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Comanche County, OK"	"40031"	62	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Creek County, OK"	"40037"	47	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Custer County, OK"	"40039"	18	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Delaware County, OK"	"40041"	16	Not Applicable	Not Applicable
	"Jan., 2021"	"2021/01"	"Garfield County, OK"	"40047"	22	Not Applicable	Not Applicable
