"Notes"	"Residence County"	"Residence County Code"	Deaths	Population	Crude Rate
	"Pasquotank County, NC"	"37139"	17	Not Applicable	Not Applicable
	"Pitt County, NC"	"37147"	28	Not Applicable	Not Applicable
	"Polk County, NC"	"37149"	10	Not Applicable	Not Applicable
	"Randolph County, NC"	"37151"	51	Not Applicable	Not Applicable
	"Richmond County, NC"	"37153"	15	Not Applicable	Not Applicable
	"Robeson County, NC"	"37155"	70	Not Applicable	Not Applicable
	"Rockingham County, NC"	"37157"	21	Not Applicable	Not Applicable
	"Rowan County, NC"	"37159"	48	Not Applicable	Not Applicable
	"Rutherford County, NC"	"37161"	21	Not Applicable	Not Applicable
	"Sampson County, NC"	"37163"	17	Not Applicable	Not Applicable
	"Stanly County, NC"	"37167"	39	Not Applicable	Not Applicable
	"Surry County, NC"	"37171"	18	Not Applicable	Not Applicable
	"Union County, NC"	"37179"	53	Not Applicable	Not Applicable
	"Vance County, NC"	"37181"	37	Not Applicable	Not Applicable
	"Wake County, NC"	"37183"	235	Not Applicable	Not Applicable
	"Wayne County, NC"	"37191"	54	Not Applicable	Not Applicable
	"Wilkes County, NC"	"37193"	23	Not Applicable	Not Applicable
	"Wilson County, NC"	"37195"	34	Not Applicable	Not Applicable
	"Burleigh County, ND"	"38015"	12	Not Applicable	Not Applicable
	"Cass County, ND"	"38017"	67	Not Applicable	Not Applicable
	"Allen County, OH"	"39003"	51	Not Applicable	Not Applicable
	"Ashtabula County, OH"	"39007"	37	Not Applicable	Not Applicable
	"Belmont County, OH"	"39013"	24	Not Applicable	Not Applicable
	"Butler County, OH"	"39017"	89	Not Applicable	Not Applicable
	"Clark County, OH"	"39023"	29	Not Applicable	Not Applicable
	"Clermont County, OH"	"39025"	14	Not Applicable	Not Applicable
	"Columbiana County, OH"	"39029"	71	Not Applicable	Not Applicable
	"Crawford County, OH"	"39033"	11	Not Applicable	Not Applicable
	"Cuyahoga County, OH"	"39035"	548	Not Applicable	Not Applicable
	"Darke County, OH"	"39037"	32	Not Applicable	Not Applicable
	"Delaware County, OH"	"39041"	20	Not Applicable	Not Applicable
	"Erie County, OH"	"39043"	29	Not Applicable	Not Applicable
	"Fairfield County, OH"	"39045"	41	Not Applicable	Not Applicable
	"Franklin County, OH"	"39049"	480	Not Applicable	Not Applicable
	"Geauga County, OH"	"39055"	44	Not Applicable	Not Applicable
	"Greene County, OH"	"39057"	27	Not Applicable	Not Applicable
	"Hamilton County, OH"	"39061"	263	Not Applicable	Not Applicable
	"Hancock County, OH"	"39063"	10	Not Applicable	Not Applicable
	"Hardin County, OH"	"39065"	11	Not Applicable	Not Applicable
	"Knox County, OH"	"39083"	15	Not Applicable	Not Applicable
	"Lake County, OH"	"39085"	42	Not Applicable	Not Applicable
	"Lawrence County, OH"	"39087"	10	Not Applicable	Not Applicable
	"Licking County, OH"	"39089"	57	Not Applicable	Not Applicable
	"Lorain County, OH"	"39093"	82	Not Applicable	Not Applicable
	"Lucas County, OH"	"39095"	318	Not Applicable	Not Applicable
	"Madison County, OH"	"39097"	11	Not Applicable	Not Applicable
	"Mahoning County, OH"	"39099"	241	Not Applicable	Not Applicable
	"Marion County, OH"	"39101"	37	Not Applicable	Not Applicable
	"Medina County, OH"	"39103"	42	Not Applicable	Not Applicable
	"Mercer County, OH"	"39107"	17	Not Applicable	Not Applicable
	"Miami County, OH"	"39109"	36	Not Applicable	Not Applicable
	"Monroe County, OH"	"39111"	15	Not Applicable	Not Applicable
	"Montgomery County, OH"	"39113"	135	Not Applicable	Not Applicable
	"Ottawa County, OH"	"39123"	29	Not Applicable	Not Applicable
	"Pickaway County, OH"	"39129"	38	Not Applicable	Not Applicable
	"Portage County, OH"	"39133"	57	Not Applicable	Not Applicable
	"Preble County, OH"	"39135"	11	Not Applicable	Not Applicable
	"Putnam County, OH"	"39137"	15	Not Applicable	Not Applicable
	"Richland County, OH"	"39139"	15	Not Applicable	Not Applicable
	"Ross County, OH"	"39141"	17	Not Applicable	Not Applicable
	"Sandusky County, OH"	"39143"	17	Not Applicable	Not Applicable
	"Seneca County, OH"	"39147"	13	Not Applicable	Not Applicable
	"Stark County, OH"	"39151"	138	Not Applicable	Not Applicable
	"Summit County, OH"	"39153"	197	Not Applicable	Not Applicable
	"Trumbull County, OH"	"39155"	116	Not Applicable	Not Applicable
	"Tuscarawas County, OH"	"39157"	17	Not Applicable	Not Applicable
	"Warren County, OH"	"39165"	36	Not Applicable	Not Applicable
	"Washington County, OH"	"39167"	20	Not Applicable	Not Applicable
	"Wayne County, OH"	"39169"	59	Not Applicable	Not Applicable
	"Wood County, OH"	"39173"	54	Not Applicable	Not Applicable
	"Adair County, OK"	"40001"	11	Not Applicable	Not Applicable
	"Caddo County, OK"	"40015"	21	Not Applicable	Not Applicable
	"Canadian County, OK"	"40017"	24	Not Applicable	Not Applicable
	"Cleveland County, OK"	"40027"	55	Not Applicable	Not Applicable
	"Comanche County, OK"	"40031"	10	Not Applicable	Not Applicable
	"Creek County, OK"	"40037"	24	Not Applicable	Not Applicable
	"Delaware County, OK"	"40041"	24	Not Applicable	Not Applicable
	"Garfield County, OK"	"40047"	19	Not Applicable	Not Applicable
	"Kay County, OK"	"40071"	16	Not Applicable	Not Applicable
	"Le Flore County, OK"	"40079"	13	Not Applicable	Not Applicable
	"McClain County, OK"	"40087"	10	Not Applicable	Not Applicable
	"McCurtain County, OK"	"40089"	32	Not Applicable	Not Applicable
	"Mayes County, OK"	"40097"	13	Not Applicable	Not Applicable
	"Muskogee County, OK"	"40101"	19	Not Applicable	Not Applicable
	"Oklahoma County, OK"	"40109"	163	Not Applicable	Not Applicable
	"Osage County, OK"	"40113"	13	Not Applicable	Not Applicable
	"Pittsburg County, OK"	"40121"	14	Not Applicable	Not Applicable
	"Pottawatomie County, OK"	"40125"	10	Not Applicable	Not Applicable
	"Rogers County, OK"	"40131"	36	Not Applicable	Not Applicable
	"Sequoyah County, OK"	"40135"	18	Not Applicable	Not Applicable
	"Tulsa County, OK"	"40143"	146	Not Applicable	Not Applicable
	"Wagoner County, OK"	"40145"	23	Not Applicable	Not Applicable
	"Washington County, OK"	"40147"	37	Not Applicable	Not Applicable
	"Clackamas County, OR"	"41005"	50	Not Applicable	Not Applicable
	"Deschutes County, OR"	"41017"	10	Not Applicable	Not Applicable
	"Lincoln County, OR"	"41041"	11	Not Applicable	Not Applicable
	"Linn County, OR"	"41043"	11	Not Applicable	Not Applicable
	"Malheur County, OR"	"41045"	17	Not Applicable	Not Applicable
	"Marion County, OR"	"41047"	74	Not Applicable	Not Applicable
	"Multnomah County, OR"	"41051"	123	Not Applicable	Not Applicable
	"Polk County, OR"	"41053"	12	Not Applicable	Not Applicable
	"Umatilla County, OR"	"41059"	35	Not Applicable	Not Applicable
	"Washington County, OR"	"41067"	43	Not Applicable	Not Applicable
	"Yamhill County, OR"	"41071"	16	Not Applicable	Not Applicable
	"Adams County, PA"	"42001"	23	Not Applicable	Not Applicable
	"Allegheny County, PA"	"42003"	310	Not Applicable	Not Applicable
	"Beaver County, PA"	"42007"	98	Not Applicable	Not Applicable
	"Berks County, PA"	"42011"	372	Not Applicable	Not Applicable
	"Blair County, PA"	"42013"	13	Not Applicable	Not Applicable
	"Bucks County, PA"	"42017"	554	Not Applicable	Not Applicable
	"Butler County, PA"	"42019"	18	Not Applicable	Not Applicable
	"Carbon County, PA"	"42025"	27	Not Applicable	Not Applicable
	"Centre County, PA"	"42027"	10	Not Applicable	Not Applicable
	"Chester County, PA"	"42029"	343	Not Applicable	Not Applicable
	"Columbia County, PA"	"42037"	38	Not Applicable	Not Applicable
	"Cumberland County, PA"	"42041"	73	Not Applicable	Not Applicable
	"Dauphin County, PA"	"42043"	160	Not Applicable	Not Applicable
	"Delaware County, PA"	"42045"	712	Not Applicable	Not Applicable
	"Erie County, PA"	"42049"	34	Not Applicable	Not Applicable
	"Franklin County, PA"	"42055"	47	Not Applicable	Not Applicable
	"Lackawanna County, PA"	"42069"	203	Not Applicable	Not Applicable
	"Lancaster County, PA"	"42071"	425	Not Applicable	Not Applicable
	"Lawrence County, PA"	"42073"	22	Not Applicable	Not Applicable
	"Lebanon County, PA"	"42075"	55	Not Applicable	Not Applicable
	"Lehigh County, PA"	"42077"	344	Not Applicable	Not Applicable
	"Luzerne County, PA"	"42079"	177	Not Applicable	Not Applicable
	"Lycoming County, PA"	"42081"	23	Not Applicable	Not Applicable
	"Mercer County, PA"	"42085"	18	Not Applicable	Not Applicable
	"Monroe County, PA"	"42089"	134	Not Applicable	Not Applicable
	"Montgomery County, PA"	"42091"	829	Not Applicable	Not Applicable
	"Northampton County, PA"	"42095"	282	Not Applicable	Not Applicable
	"Northumberland County, PA"	"42097"	40	Not Applicable	Not Applicable
	"Philadelphia County, PA"	"42101"	1669	Not Applicable	Not Applicable
	"Pike County, PA"	"42103"	32	Not Applicable	Not Applicable
	"Schuylkill County, PA"	"42107"	49	Not Applicable	Not Applicable
	"Susquehanna County, PA"	"42115"	28	Not Applicable	Not Applicable
	"Washington County, PA"	"42125"	28	Not Applicable	Not Applicable
	"Wayne County, PA"	"42127"	12	Not Applicable	Not Applicable
	"Westmoreland County, PA"	"42129"	46	Not Applicable	Not Applicable
	"York County, PA"	"42133"	117	Not Applicable	Not Applicable
	"Bristol County, RI"	"44001"	18	Not Applicable	Not Applicable
	"Kent County, RI"	"44003"	107	Not Applicable	Not Applicable
	"Newport County, RI"	"44005"	21	Not Applicable	Not Applicable
	"Providence County, RI"	"44007"	685	Not Applicable	Not Applicable
	"Washington County, RI"	"44009"	49	Not Applicable	Not Applicable
	"Abbeville County, SC"	"45001"	15	Not Applicable	Not Applicable
	"Aiken County, SC"	"45003"	64	Not Applicable	Not Applicable
	"Allendale County, SC"	"45005"	10	Not Applicable	Not Applicable
	"Anderson County, SC"	"45007"	125	Not Applicable	Not Applicable
	"Bamberg County, SC"	"45009"	22	Not Applicable	Not Applicable
	"Barnwell County, SC"	"45011"	13	Not Applicable	Not Applicable
	"Beaufort County, SC"	"45013"	63	Not Applicable	Not Applicable
	"Berkeley County, SC"	"45015"	80	Not Applicable	Not Applicable
	"Calhoun County, SC"	"45017"	11	Not Applicable	Not Applicable
	"Charleston County, SC"	"45019"	204	Not Applicable	Not Applicable
	"Cherokee County, SC"	"45021"	32	Not Applicable	Not Applicable
	"Chester County, SC"	"45023"	17	Not Applicable	Not Applicable
	"Chesterfield County, SC"	"45025"	26	Not Applicable	Not Applicable
	"Clarendon County, SC"	"45027"	65	Not Applicable	Not Applicable
	"Colleton County, SC"	"45029"	38	Not Applicable	Not Applicable
	"Darlington County, SC"	"45031"	56	Not Applicable	Not Applicable
	"Dillon County, SC"	"45033"	22	Not Applicable	Not Applicable
	"Dorchester County, SC"	"45035"	74	Not Applicable	Not Applicable
	"Edgefield County, SC"	"45037"	14	Not Applicable	Not Applicable
	"Fairfield County, SC"	"45039"	19	Not Applicable	Not Applicable
	"Florence County, SC"	"45041"	142	Not Applicable	Not Applicable
	"Georgetown County, SC"	"45043"	40	Not Applicable	Not Applicable
	"Greenville County, SC"	"45045"	217	Not Applicable	Not Applicable
	"Greenwood County, SC"	"45047"	40	Not Applicable	Not Applicable
	"Hampton County, SC"	"45049"	21	Not Applicable	Not Applicable
	"Horry County, SC"	"45051"	200	Not Applicable	Not Applicable
	"Jasper County, SC"	"45053"	12	Not Applicable	Not Applicable
	"Kershaw County, SC"	"45055"	27	Not Applicable	Not Applicable
	"Lancaster County, SC"	"45057"	38	Not Applicable	Not Applicable
	"Laurens County, SC"	"45059"	45	Not Applicable	Not Applicable
	"Lee County, SC"	"45061"	41	Not Applicable	Not Applicable
	"Lexington County, SC"	"45063"	123	Not Applicable	Not Applicable
	"Marion County, SC"	"45067"	26	Not Applicable	Not Applicable
	"Marlboro County, SC"	"45069"	12	Not Applicable	Not Applicable
	"Newberry County, SC"	"45071"	15	Not Applicable	Not Applicable
	"Oconee County, SC"	"45073"	24	Not Applicable	Not Applicable
	"Orangeburg County, SC"	"45075"	92	Not Applicable	Not Applicable
	"Pickens County, SC"	"45077"	41	Not Applicable	Not Applicable
	"Richland County, SC"	"45079"	184	Not Applicable	Not Applicable
	"Saluda County, SC"	"45081"	16	Not Applicable	Not Applicable
	"Spartanburg County, SC"	"45083"	148	Not Applicable	Not Applicable
	"Sumter County, SC"	"45085"	76	Not Applicable	Not Applicable
	"Union County, SC"	"45087"	10	Not Applicable	Not Applicable
	"Williamsburg County, SC"	"45089"	50	Not Applicable	Not Applicable
	"York County, SC"	"45091"	78	Not Applicable	Not Applicable
	"Minnehaha County, SD"	"46099"	66	Not Applicable	Not Applicable
	"Pennington County, SD"	"46103"	35	Not Applicable	Not Applicable
	"Bedford County, TN"	"47003"	13	Not Applicable	Not Applicable
	"Blount County, TN"	"47009"	20	Not Applicable	Not Applicable
	"Bradley County, TN"	"47011"	18	Not Applicable	Not Applicable
	"Carroll County, TN"	"47017"	11	Not Applicable	Not Applicable
	"Carter County, TN"	"47019"	21	Not Applicable	Not Applicable
	"Cumberland County, TN"	"47035"	10	Not Applicable	Not Applicable
	"Davidson County, TN"	"47037"	238	Not Applicable	Not Applicable
	"Dyer County, TN"	"47045"	12	Not Applicable	Not Applicable
	"Fayette County, TN"	"47047"	11	Not Applicable	Not Applicable
	"Gibson County, TN"	"47053"	15	Not Applicable	Not Applicable
	"Giles County, TN"	"47055"	10	Not Applicable	Not Applicable
	"Greene County, TN"	"47059"	17	Not Applicable	Not Applicable
	"Hamblen County, TN"	"47063"	24	Not Applicable	Not Applicable
	"Hamilton County, TN"	"47065"	68	Not Applicable	Not Applicable
	"Hardeman County, TN"	"47069"	24	Not Applicable	Not Applicable
	"Hawkins County, TN"	"47073"	10	Not Applicable	Not Applicable
	"Haywood County, TN"	"47075"	15	Not Applicable	Not Applicable
	"Henderson County, TN"	"47077"	15	Not Applicable	Not Applicable
	"Knox County, TN"	"47093"	50	Not Applicable	Not Applicable
	"Lauderdale County, TN"	"47097"	12	Not Applicable	Not Applicable
	"McMinn County, TN"	"47107"	22	Not Applicable	Not Applicable
	"McNairy County, TN"	"47109"	14	Not Applicable	Not Applicable
	"Macon County, TN"	"47111"	17	Not Applicable	Not Applicable
	"Madison County, TN"	"47113"	43	Not Applicable	Not Applicable
	"Maury County, TN"	"47119"	15	Not Applicable	Not Applicable
	"Monroe County, TN"	"47123"	11	Not Applicable	Not Applicable
	"Montgomery County, TN"	"47125"	19	Not Applicable	Not Applicable
	"Putnam County, TN"	"47141"	23	Not Applicable	Not Applicable
	"Robertson County, TN"	"47147"	22	Not Applicable	Not Applicable
	"Rutherford County, TN"	"47149"	75	Not Applicable	Not Applicable
	"Sevier County, TN"	"47155"	12	Not Applicable	Not Applicable
	"Shelby County, TN"	"47157"	379	Not Applicable	Not Applicable
	"Sullivan County, TN"	"47163"	24	Not Applicable	Not Applicable
	"Sumner County, TN"	"47165"	77	Not Applicable	Not Applicable
	"Tipton County, TN"	"47167"	15	Not Applicable	Not Applicable
	"Williamson County, TN"	"47187"	32	Not Applicable	Not Applicable
	"Wilson County, TN"	"47189"	32	Not Applicable	Not Applicable
	"Anderson County, TX"	"48001"	25	Not Applicable	Not Applicable
	"Angelina County, TX"	"48005"	76	Not Applicable	Not Applicable
	"Aransas County, TX"	"48007"	16	Not Applicable	Not Applicable
	"Atascosa County, TX"	"48013"	32	Not Applicable	Not Applicable
	"Austin County, TX"	"48015"	12	Not Applicable	Not Applicable
	"Bastrop County, TX"	"48021"	28	Not Applicable	Not Applicable
	"Bee County, TX"	"48025"	29	Not Applicable	Not Applicable
	"Bell County, TX"	"48027"	75	Not Applicable	Not Applicable
	"Bexar County, TX"	"48029"	1252	Not Applicable	Not Applicable
	"Bowie County, TX"	"48037"	41	Not Applicable	Not Applicable
	"Brazoria County, TX"	"48039"	133	Not Applicable	Not Applicable
	"Brazos County, TX"	"48041"	60	Not Applicable	Not Applicable
	"Brooks County, TX"	"48047"	23	Not Applicable	Not Applicable
	"Brown County, TX"	"48049"	22	Not Applicable	Not Applicable
	"Burnet County, TX"	"48053"	11	Not Applicable	Not Applicable
	"Caldwell County, TX"	"48055"	32	Not Applicable	Not Applicable
	"Cameron County, TX"	"48061"	847	Not Applicable	Not Applicable
	"Cass County, TX"	"48067"	15	Not Applicable	Not Applicable
	"Chambers County, TX"	"48071"	11	Not Applicable	Not Applicable
	"Cherokee County, TX"	"48073"	30	Not Applicable	Not Applicable
	"Collin County, TX"	"48085"	132	Not Applicable	Not Applicable
	"Comal County, TX"	"48091"	81	Not Applicable	Not Applicable
	"Coryell County, TX"	"48099"	12	Not Applicable	Not Applicable
	"Dallas County, TX"	"48113"	1019	Not Applicable	Not Applicable
	"Deaf Smith County, TX"	"48117"	20	Not Applicable	Not Applicable
	"Denton County, TX"	"48121"	143	Not Applicable	Not Applicable
	"DeWitt County, TX"	"48123"	24	Not Applicable	Not Applicable
	"Ector County, TX"	"48135"	72	Not Applicable	Not Applicable
	"Ellis County, TX"	"48139"	61	Not Applicable	Not Applicable
	"El Paso County, TX"	"48141"	494	Not Applicable	Not Applicable
	"Erath County, TX"	"48143"	11	Not Applicable	Not Applicable
	"Fannin County, TX"	"48147"	14	Not Applicable	Not Applicable
	"Fayette County, TX"	"48149"	16	Not Applicable	Not Applicable
	"Fort Bend County, TX"	"48157"	273	Not Applicable	Not Applicable
	"Galveston County, TX"	"48167"	143	Not Applicable	Not Applicable
	"Gonzales County, TX"	"48177"	15	Not Applicable	Not Applicable
	"Grayson County, TX"	"48181"	34	Not Applicable	Not Applicable
	"Gregg County, TX"	"48183"	46	Not Applicable	Not Applicable
	"Grimes County, TX"	"48185"	28	Not Applicable	Not Applicable
	"Guadalupe County, TX"	"48187"	76	Not Applicable	Not Applicable
	"Hale County, TX"	"48189"	48	Not Applicable	Not Applicable
	"Hardin County, TX"	"48199"	23	Not Applicable	Not Applicable
	"Harris County, TX"	"48201"	2474	Not Applicable	Not Applicable
	"Harrison County, TX"	"48203"	37	Not Applicable	Not Applicable
	"Hays County, TX"	"48209"	52	Not Applicable	Not Applicable
	"Henderson County, TX"	"48213"	20	Not Applicable	Not Applicable
	"Hidalgo County, TX"	"48215"	1511	Not Applicable	Not Applicable
	"Hill County, TX"	"48217"	13	Not Applicable	Not Applicable
	"Hood County, TX"	"48221"	22	Not Applicable	Not Applicable
	"Hopkins County, TX"	"48223"	10	Not Applicable	Not Applicable
	"Houston County, TX"	"48225"	10	Not Applicable	Not Applicable
	"Howard County, TX"	"48227"	11	Not Applicable	Not Applicable
	"Hunt County, TX"	"48231"	34	Not Applicable	Not Applicable
	"Jackson County, TX"	"48239"	15	Not Applicable	Not Applicable
	"Jasper County, TX"	"48241"	24	Not Applicable	Not Applicable
	"Jefferson County, TX"	"48245"	132	Not Applicable	Not Applicable
	"Jim Wells County, TX"	"48249"	33	Not Applicable	Not Applicable
	"Johnson County, TX"	"48251"	44	Not Applicable	Not Applicable
	"Karnes County, TX"	"48255"	14	Not Applicable	Not Applicable
	"Kaufman County, TX"	"48257"	43	Not Applicable	Not Applicable
	"Kerr County, TX"	"48265"	11	Not Applicable	Not Applicable
	"Kleberg County, TX"	"48273"	38	Not Applicable	Not Applicable
	"Lamar County, TX"	"48277"	27	Not Applicable	Not Applicable
	"Lamb County, TX"	"48279"	19	Not Applicable	Not Applicable
	"La Salle County, TX"	"48283"	12	Not Applicable	Not Applicable
	"Lavaca County, TX"	"48285"	28	Not Applicable	Not Applicable
	"Lee County, TX"	"48287"	14	Not Applicable	Not Applicable
	"Liberty County, TX"	"48291"	41	Not Applicable	Not Applicable
	"Lubbock County, TX"	"48303"	106	Not Applicable	Not Applicable
	"McLennan County, TX"	"48309"	88	Not Applicable	Not Applicable
	"Marion County, TX"	"48315"	12	Not Applicable	Not Applicable
	"Matagorda County, TX"	"48321"	41	Not Applicable	Not Applicable
	"Maverick County, TX"	"48323"	125	Not Applicable	Not Applicable
	"Medina County, TX"	"48325"	38	Not Applicable	Not Applicable
	"Midland County, TX"	"48329"	62	Not Applicable	Not Applicable
	"Montgomery County, TX"	"48339"	140	Not Applicable	Not Applicable
	"Moore County, TX"	"48341"	19	Not Applicable	Not Applicable
	"Nacogdoches County, TX"	"48347"	55	Not Applicable	Not Applicable
	"Navarro County, TX"	"48349"	27	Not Applicable	Not Applicable
	"Newton County, TX"	"48351"	10	Not Applicable	Not Applicable
	"Nueces County, TX"	"48355"	357	Not Applicable	Not Applicable
	"Orange County, TX"	"48361"	38	Not Applicable	Not Applicable
	"Palo Pinto County, TX"	"48363"	14	Not Applicable	Not Applicable
	"Panola County, TX"	"48365"	21	Not Applicable	Not Applicable
	"Parker County, TX"	"48367"	29	Not Applicable	Not Applicable
	"Polk County, TX"	"48373"	20	Not Applicable	Not Applicable
	"Potter County, TX"	"48375"	55	Not Applicable	Not Applicable
	"Randall County, TX"	"48381"	30	Not Applicable	Not Applicable
	"Red River County, TX"	"48387"	13	Not Applicable	Not Applicable
	"Refugio County, TX"	"48391"	15	Not Applicable	Not Applicable
	"Rockwall County, TX"	"48397"	18	Not Applicable	Not Applicable
	"San Augustine County, TX"	"48405"	15	Not Applicable	Not Applicable
	"San Jacinto County, TX"	"48407"	12	Not Applicable	Not Applicable
	"San Patricio County, TX"	"48409"	66	Not Applicable	Not Applicable
	"Shelby County, TX"	"48419"	24	Not Applicable	Not Applicable
	"Smith County, TX"	"48423"	81	Not Applicable	Not Applicable
	"Starr County, TX"	"48427"	153	Not Applicable	Not Applicable
	"Tarrant County, TX"	"48439"	684	Not Applicable	Not Applicable
	"Taylor County, TX"	"48441"	34	Not Applicable	Not Applicable
	"Titus County, TX"	"48449"	30	Not Applicable	Not Applicable
	"Tom Green County, TX"	"48451"	58	Not Applicable	Not Applicable
	"Travis County, TX"	"48453"	402	Not Applicable	Not Applicable
	"Upshur County, TX"	"48459"	10	Not Applicable	Not Applicable
	"Uvalde County, TX"	"48463"	28	Not Applicable	Not Applicable
	"Val Verde County, TX"	"48465"	112	Not Applicable	Not Applicable
	"Van Zandt County, TX"	"48467"	19	Not Applicable	Not Applicable
	"Victoria County, TX"	"48469"	87	Not Applicable	Not Applicable
	"Walker County, TX"	"48471"	54	Not Applicable	Not Applicable
	"Waller County, TX"	"48473"	17	Not Applicable	Not Applicable
	"Washington County, TX"	"48477"	48	Not Applicable	Not Applicable
	"Webb County, TX"	"48479"	252	Not Applicable	Not Applicable
	"Wharton County, TX"	"48481"	45	Not Applicable	Not Applicable
	"Wichita County, TX"	"48485"	18	Not Applicable	Not Applicable
	"Willacy County, TX"	"48489"	42	Not Applicable	Not Applicable
	"Williamson County, TX"	"48491"	145	Not Applicable	Not Applicable
	"Wilson County, TX"	"48493"	26	Not Applicable	Not Applicable
	"Wise County, TX"	"48497"	15	Not Applicable	Not Applicable
	"Wood County, TX"	"48499"	17	Not Applicable	Not Applicable
	"Zavala County, TX"	"48507"	15	Not Applicable	Not Applicable
	"Davis County, UT"	"49011"	23	Not Applicable	Not Applicable
	"Salt Lake County, UT"	"49035"	202	Not Applicable	Not Applicable
	"San Juan County, UT"	"49037"	31	Not Applicable	Not Applicable
	"Utah County, UT"	"49049"	45	Not Applicable	Not Applicable
	"Washington County, UT"	"49053"	23	Not Applicable	Not Applicable
	"Weber County, UT"	"49057"	24	Not Applicable	Not Applicable
	"Chittenden County, VT"	"50007"	34	Not Applicable	Not Applicable
	"Accomack County, VA"	"51001"	23	Not Applicable	Not Applicable
	"Albemarle County, VA"	"51003"	33	Not Applicable	Not Applicable
	"Arlington County, VA"	"51013"	108	Not Applicable	Not Applicable
	"Bedford County, VA"	"51019"	10	Not Applicable	Not Applicable
	"Buckingham County, VA"	"51029"	10	Not Applicable	Not Applicable
	"Caroline County, VA"	"51033"	10	Not Applicable	Not Applicable
	"Carroll County, VA"	"51035"	29	Not Applicable	Not Applicable
	"Chesterfield County, VA"	"51041"	95	Not Applicable	Not Applicable
	"Culpeper County, VA"	"51047"	19	Not Applicable	Not Applicable
	"Dinwiddie County, VA"	"51053"	10	Not Applicable	Not Applicable
	"Fairfax County, VA"	"51059"	506	Not Applicable	Not Applicable
	"Fauquier County, VA"	"51061"	13	Not Applicable	Not Applicable
	"Fluvanna County, VA"	"51065"	11	Not Applicable	Not Applicable
	"Frederick County, VA"	"51069"	10	Not Applicable	Not Applicable
	"Grayson County, VA"	"51077"	11	Not Applicable	Not Applicable
	"Greensville County, VA"	"51081"	15	Not Applicable	Not Applicable
	"Hanover County, VA"	"51085"	30	Not Applicable	Not Applicable
	"Henrico County, VA"	"51087"	155	Not Applicable	Not Applicable
	"Henry County, VA"	"51089"	30	Not Applicable	Not Applicable
	"Isle of Wight County, VA"	"51093"	12	Not Applicable	Not Applicable
	"James City County, VA"	"51095"	22	Not Applicable	Not Applicable
	"Loudoun County, VA"	"51107"	111	Not Applicable	Not Applicable
	"Mecklenburg County, VA"	"51117"	33	Not Applicable	Not Applicable
	"Northampton County, VA"	"51131"	23	Not Applicable	Not Applicable
	"Page County, VA"	"51139"	27	Not Applicable	Not Applicable
	"Patrick County, VA"	"51141"	20	Not Applicable	Not Applicable
	"Pittsylvania County, VA"	"51143"	14	Not Applicable	Not Applicable
	"Prince Edward County, VA"	"51147"	11	Not Applicable	Not Applicable
	"Prince William County, VA"	"51153"	185	Not Applicable	Not Applicable
	"Roanoke County, VA"	"51161"	17	Not Applicable	Not Applicable
	"Rockingham County, VA"	"51165"	37	Not Applicable	Not Applicable
	"Shenandoah County, VA"	"51171"	37	Not Applicable	Not Applicable
	"Southampton County, VA"	"51175"	13	Not Applicable	Not Applicable
	"Spotsylvania County, VA"	"51177"	39	Not Applicable	Not Applicable
	"Stafford County, VA"	"51179"	19	Not Applicable	Not Applicable
	"Sussex County, VA"	"51183"	13	Not Applicable	Not Applicable
	"York County, VA"	"51199"	10	Not Applicable	Not Applicable
	"Alexandria city, VA"	"51510"	63	Not Applicable	Not Applicable
	"Charlottesville city, VA"	"51540"	15	Not Applicable	Not Applicable
	"Chesapeake city, VA"	"51550"	68	Not Applicable	Not Applicable
	"Danville city, VA"	"51590"	22	Not Applicable	Not Applicable
	"Emporia city, VA"	"51595"	18	Not Applicable	Not Applicable
	"Franklin city, VA"	"51620"	10	Not Applicable	Not Applicable
	"Galax city, VA"	"51640"	12	Not Applicable	Not Applicable
	"Hampton city, VA"	"51650"	22	Not Applicable	Not Applicable
	"Harrisonburg city, VA"	"51660"	23	Not Applicable	Not Applicable
	"Manassas city, VA"	"51683"	36	Not Applicable	Not Applicable
	"Martinsville city, VA"	"51690"	10	Not Applicable	Not Applicable
	"Newport News city, VA"	"51700"	41	Not Applicable	Not Applicable
	"Norfolk city, VA"	"51710"	71	Not Applicable	Not Applicable
	"Petersburg city, VA"	"51730"	31	Not Applicable	Not Applicable
	"Portsmouth city, VA"	"51740"	52	Not Applicable	Not Applicable
	"Richmond city, VA"	"51760"	77	Not Applicable	Not Applicable
	"Roanoke city, VA"	"51770"	11	Not Applicable	Not Applicable
	"Suffolk city, VA"	"51800"	52	Not Applicable	Not Applicable
	"Virginia Beach city, VA"	"51810"	68	Not Applicable	Not Applicable
	"Benton County, WA"	"53005"	102	Not Applicable	Not Applicable
	"Chelan County, WA"	"53007"	11	Not Applicable	Not Applicable
	"Clark County, WA"	"53011"	54	Not Applicable	Not Applicable
	"Franklin County, WA"	"53021"	47	Not Applicable	Not Applicable
	"Grant County, WA"	"53025"	22	Not Applicable	Not Applicable
	"Island County, WA"	"53029"	14	Not Applicable	Not Applicable
	"King County, WA"	"53033"	610	Not Applicable	Not Applicable
	"Kitsap County, WA"	"53035"	13	Not Applicable	Not Applicable
	"Kittitas County, WA"	"53037"	22	Not Applicable	Not Applicable
	"Okanogan County, WA"	"53047"	10	Not Applicable	Not Applicable
