"Notes"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Harding County, NM"	"35021"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Harding County, NM"	"35021"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Harding County, NM"	"35021"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Hidalgo County, NM"	"35023"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Hidalgo County, NM"	"35023"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Hidalgo County, NM"	"35023"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Lea County, NM"	"35025"	"2020"	"2020"	134	Not Applicable	Not Applicable
	"Lea County, NM"	"35025"	"2021"	"2021"	163	Not Applicable	Not Applicable
	"Lea County, NM"	"35025"	"2022 (provisional)"	"2022"	67	Not Applicable	Not Applicable
	"Lincoln County, NM"	"35027"	"2020"	"2020"	18	Not Applicable	Not Applicable
	"Lincoln County, NM"	"35027"	"2021"	"2021"	41	Not Applicable	Not Applicable
	"Lincoln County, NM"	"35027"	"2022 (provisional)"	"2022"	16	Not Applicable	Not Applicable
	"Los Alamos County, NM"	"35028"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Los Alamos County, NM"	"35028"	"2021"	"2021"	10	Not Applicable	Not Applicable
	"Los Alamos County, NM"	"35028"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Luna County, NM"	"35029"	"2020"	"2020"	59	Not Applicable	Not Applicable
	"Luna County, NM"	"35029"	"2021"	"2021"	57	Not Applicable	Not Applicable
	"Luna County, NM"	"35029"	"2022 (provisional)"	"2022"	22	Not Applicable	Not Applicable
	"McKinley County, NM"	"35031"	"2020"	"2020"	374	Not Applicable	Not Applicable
	"McKinley County, NM"	"35031"	"2021"	"2021"	179	Not Applicable	Not Applicable
	"McKinley County, NM"	"35031"	"2022 (provisional)"	"2022"	54	Not Applicable	Not Applicable
	"Mora County, NM"	"35033"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Mora County, NM"	"35033"	"2021"	"2021"	10	Not Applicable	Not Applicable
	"Mora County, NM"	"35033"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Otero County, NM"	"35035"	"2020"	"2020"	45	Not Applicable	Not Applicable
	"Otero County, NM"	"35035"	"2021"	"2021"	122	Not Applicable	Not Applicable
	"Otero County, NM"	"35035"	"2022 (provisional)"	"2022"	31	Not Applicable	Not Applicable
	"Quay County, NM"	"35037"	"2020"	"2020"	10	Not Applicable	Not Applicable
	"Quay County, NM"	"35037"	"2021"	"2021"	39	Not Applicable	Not Applicable
	"Quay County, NM"	"35037"	"2022 (provisional)"	"2022"	14	Not Applicable	Not Applicable
	"Rio Arriba County, NM"	"35039"	"2020"	"2020"	45	Not Applicable	Not Applicable
	"Rio Arriba County, NM"	"35039"	"2021"	"2021"	74	Not Applicable	Not Applicable
	"Rio Arriba County, NM"	"35039"	"2022 (provisional)"	"2022"	32	Not Applicable	Not Applicable
	"Roosevelt County, NM"	"35041"	"2020"	"2020"	40	Not Applicable	Not Applicable
	"Roosevelt County, NM"	"35041"	"2021"	"2021"	47	Not Applicable	Not Applicable
	"Roosevelt County, NM"	"35041"	"2022 (provisional)"	"2022"	13	Not Applicable	Not Applicable
	"Sandoval County, NM"	"35043"	"2020"	"2020"	153	Not Applicable	Not Applicable
	"Sandoval County, NM"	"35043"	"2021"	"2021"	177	Not Applicable	Not Applicable
	"Sandoval County, NM"	"35043"	"2022 (provisional)"	"2022"	67	Not Applicable	Not Applicable
	"San Juan County, NM"	"35045"	"2020"	"2020"	327	Not Applicable	Not Applicable
	"San Juan County, NM"	"35045"	"2021"	"2021"	371	Not Applicable	Not Applicable
	"San Juan County, NM"	"35045"	"2022 (provisional)"	"2022"	90	Not Applicable	Not Applicable
	"San Miguel County, NM"	"35047"	"2020"	"2020"	10	Not Applicable	Not Applicable
	"San Miguel County, NM"	"35047"	"2021"	"2021"	46	Not Applicable	Not Applicable
	"San Miguel County, NM"	"35047"	"2022 (provisional)"	"2022"	21	Not Applicable	Not Applicable
	"Santa Fe County, NM"	"35049"	"2020"	"2020"	87	Not Applicable	Not Applicable
	"Santa Fe County, NM"	"35049"	"2021"	"2021"	137	Not Applicable	Not Applicable
	"Santa Fe County, NM"	"35049"	"2022 (provisional)"	"2022"	82	Not Applicable	Not Applicable
	"Sierra County, NM"	"35051"	"2020"	"2020"	42	Not Applicable	Not Applicable
	"Sierra County, NM"	"35051"	"2021"	"2021"	29	Not Applicable	Not Applicable
	"Sierra County, NM"	"35051"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Socorro County, NM"	"35053"	"2020"	"2020"	48	Not Applicable	Not Applicable
	"Socorro County, NM"	"35053"	"2021"	"2021"	31	Not Applicable	Not Applicable
	"Socorro County, NM"	"35053"	"2022 (provisional)"	"2022"	17	Not Applicable	Not Applicable
	"Taos County, NM"	"35055"	"2020"	"2020"	44	Not Applicable	Not Applicable
	"Taos County, NM"	"35055"	"2021"	"2021"	36	Not Applicable	Not Applicable
	"Taos County, NM"	"35055"	"2022 (provisional)"	"2022"	18	Not Applicable	Not Applicable
	"Torrance County, NM"	"35057"	"2020"	"2020"	10	Not Applicable	Not Applicable
	"Torrance County, NM"	"35057"	"2021"	"2021"	46	Not Applicable	Not Applicable
	"Torrance County, NM"	"35057"	"2022 (provisional)"	"2022"	12	Not Applicable	Not Applicable
	"Union County, NM"	"35059"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Union County, NM"	"35059"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Union County, NM"	"35059"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Valencia County, NM"	"35061"	"2020"	"2020"	73	Not Applicable	Not Applicable
	"Valencia County, NM"	"35061"	"2021"	"2021"	143	Not Applicable	Not Applicable
	"Valencia County, NM"	"35061"	"2022 (provisional)"	"2022"	62	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"2020"	"2020"	209	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"2021"	"2021"	256	Not Applicable	Not Applicable
	"Albany County, NY"	"36001"	"2022 (provisional)"	"2022"	98	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"2020"	"2020"	69	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"2021"	"2021"	81	Not Applicable	Not Applicable
	"Allegany County, NY"	"36003"	"2022 (provisional)"	"2022"	22	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"2020"	"2020"	4277	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"2021"	"2021"	1457	Not Applicable	Not Applicable
	"Bronx County, NY"	"36005"	"2022 (provisional)"	"2022"	609	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"2020"	"2020"	211	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"2021"	"2021"	298	Not Applicable	Not Applicable
	"Broome County, NY"	"36007"	"2022 (provisional)"	"2022"	90	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"2020"	"2020"	53	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"2021"	"2021"	161	Not Applicable	Not Applicable
	"Cattaraugus County, NY"	"36009"	"2022 (provisional)"	"2022"	45	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"2020"	"2020"	29	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"2021"	"2021"	111	Not Applicable	Not Applicable
	"Cayuga County, NY"	"36011"	"2022 (provisional)"	"2022"	40	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"2020"	"2020"	41	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"2021"	"2021"	286	Not Applicable	Not Applicable
	"Chautauqua County, NY"	"36013"	"2022 (provisional)"	"2022"	95	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"2020"	"2020"	100	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"2021"	"2021"	122	Not Applicable	Not Applicable
	"Chemung County, NY"	"36015"	"2022 (provisional)"	"2022"	53	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"2020"	"2020"	29	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"2021"	"2021"	83	Not Applicable	Not Applicable
	"Chenango County, NY"	"36017"	"2022 (provisional)"	"2022"	25	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"2020"	"2020"	10	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"2021"	"2021"	57	Not Applicable	Not Applicable
	"Clinton County, NY"	"36019"	"2022 (provisional)"	"2022"	32	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"2020"	"2020"	44	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"2021"	"2021"	65	Not Applicable	Not Applicable
	"Columbia County, NY"	"36021"	"2022 (provisional)"	"2022"	32	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"2020"	"2020"	28	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"2021"	"2021"	55	Not Applicable	Not Applicable
	"Cortland County, NY"	"36023"	"2022 (provisional)"	"2022"	31	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"2020"	"2020"	23	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"2021"	"2021"	70	Not Applicable	Not Applicable
	"Delaware County, NY"	"36025"	"2022 (provisional)"	"2022"	25	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"2020"	"2020"	264	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"2021"	"2021"	337	Not Applicable	Not Applicable
	"Dutchess County, NY"	"36027"	"2022 (provisional)"	"2022"	150	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"2020"	"2020"	1189	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"2021"	"2021"	1200	Not Applicable	Not Applicable
	"Erie County, NY"	"36029"	"2022 (provisional)"	"2022"	549	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"2021"	"2021"	33	Not Applicable	Not Applicable
	"Essex County, NY"	"36031"	"2022 (provisional)"	"2022"	16	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"2020"	"2020"	11	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"2021"	"2021"	37	Not Applicable	Not Applicable
	"Franklin County, NY"	"36033"	"2022 (provisional)"	"2022"	20	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"2020"	"2020"	48	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"2021"	"2021"	117	Not Applicable	Not Applicable
	"Fulton County, NY"	"36035"	"2022 (provisional)"	"2022"	47	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"2020"	"2020"	57	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"2021"	"2021"	121	Not Applicable	Not Applicable
	"Genesee County, NY"	"36037"	"2022 (provisional)"	"2022"	33	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"2020"	"2020"	28	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"2021"	"2021"	67	Not Applicable	Not Applicable
	"Greene County, NY"	"36039"	"2022 (provisional)"	"2022"	35	Not Applicable	Not Applicable
	"Hamilton County, NY"	"36041"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Hamilton County, NY"	"36041"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Hamilton County, NY"	"36041"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Herkimer County, NY"	"36043"	"2020"	"2020"	35	Not Applicable	Not Applicable
	"Herkimer County, NY"	"36043"	"2021"	"2021"	139	Not Applicable	Not Applicable
	"Herkimer County, NY"	"36043"	"2022 (provisional)"	"2022"	38	Not Applicable	Not Applicable
	"Jefferson County, NY"	"36045"	"2020"	"2020"	13	Not Applicable	Not Applicable
	"Jefferson County, NY"	"36045"	"2021"	"2021"	119	Not Applicable	Not Applicable
	"Jefferson County, NY"	"36045"	"2022 (provisional)"	"2022"	21	Not Applicable	Not Applicable
	"Kings County, NY"	"36047"	"2020"	"2020"	6645	Not Applicable	Not Applicable
	"Kings County, NY"	"36047"	"2021"	"2021"	2759	Not Applicable	Not Applicable
	"Kings County, NY"	"36047"	"2022 (provisional)"	"2022"	1230	Not Applicable	Not Applicable
	"Lewis County, NY"	"36049"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Lewis County, NY"	"36049"	"2021"	"2021"	40	Not Applicable	Not Applicable
	"Lewis County, NY"	"36049"	"2022 (provisional)"	"2022"	11	Not Applicable	Not Applicable
	"Livingston County, NY"	"36051"	"2020"	"2020"	33	Not Applicable	Not Applicable
	"Livingston County, NY"	"36051"	"2021"	"2021"	74	Not Applicable	Not Applicable
	"Livingston County, NY"	"36051"	"2022 (provisional)"	"2022"	30	Not Applicable	Not Applicable
	"Madison County, NY"	"36053"	"2020"	"2020"	70	Not Applicable	Not Applicable
	"Madison County, NY"	"36053"	"2021"	"2021"	71	Not Applicable	Not Applicable
	"Madison County, NY"	"36053"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"2020"	"2020"	654	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"2021"	"2021"	896	Not Applicable	Not Applicable
	"Monroe County, NY"	"36055"	"2022 (provisional)"	"2022"	322	Not Applicable	Not Applicable
	"Montgomery County, NY"	"36057"	"2020"	"2020"	33	Not Applicable	Not Applicable
	"Montgomery County, NY"	"36057"	"2021"	"2021"	116	Not Applicable	Not Applicable
	"Montgomery County, NY"	"36057"	"2022 (provisional)"	"2022"	31	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"2020"	"2020"	2755	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"2021"	"2021"	1305	Not Applicable	Not Applicable
	"Nassau County, NY"	"36059"	"2022 (provisional)"	"2022"	537	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"2020"	"2020"	2787	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"2021"	"2021"	1127	Not Applicable	Not Applicable
	"New York County, NY"	"36061"	"2022 (provisional)"	"2022"	561	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	"2020"	"2020"	234	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	"2021"	"2021"	372	Not Applicable	Not Applicable
	"Niagara County, NY"	"36063"	"2022 (provisional)"	"2022"	146	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	"2020"	"2020"	246	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	"2021"	"2021"	471	Not Applicable	Not Applicable
	"Oneida County, NY"	"36065"	"2022 (provisional)"	"2022"	120	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"2020"	"2020"	474	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"2021"	"2021"	513	Not Applicable	Not Applicable
	"Onondaga County, NY"	"36067"	"2022 (provisional)"	"2022"	174	Not Applicable	Not Applicable
	"Ontario County, NY"	"36069"	"2020"	"2020"	74	Not Applicable	Not Applicable
	"Ontario County, NY"	"36069"	"2021"	"2021"	103	Not Applicable	Not Applicable
	"Ontario County, NY"	"36069"	"2022 (provisional)"	"2022"	48	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"2020"	"2020"	594	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"2021"	"2021"	393	Not Applicable	Not Applicable
	"Orange County, NY"	"36071"	"2022 (provisional)"	"2022"	192	Not Applicable	Not Applicable
	"Orleans County, NY"	"36073"	"2020"	"2020"	49	Not Applicable	Not Applicable
	"Orleans County, NY"	"36073"	"2021"	"2021"	52	Not Applicable	Not Applicable
	"Orleans County, NY"	"36073"	"2022 (provisional)"	"2022"	11	Not Applicable	Not Applicable
	"Oswego County, NY"	"36075"	"2020"	"2020"	48	Not Applicable	Not Applicable
	"Oswego County, NY"	"36075"	"2021"	"2021"	138	Not Applicable	Not Applicable
	"Oswego County, NY"	"36075"	"2022 (provisional)"	"2022"	47	Not Applicable	Not Applicable
	"Otsego County, NY"	"36077"	"2020"	"2020"	19	Not Applicable	Not Applicable
	"Otsego County, NY"	"36077"	"2021"	"2021"	85	Not Applicable	Not Applicable
	"Otsego County, NY"	"36077"	"2022 (provisional)"	"2022"	30	Not Applicable	Not Applicable
	"Putnam County, NY"	"36079"	"2020"	"2020"	116	Not Applicable	Not Applicable
	"Putnam County, NY"	"36079"	"2021"	"2021"	54	Not Applicable	Not Applicable
	"Putnam County, NY"	"36079"	"2022 (provisional)"	"2022"	29	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"2020"	"2020"	6559	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"2021"	"2021"	2516	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"2022 (provisional)"	"2022"	1018	Not Applicable	Not Applicable
	"Rensselaer County, NY"	"36083"	"2020"	"2020"	78	Not Applicable	Not Applicable
	"Rensselaer County, NY"	"36083"	"2021"	"2021"	167	Not Applicable	Not Applicable
	"Rensselaer County, NY"	"36083"	"2022 (provisional)"	"2022"	60	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"2020"	"2020"	1125	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"2021"	"2021"	595	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"2022 (provisional)"	"2022"	270	Not Applicable	Not Applicable
	"Rockland County, NY"	"36087"	"2020"	"2020"	819	Not Applicable	Not Applicable
	"Rockland County, NY"	"36087"	"2021"	"2021"	273	Not Applicable	Not Applicable
	"Rockland County, NY"	"36087"	"2022 (provisional)"	"2022"	149	Not Applicable	Not Applicable
	"St. Lawrence County, NY"	"36089"	"2020"	"2020"	47	Not Applicable	Not Applicable
	"St. Lawrence County, NY"	"36089"	"2021"	"2021"	139	Not Applicable	Not Applicable
	"St. Lawrence County, NY"	"36089"	"2022 (provisional)"	"2022"	59	Not Applicable	Not Applicable
	"Saratoga County, NY"	"36091"	"2020"	"2020"	64	Not Applicable	Not Applicable
	"Saratoga County, NY"	"36091"	"2021"	"2021"	252	Not Applicable	Not Applicable
	"Saratoga County, NY"	"36091"	"2022 (provisional)"	"2022"	100	Not Applicable	Not Applicable
	"Schenectady County, NY"	"36093"	"2020"	"2020"	88	Not Applicable	Not Applicable
	"Schenectady County, NY"	"36093"	"2021"	"2021"	188	Not Applicable	Not Applicable
	"Schenectady County, NY"	"36093"	"2022 (provisional)"	"2022"	73	Not Applicable	Not Applicable
	"Schoharie County, NY"	"36095"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Schoharie County, NY"	"36095"	"2021"	"2021"	33	Not Applicable	Not Applicable
	"Schoharie County, NY"	"36095"	"2022 (provisional)"	"2022"	15	Not Applicable	Not Applicable
	"Schuyler County, NY"	"36097"	"2020"	"2020"	11	Not Applicable	Not Applicable
	"Schuyler County, NY"	"36097"	"2021"	"2021"	17	Not Applicable	Not Applicable
	"Schuyler County, NY"	"36097"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Seneca County, NY"	"36099"	"2020"	"2020"	30	Not Applicable	Not Applicable
	"Seneca County, NY"	"36099"	"2021"	"2021"	52	Not Applicable	Not Applicable
	"Seneca County, NY"	"36099"	"2022 (provisional)"	"2022"	13	Not Applicable	Not Applicable
	"Steuben County, NY"	"36101"	"2020"	"2020"	123	Not Applicable	Not Applicable
	"Steuben County, NY"	"36101"	"2021"	"2021"	145	Not Applicable	Not Applicable
	"Steuben County, NY"	"36101"	"2022 (provisional)"	"2022"	43	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"2020"	"2020"	2804	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"2021"	"2021"	1766	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"2022 (provisional)"	"2022"	775	Not Applicable	Not Applicable
	"Sullivan County, NY"	"36105"	"2020"	"2020"	63	Not Applicable	Not Applicable
	"Sullivan County, NY"	"36105"	"2021"	"2021"	81	Not Applicable	Not Applicable
	"Sullivan County, NY"	"36105"	"2022 (provisional)"	"2022"	48	Not Applicable	Not Applicable
	"Tioga County, NY"	"36107"	"2020"	"2020"	57	Not Applicable	Not Applicable
	"Tioga County, NY"	"36107"	"2021"	"2021"	59	Not Applicable	Not Applicable
	"Tioga County, NY"	"36107"	"2022 (provisional)"	"2022"	29	Not Applicable	Not Applicable
	"Tompkins County, NY"	"36109"	"2020"	"2020"	22	Not Applicable	Not Applicable
	"Tompkins County, NY"	"36109"	"2021"	"2021"	54	Not Applicable	Not Applicable
	"Tompkins County, NY"	"36109"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Ulster County, NY"	"36111"	"2020"	"2020"	149	Not Applicable	Not Applicable
	"Ulster County, NY"	"36111"	"2021"	"2021"	211	Not Applicable	Not Applicable
	"Ulster County, NY"	"36111"	"2022 (provisional)"	"2022"	79	Not Applicable	Not Applicable
	"Warren County, NY"	"36113"	"2020"	"2020"	37	Not Applicable	Not Applicable
	"Warren County, NY"	"36113"	"2021"	"2021"	71	Not Applicable	Not Applicable
	"Warren County, NY"	"36113"	"2022 (provisional)"	"2022"	27	Not Applicable	Not Applicable
	"Washington County, NY"	"36115"	"2020"	"2020"	16	Not Applicable	Not Applicable
	"Washington County, NY"	"36115"	"2021"	"2021"	91	Not Applicable	Not Applicable
	"Washington County, NY"	"36115"	"2022 (provisional)"	"2022"	37	Not Applicable	Not Applicable
	"Wayne County, NY"	"36117"	"2020"	"2020"	50	Not Applicable	Not Applicable
	"Wayne County, NY"	"36117"	"2021"	"2021"	108	Not Applicable	Not Applicable
	"Wayne County, NY"	"36117"	"2022 (provisional)"	"2022"	61	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"2020"	"2020"	1925	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"2021"	"2021"	933	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"2022 (provisional)"	"2022"	378	Not Applicable	Not Applicable
	"Wyoming County, NY"	"36121"	"2020"	"2020"	28	Not Applicable	Not Applicable
	"Wyoming County, NY"	"36121"	"2021"	"2021"	54	Not Applicable	Not Applicable
	"Wyoming County, NY"	"36121"	"2022 (provisional)"	"2022"	17	Not Applicable	Not Applicable
	"Yates County, NY"	"36123"	"2020"	"2020"	16	Not Applicable	Not Applicable
	"Yates County, NY"	"36123"	"2021"	"2021"	25	Not Applicable	Not Applicable
	"Yates County, NY"	"36123"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	"2020"	"2020"	149	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	"2021"	"2021"	177	Not Applicable	Not Applicable
	"Alamance County, NC"	"37001"	"2022 (provisional)"	"2022"	99	Not Applicable	Not Applicable
	"Alexander County, NC"	"37003"	"2020"	"2020"	44	Not Applicable	Not Applicable
	"Alexander County, NC"	"37003"	"2021"	"2021"	98	Not Applicable	Not Applicable
	"Alexander County, NC"	"37003"	"2022 (provisional)"	"2022"	26	Not Applicable	Not Applicable
	"Alleghany County, NC"	"37005"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Alleghany County, NC"	"37005"	"2021"	"2021"	14	Not Applicable	Not Applicable
	"Alleghany County, NC"	"37005"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Anson County, NC"	"37007"	"2020"	"2020"	34	Not Applicable	Not Applicable
	"Anson County, NC"	"37007"	"2021"	"2021"	74	Not Applicable	Not Applicable
	"Anson County, NC"	"37007"	"2022 (provisional)"	"2022"	18	Not Applicable	Not Applicable
	"Ashe County, NC"	"37009"	"2020"	"2020"	34	Not Applicable	Not Applicable
	"Ashe County, NC"	"37009"	"2021"	"2021"	58	Not Applicable	Not Applicable
	"Ashe County, NC"	"37009"	"2022 (provisional)"	"2022"	28	Not Applicable	Not Applicable
	"Avery County, NC"	"37011"	"2020"	"2020"	19	Not Applicable	Not Applicable
	"Avery County, NC"	"37011"	"2021"	"2021"	33	Not Applicable	Not Applicable
	"Avery County, NC"	"37011"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Beaufort County, NC"	"37013"	"2020"	"2020"	65	Not Applicable	Not Applicable
	"Beaufort County, NC"	"37013"	"2021"	"2021"	81	Not Applicable	Not Applicable
	"Beaufort County, NC"	"37013"	"2022 (provisional)"	"2022"	34	Not Applicable	Not Applicable
	"Bertie County, NC"	"37015"	"2020"	"2020"	38	Not Applicable	Not Applicable
	"Bertie County, NC"	"37015"	"2021"	"2021"	28	Not Applicable	Not Applicable
	"Bertie County, NC"	"37015"	"2022 (provisional)"	"2022"	18	Not Applicable	Not Applicable
	"Bladen County, NC"	"37017"	"2020"	"2020"	27	Not Applicable	Not Applicable
	"Bladen County, NC"	"37017"	"2021"	"2021"	88	Not Applicable	Not Applicable
	"Bladen County, NC"	"37017"	"2022 (provisional)"	"2022"	34	Not Applicable	Not Applicable
	"Brunswick County, NC"	"37019"	"2020"	"2020"	84	Not Applicable	Not Applicable
	"Brunswick County, NC"	"37019"	"2021"	"2021"	203	Not Applicable	Not Applicable
	"Brunswick County, NC"	"37019"	"2022 (provisional)"	"2022"	94	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"2020"	"2020"	158	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"2021"	"2021"	265	Not Applicable	Not Applicable
	"Buncombe County, NC"	"37021"	"2022 (provisional)"	"2022"	130	Not Applicable	Not Applicable
	"Burke County, NC"	"37023"	"2020"	"2020"	85	Not Applicable	Not Applicable
	"Burke County, NC"	"37023"	"2021"	"2021"	179	Not Applicable	Not Applicable
	"Burke County, NC"	"37023"	"2022 (provisional)"	"2022"	78	Not Applicable	Not Applicable
	"Cabarrus County, NC"	"37025"	"2020"	"2020"	127	Not Applicable	Not Applicable
	"Cabarrus County, NC"	"37025"	"2021"	"2021"	272	Not Applicable	Not Applicable
	"Cabarrus County, NC"	"37025"	"2022 (provisional)"	"2022"	114	Not Applicable	Not Applicable
	"Caldwell County, NC"	"37027"	"2020"	"2020"	108	Not Applicable	Not Applicable
	"Caldwell County, NC"	"37027"	"2021"	"2021"	174	Not Applicable	Not Applicable
	"Caldwell County, NC"	"37027"	"2022 (provisional)"	"2022"	82	Not Applicable	Not Applicable
	"Camden County, NC"	"37029"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Camden County, NC"	"37029"	"2021"	"2021"	10	Not Applicable	Not Applicable
	"Camden County, NC"	"37029"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Carteret County, NC"	"37031"	"2020"	"2020"	31	Not Applicable	Not Applicable
	"Carteret County, NC"	"37031"	"2021"	"2021"	79	Not Applicable	Not Applicable
	"Carteret County, NC"	"37031"	"2022 (provisional)"	"2022"	42	Not Applicable	Not Applicable
	"Caswell County, NC"	"37033"	"2020"	"2020"	16	Not Applicable	Not Applicable
	"Caswell County, NC"	"37033"	"2021"	"2021"	45	Not Applicable	Not Applicable
	"Caswell County, NC"	"37033"	"2022 (provisional)"	"2022"	13	Not Applicable	Not Applicable
	"Catawba County, NC"	"37035"	"2020"	"2020"	174	Not Applicable	Not Applicable
	"Catawba County, NC"	"37035"	"2021"	"2021"	319	Not Applicable	Not Applicable
	"Catawba County, NC"	"37035"	"2022 (provisional)"	"2022"	119	Not Applicable	Not Applicable
